DeliveryDate,TradeDate,StartTime,EndTime,LoadForecastROI,LoadForecastNI,AggregatedForecast
2024-09-22,2024-09-23,2024-09-22T22:00:00,2024-09-22T22:30:00,3312,665,3977
2024-09-22,2024-09-23,2024-09-22T22:30:00,2024-09-22T23:00:00,3192,621,3813
2024-09-22,2024-09-23,2024-09-22T23:00:00,2024-09-22T23:30:00,3090,618,3708
2024-09-22,2024-09-23,2024-09-22T23:30:00,2024-09-23T00:00:00,3066,596,3662
2024-09-23,2024-09-23,2024-09-23T00:00:00,2024-09-23T00:30:00,2999,578,3577
2024-09-23,2024-09-23,2024-09-23T00:30:00,2024-09-23T01:00:00,2955,557,3512
2024-09-23,2024-09-23,2024-09-23T01:00:00,2024-09-23T01:30:00,2942,548,3490
2024-09-23,2024-09-23,2024-09-23T01:30:00,2024-09-23T02:00:00,2974,553,3527
2024-09-23,2024-09-23,2024-09-23T02:00:00,2024-09-23T02:30:00,2932,544,3476
2024-09-23,2024-09-23,2024-09-23T02:30:00,2024-09-23T03:00:00,2909,540,3449
2024-09-23,2024-09-23,2024-09-23T03:00:00,2024-09-23T03:30:00,2894,542,3436
2024-09-23,2024-09-23,2024-09-23T03:30:00,2024-09-23T04:00:00,2903,545,3448
2024-09-23,2024-09-23,2024-09-23T04:00:00,2024-09-23T04:30:00,2926,551,3477
2024-09-23,2024-09-23,2024-09-23T04:30:00,2024-09-23T05:00:00,2993,577,3570
2024-09-23,2024-09-23,2024-09-23T05:00:00,2024-09-23T05:30:00,3114,624,3738
2024-09-23,2024-09-23,2024-09-23T05:30:00,2024-09-23T06:00:00,3334,706,4040
2024-09-23,2024-09-23,2024-09-23T06:00:00,2024-09-23T06:30:00,3586,785,4371
2024-09-23,2024-09-23,2024-09-23T06:30:00,2024-09-23T07:00:00,3916,888,4804
2024-09-23,2024-09-23,2024-09-23T07:00:00,2024-09-23T07:30:00,4070,939,5009
2024-09-23,2024-09-23,2024-09-23T07:30:00,2024-09-23T08:00:00,4150,964,5114
2024-09-23,2024-09-23,2024-09-23T08:00:00,2024-09-23T08:30:00,4200,984,5184
2024-09-23,2024-09-23,2024-09-23T08:30:00,2024-09-23T09:00:00,4260,1007,5267
2024-09-23,2024-09-23,2024-09-23T09:00:00,2024-09-23T09:30:00,4260,1003,5263
2024-09-23,2024-09-23,2024-09-23T09:30:00,2024-09-23T10:00:00,4220,1000,5220
2024-09-23,2024-09-23,2024-09-23T10:00:00,2024-09-23T10:30:00,4220,999,5219
2024-09-23,2024-09-23,2024-09-23T10:30:00,2024-09-23T11:00:00,4170,998,5168
2024-09-23,2024-09-23,2024-09-23T11:00:00,2024-09-23T11:30:00,4150,1006,5156
2024-09-23,2024-09-23,2024-09-23T11:30:00,2024-09-23T12:00:00,4160,1003,5163
2024-09-23,2024-09-23,2024-09-23T12:00:00,2024-09-23T12:30:00,4120,987,5107
2024-09-23,2024-09-23,2024-09-23T12:30:00,2024-09-23T13:00:00,3980,947,4927
2024-09-23,2024-09-23,2024-09-23T13:00:00,2024-09-23T13:30:00,3990,944,4934
2024-09-23,2024-09-23,2024-09-23T13:30:00,2024-09-23T14:00:00,3970,946,4916
2024-09-23,2024-09-23,2024-09-23T14:00:00,2024-09-23T14:30:00,3970,941,4911
2024-09-23,2024-09-23,2024-09-23T14:30:00,2024-09-23T15:00:00,3970,956,4926
2024-09-23,2024-09-23,2024-09-23T15:00:00,2024-09-23T15:30:00,3996,966,4962
2024-09-23,2024-09-23,2024-09-23T15:30:00,2024-09-23T16:00:00,4092,1013,5105
2024-09-23,2024-09-23,2024-09-23T16:00:00,2024-09-23T16:30:00,4178,1051,5229
2024-09-23,2024-09-23,2024-09-23T16:30:00,2024-09-23T17:00:00,4275,1060,5335
2024-09-23,2024-09-23,2024-09-23T17:00:00,2024-09-23T17:30:00,4306,1030,5336
2024-09-23,2024-09-23,2024-09-23T17:30:00,2024-09-23T18:00:00,4263,984,5247
2024-09-23,2024-09-23,2024-09-23T18:00:00,2024-09-23T18:30:00,4227,941,5168
2024-09-23,2024-09-23,2024-09-23T18:30:00,2024-09-23T19:00:00,4209,930,5139
2024-09-23,2024-09-23,2024-09-23T19:00:00,2024-09-23T19:30:00,4290,935,5225
