DeliveryDate,TradeDate,StartTime,EndTime,LoadForecastROI,LoadForecastNI,AggregatedForecast
2025-01-02,2025-01-03,2025-01-02T23:00:00,2025-01-02T23:30:00,3965,827,4792
2025-01-02,2025-01-03,2025-01-02T23:30:00,2025-01-03T00:00:00,3922,779,4701
2025-01-03,2025-01-03,2025-01-03T00:00:00,2025-01-03T00:30:00,3968,717,4685
2025-01-03,2025-01-03,2025-01-03T00:30:00,2025-01-03T01:00:00,3873,686,4559
2025-01-03,2025-01-03,2025-01-03T01:00:00,2025-01-03T01:30:00,3770,666,4436
2025-01-03,2025-01-03,2025-01-03T01:30:00,2025-01-03T02:00:00,3708,664,4372
2025-01-03,2025-01-03,2025-01-03T02:00:00,2025-01-03T02:30:00,3629,646,4275
2025-01-03,2025-01-03,2025-01-03T02:30:00,2025-01-03T03:00:00,3610,627,4237
2025-01-03,2025-01-03,2025-01-03T03:00:00,2025-01-03T03:30:00,3572,619,4191
2025-01-03,2025-01-03,2025-01-03T03:30:00,2025-01-03T04:00:00,3533,612,4145
2025-01-03,2025-01-03,2025-01-03T04:00:00,2025-01-03T04:30:00,3532,610,4142
2025-01-03,2025-01-03,2025-01-03T04:30:00,2025-01-03T05:00:00,3500,619,4119
2025-01-03,2025-01-03,2025-01-03T05:00:00,2025-01-03T05:30:00,3530,622,4152
2025-01-03,2025-01-03,2025-01-03T05:30:00,2025-01-03T06:00:00,3577,637,4214
2025-01-03,2025-01-03,2025-01-03T06:00:00,2025-01-03T06:30:00,3704,671,4375
2025-01-03,2025-01-03,2025-01-03T06:30:00,2025-01-03T07:00:00,3885,734,4619
2025-01-03,2025-01-03,2025-01-03T07:00:00,2025-01-03T07:30:00,4078,806,4884
2025-01-03,2025-01-03,2025-01-03T07:30:00,2025-01-03T08:00:00,4304,891,5195
2025-01-03,2025-01-03,2025-01-03T08:00:00,2025-01-03T08:30:00,4495,957,5452
2025-01-03,2025-01-03,2025-01-03T08:30:00,2025-01-03T09:00:00,4607,998,5605
2025-01-03,2025-01-03,2025-01-03T09:00:00,2025-01-03T09:30:00,4741,1042,5783
2025-01-03,2025-01-03,2025-01-03T09:30:00,2025-01-03T10:00:00,4858,1075,5933
2025-01-03,2025-01-03,2025-01-03T10:00:00,2025-01-03T10:30:00,4877,1090,5967
2025-01-03,2025-01-03,2025-01-03T10:30:00,2025-01-03T11:00:00,4866,1106,5972
2025-01-03,2025-01-03,2025-01-03T11:00:00,2025-01-03T11:30:00,4849,1118,5967
2025-01-03,2025-01-03,2025-01-03T11:30:00,2025-01-03T12:00:00,4838,1111,5949
2025-01-03,2025-01-03,2025-01-03T12:00:00,2025-01-03T12:30:00,4828,1111,5939
2025-01-03,2025-01-03,2025-01-03T12:30:00,2025-01-03T13:00:00,4838,1108,5946
2025-01-03,2025-01-03,2025-01-03T13:00:00,2025-01-03T13:30:00,4828,1099,5927
2025-01-03,2025-01-03,2025-01-03T13:30:00,2025-01-03T14:00:00,4771,1077,5848
2025-01-03,2025-01-03,2025-01-03T14:00:00,2025-01-03T14:30:00,4728,1070,5798
2025-01-03,2025-01-03,2025-01-03T14:30:00,2025-01-03T15:00:00,4738,1058,5796
2025-01-03,2025-01-03,2025-01-03T15:00:00,2025-01-03T15:30:00,4747,1072,5819
2025-01-03,2025-01-03,2025-01-03T15:30:00,2025-01-03T16:00:00,4779,1070,5849
2025-01-03,2025-01-03,2025-01-03T16:00:00,2025-01-03T16:30:00,4818,1099,5917
2025-01-03,2025-01-03,2025-01-03T16:30:00,2025-01-03T17:00:00,4935,1173,6108
2025-01-03,2025-01-03,2025-01-03T17:00:00,2025-01-03T17:30:00,5139,1253,6392
2025-01-03,2025-01-03,2025-01-03T17:30:00,2025-01-03T18:00:00,5300,1260,6560
2025-01-03,2025-01-03,2025-01-03T18:00:00,2025-01-03T18:30:00,5275,1230,6505
2025-01-03,2025-01-03,2025-01-03T18:30:00,2025-01-03T19:00:00,5218,1181,6399
2025-01-03,2025-01-03,2025-01-03T19:00:00,2025-01-03T19:30:00,5136,1144,6280
2025-01-03,2025-01-03,2025-01-03T19:30:00,2025-01-03T20:00:00,5046,1085,6131
2025-01-03,2025-01-03,2025-01-03T20:00:00,2025-01-03T20:30:00,4913,1053,5966
2025-01-03,2025-01-03,2025-01-03T20:30:00,2025-01-03T21:00:00,4819,1016,5835
2025-01-03,2025-01-03,2025-01-03T21:00:00,2025-01-03T21:30:00,4704,978,5682
2025-01-03,2025-01-03,2025-01-03T21:30:00,2025-01-03T22:00:00,4551,934,5485
2025-01-03,2025-01-03,2025-01-03T22:00:00,2025-01-03T22:30:00,4405,895,5300
2025-01-03,2025-01-03,2025-01-03T22:30:00,2025-01-03T23:00:00,4262,848,5110
2025-01-03,2025-01-04,2025-01-03T23:00:00,2025-01-03T23:30:00,4158,782,4940
2025-01-03,2025-01-04,2025-01-03T23:30:00,2025-01-04T00:00:00,4169,720,4889
2025-01-04,2025-01-04,2025-01-04T00:00:00,2025-01-04T00:30:00,4024,680,4704
2025-01-04,2025-01-04,2025-01-04T00:30:00,2025-01-04T01:00:00,3941,645,4586
2025-01-04,2025-01-04,2025-01-04T01:00:00,2025-01-04T01:30:00,3842,624,4466
2025-01-04,2025-01-04,2025-01-04T01:30:00,2025-01-04T02:00:00,3753,639,4392
2025-01-04,2025-01-04,2025-01-04T02:00:00,2025-01-04T02:30:00,3667,603,4270
2025-01-04,2025-01-04,2025-01-04T02:30:00,2025-01-04T03:00:00,3656,597,4253
2025-01-04,2025-01-04,2025-01-04T03:00:00,2025-01-04T03:30:00,3606,595,4201
2025-01-04,2025-01-04,2025-01-04T03:30:00,2025-01-04T04:00:00,3571,586,4157
2025-01-04,2025-01-04,2025-01-04T04:00:00,2025-01-04T04:30:00,3541,590,4131
2025-01-04,2025-01-04,2025-01-04T04:30:00,2025-01-04T05:00:00,3500,575,4075
2025-01-04,2025-01-04,2025-01-04T05:00:00,2025-01-04T05:30:00,3514,572,4086
2025-01-04,2025-01-04,2025-01-04T05:30:00,2025-01-04T06:00:00,3534,575,4109
2025-01-04,2025-01-04,2025-01-04T06:00:00,2025-01-04T06:30:00,3580,598,4178
2025-01-04,2025-01-04,2025-01-04T06:30:00,2025-01-04T07:00:00,3659,632,4291
2025-01-04,2025-01-04,2025-01-04T07:00:00,2025-01-04T07:30:00,3727,674,4401
2025-01-04,2025-01-04,2025-01-04T07:30:00,2025-01-04T08:00:00,3830,713,4543
2025-01-04,2025-01-04,2025-01-04T08:00:00,2025-01-04T08:30:00,3945,764,4709
2025-01-04,2025-01-04,2025-01-04T08:30:00,2025-01-04T09:00:00,4027,797,4824
2025-01-04,2025-01-04,2025-01-04T09:00:00,2025-01-04T09:30:00,4168,854,5022
2025-01-04,2025-01-04,2025-01-04T09:30:00,2025-01-04T10:00:00,4322,909,5231
2025-01-04,2025-01-04,2025-01-04T10:00:00,2025-01-04T10:30:00,4388,948,5336
2025-01-04,2025-01-04,2025-01-04T10:30:00,2025-01-04T11:00:00,4456,975,5431
2025-01-04,2025-01-04,2025-01-04T11:00:00,2025-01-04T11:30:00,4472,995,5467
2025-01-04,2025-01-04,2025-01-04T11:30:00,2025-01-04T12:00:00,4483,1011,5494
2025-01-04,2025-01-04,2025-01-04T12:00:00,2025-01-04T12:30:00,4480,1028,5508
2025-01-04,2025-01-04,2025-01-04T12:30:00,2025-01-04T13:00:00,4472,1038,5510
2025-01-04,2025-01-04,2025-01-04T13:00:00,2025-01-04T13:30:00,4458,1031,5489
2025-01-04,2025-01-04,2025-01-04T13:30:00,2025-01-04T14:00:00,4428,1018,5446
2025-01-04,2025-01-04,2025-01-04T14:00:00,2025-01-04T14:30:00,4389,977,5366
2025-01-04,2025-01-04,2025-01-04T14:30:00,2025-01-04T15:00:00,4368,968,5336
