DeliveryDate,TradeDate,StartTime,EndTime,LoadForecastROI,LoadForecastNI,AggregatedForecast
2025-01-03,2025-01-04,2025-01-03T23:00:00,2025-01-03T23:30:00,4246,806,5052
2025-01-03,2025-01-04,2025-01-03T23:30:00,2025-01-04T00:00:00,4257,740,4997
2025-01-04,2025-01-04,2025-01-04T00:00:00,2025-01-04T00:30:00,4029,688,4717
2025-01-04,2025-01-04,2025-01-04T00:30:00,2025-01-04T01:00:00,3929,649,4578
2025-01-04,2025-01-04,2025-01-04T01:00:00,2025-01-04T01:30:00,3795,629,4424
2025-01-04,2025-01-04,2025-01-04T01:30:00,2025-01-04T02:00:00,3711,648,4359
2025-01-04,2025-01-04,2025-01-04T02:00:00,2025-01-04T02:30:00,3642,633,4275
2025-01-04,2025-01-04,2025-01-04T02:30:00,2025-01-04T03:00:00,3688,619,4307
2025-01-04,2025-01-04,2025-01-04T03:00:00,2025-01-04T03:30:00,3628,603,4231
2025-01-04,2025-01-04,2025-01-04T03:30:00,2025-01-04T04:00:00,3574,589,4163
2025-01-04,2025-01-04,2025-01-04T04:00:00,2025-01-04T04:30:00,3524,585,4109
2025-01-04,2025-01-04,2025-01-04T04:30:00,2025-01-04T05:00:00,3516,580,4096
2025-01-04,2025-01-04,2025-01-04T05:00:00,2025-01-04T05:30:00,3500,583,4083
2025-01-04,2025-01-04,2025-01-04T05:30:00,2025-01-04T06:00:00,3507,588,4095
2025-01-04,2025-01-04,2025-01-04T06:00:00,2025-01-04T06:30:00,3543,615,4158
2025-01-04,2025-01-04,2025-01-04T06:30:00,2025-01-04T07:00:00,3645,660,4305
2025-01-04,2025-01-04,2025-01-04T07:00:00,2025-01-04T07:30:00,3742,703,4445
2025-01-04,2025-01-04,2025-01-04T07:30:00,2025-01-04T08:00:00,3919,759,4678
2025-01-04,2025-01-04,2025-01-04T08:00:00,2025-01-04T08:30:00,4130,808,4938
2025-01-04,2025-01-04,2025-01-04T08:30:00,2025-01-04T09:00:00,4274,860,5134
2025-01-04,2025-01-04,2025-01-04T09:00:00,2025-01-04T09:30:00,4430,918,5348
2025-01-04,2025-01-04,2025-01-04T09:30:00,2025-01-04T10:00:00,4574,974,5548
2025-01-04,2025-01-04,2025-01-04T10:00:00,2025-01-04T10:30:00,4651,1002,5653
2025-01-04,2025-01-04,2025-01-04T10:30:00,2025-01-04T11:00:00,4707,1020,5727
2025-01-04,2025-01-04,2025-01-04T11:00:00,2025-01-04T11:30:00,4726,1027,5753
2025-01-04,2025-01-04,2025-01-04T11:30:00,2025-01-04T12:00:00,4777,1029,5806
2025-01-04,2025-01-04,2025-01-04T12:00:00,2025-01-04T12:30:00,4769,1030,5799
2025-01-04,2025-01-04,2025-01-04T12:30:00,2025-01-04T13:00:00,4781,1032,5813
2025-01-04,2025-01-04,2025-01-04T13:00:00,2025-01-04T13:30:00,4785,1025,5810
2025-01-04,2025-01-04,2025-01-04T13:30:00,2025-01-04T14:00:00,4741,1005,5746
2025-01-04,2025-01-04,2025-01-04T14:00:00,2025-01-04T14:30:00,4721,994,5715
2025-01-04,2025-01-04,2025-01-04T14:30:00,2025-01-04T15:00:00,4685,988,5673
2025-01-04,2025-01-04,2025-01-04T15:00:00,2025-01-04T15:30:00,4673,995,5668
2025-01-04,2025-01-04,2025-01-04T15:30:00,2025-01-04T16:00:00,4665,1005,5670
2025-01-04,2025-01-04,2025-01-04T16:00:00,2025-01-04T16:30:00,4763,1037,5800
2025-01-04,2025-01-04,2025-01-04T16:30:00,2025-01-04T17:00:00,4975,1109,6084
2025-01-04,2025-01-04,2025-01-04T17:00:00,2025-01-04T17:30:00,5065,1222,6287
2025-01-04,2025-01-04,2025-01-04T17:30:00,2025-01-04T18:00:00,5140,1280,6420
2025-01-04,2025-01-04,2025-01-04T18:00:00,2025-01-04T18:30:00,5065,1260,6325
2025-01-04,2025-01-04,2025-01-04T18:30:00,2025-01-04T19:00:00,4983,1213,6196
2025-01-04,2025-01-04,2025-01-04T19:00:00,2025-01-04T19:30:00,4886,1164,6050
2025-01-04,2025-01-04,2025-01-04T19:30:00,2025-01-04T20:00:00,4777,1110,5887
