dub_wddir,dub_wdsp,dub_temp,dub_msl,don_wddir,don_wdsp,don_temp,don_msl,cla_wddir,cla_wdsp,cla_temp,cla_msl,cor_wddir,cor_wdsp,cor_temp,cor_msl,date,dayInMonth,hour,dayOfYear,sin_hour,sin_day,cos_hour,cos_day,index,predictedGeneration,rawTemp
0.3285233435143054,0.12916168820665874,-0.17718828751497578,0.010646211562584872,0.3875869017632242,0.49350945115007977,0.05034752301710424,0.008675831657600955,0.33819578337680406,-0.31441514693924966,-0.11786473731357817,0.012110362971003668,0.41310465304195926,-0.12800283662795847,-0.019674991642409254,0.011762366557503953,2022-05-27 00:00:00,27,0,147,0.0,0.5737722679043249,0.0,0.5737722679043249,0,1059.6456,25.5
0.27742629184067824,0.026510625642417036,-0.2072911550449156,0.010942183705760125,0.3875869017632242,0.5613962443841742,0.08007433970626764,0.008873514329165449,0.3896648519682196,-0.4286792891160414,-0.12724915500173156,0.012208989979673526,0.41310465304195926,-0.2072753060254168,-0.05532317376450349,0.012156585285950372,2022-05-27 01:00:00,27,1,147,0.25881904510252074,0.5737722679043249,0.25881904510252074,0.5737722679043249,1,972.0445,
0.27742629184067824,0.026510625642417036,-0.2373940225748556,0.011238155848935378,0.3875869017632242,0.49350945115007977,0.0701654008098799,0.00907119700072983,0.2867267147853885,-0.6572075734696249,-0.1647868257543453,0.012504871005683324,0.46357267636488636,-0.44509271421779173,-0.08205931035607406,0.01235369465017358,2022-05-27 02:00:00,27,2,147,0.49999999999999994,0.5737722679043249,0.49999999999999994,0.5737722679043249,2,796.66693,
0.3285233435143054,0.12916168820665874,-0.2373940225748556,0.011336813229993721,0.3380302267002519,0.5613962443841742,0.0701654008098799,0.009367721008076571,0.23525764619397296,-0.5429434312928331,-0.08032706656096446,0.012603498014353407,-0.24297965015609327,-0.762182591807625,-0.1355315835392155,0.012452249332285073,2022-05-27 03:00:00,27,3,147,0.7071067811865475,0.5737722679043249,0.7071067811865475,0.5737722679043249,3,941.36566,
0.3285233435143054,0.026510625642417036,-0.30763404681138196,0.011534127992110631,0.3380302267002519,0.49350945115007977,0.05034752301710424,0.009861927686987694,0.33819578337680406,-0.5429434312928331,-0.08032706656096446,0.012800752031693348,0.5645087230107406,-0.762182591807625,-0.17117976566130957,0.01255080401439679,2022-05-27 04:00:00,27,4,147,0.8660254037844386,0.5737722679043249,0.8660254037844386,0.5737722679043249,4,781.9362,
0.22632924016705114,-0.07614043692182466,-0.3176683359880287,0.011928757516344453,0.3380302267002519,0.35773586468189067,0.06025646191349198,0.010454975701680951,0.33819578337680406,-0.6572075734696249,-0.11786473731357817,0.013096633057703146,-0.6467238367395102,-0.762182591807625,-0.26921226649706875,0.012945022742842986,2022-05-27 05:00:00,27,5,147,0.9659258262890683,0.5737722679043249,0.9659258262890683,0.5737722679043249,5,717.2804,
0.22632924016705114,0.026510625642417036,-0.1470854199850358,0.012619359183753526,0.3875869017632242,0.35773586468189067,0.08007433970626764,0.011146865052156568,0.44113392055963513,-0.6572075734696249,-0.05217381349650428,0.013392514083712944,-0.5962558134165831,-0.762182591807625,-0.18009181119183326,0.013240686789177687,2022-05-27 06:00:00,27,6,147,1.0,0.5737722679043249,1.0,0.5737722679043249,6,763.28046,
0.22632924016705114,0.026510625642417036,-0.07684539574850942,0.013211303470104033,0.3875869017632242,0.35773586468189067,0.0701654008098799,0.011838754402632184,0.3896648519682196,-0.6572075734696249,0.02290152800872317,0.014082903144402623,-0.7476598833853644,-0.8414550612050834,-0.07314726482555053,0.013930569563958809,2022-05-27 07:00:00,27,7,147,0.9659258262890683,0.5737722679043249,0.9659258262890683,0.5737722679043249,7,761.7225,
0.27742629184067824,0.12916168820665874,0.15394325531436331,0.013507275613279286,0.3875869017632242,0.28984907144779615,0.10980115639543087,0.0125306437531078,0.5955411263338818,-0.6572075734696249,0.1261301225784108,0.014576038187752362,0.7159127929795219,-0.8414550612050834,0.015973190479684988,0.01442334297451672,2022-05-27 08:00:00,27,8,147,0.8660254037844387,0.5737722679043249,0.8660254037844387,0.5737722679043249,8,676.85486,
0.3796203951879325,0.33446381333514213,0.1840461228443033,0.013704590375396196,0.3875869017632242,0.42562265791598525,-0.03883292705038578,0.013519057110930046,0.49260298915105066,-0.20015100476245795,0.16366779333102452,0.014970546222432018,0.2112325597502508,-0.762182591807625,0.08726955472387331,0.01462045233873993,2022-05-27 09:00:00,27,9,147,0.7071067811865476,0.5737722679043249,0.7071067811865476,0.5737722679043249,9,971.94806,
0.3796203951879325,0.33446381333514213,0.28438901461076965,0.014000562518571449,0.3875869017632242,0.15407548497960707,0.12961903418820653,0.013815581118276674,0.5955411263338818,-0.31441514693924966,0.28566522327701893,0.015069173231102101,0.059828489781469436,-0.6829101224101667,0.16747796449858532,0.014916116385074632,2022-05-27 10:00:00,27,10,147,0.49999999999999994,0.5737722679043249,0.49999999999999994,0.5737722679043249,10,813.34204,
0.43071744686155966,0.33446381333514213,0.39476619555388265,0.014099219899630018,0.3875869017632242,0.28984907144779615,0.09989221749904312,0.014309787797187796,0.49260298915105066,-0.20015100476245795,0.37950940015855317,0.015365054257111899,0.059828489781469436,-0.5243651836152501,0.22095023768172659,0.01511322574929784,2022-05-27 11:00:00,27,11,147,0.258819045102521,0.5737722679043249,0.258819045102521,0.5737722679043249,11,963.72424,
0.3796203951879325,0.23181275077090044,0.47504050896705563,0.01439519204280527,0.3875869017632242,0.22196227821370162,0.24852630094485975,0.014606311804534424,0.3896648519682196,-0.20015100476245795,0.3982782355348601,0.01526642724844204,0.059828489781469436,-0.36582024482033343,0.2387743287427738,0.01511322574929784,2022-05-27 12:00:00,27,12,147,1.2246467991473532e-16,0.5737722679043249,1.2246467991473532e-16,0.5737722679043249,12,997.47723,
0.3796203951879325,0.12916168820665874,0.45497193061376245,0.014296534661746702,0.3875869017632242,0.28984907144779615,0.29807099542679866,0.015001677147663412,0.3896648519682196,-0.20015100476245795,0.4452003239756272,0.015365054257111899,0.009360466458542318,-0.28654777542287513,0.24768637427329732,0.015014671067186349,2022-05-27 13:00:00,27,13,147,-0.25881904510252035,0.5737722679043249,-0.25881904510252035,0.5737722679043249,13,1035.0613,
0.43071744686155966,0.12916168820665874,0.5051433764969956,0.01419787728068836,0.4371435768261965,0.28984907144779615,0.2881620565304109,0.015397042490792176,0.49260298915105066,-0.08588686258566625,0.4921224124163943,0.01526642724844204,0.009360466458542318,-0.28654777542287513,0.274422510864868,0.014817561702963139,2022-05-27 14:00:00,27,14,147,-0.5000000000000001,0.5737722679043249,-0.5000000000000001,0.5737722679043249,14,1010.41974,
0.43071744686155966,0.026510625642417036,0.6456234249700484,0.01419787728068836,0.3875869017632242,0.08618869174551255,0.22870842315208428,0.0158912491697033,0.44113392055963513,-0.20015100476245795,0.5015068301045478,0.015167800239771958,0.059828489781469436,-0.5243651836152501,0.29224660192591506,0.014916116385074632,2022-05-27 15:00:00,27,15,147,-0.7071067811865475,0.5737722679043249,-0.7071067811865475,0.5737722679043249,15,763.74274,
0.43071744686155966,-0.07614043692182466,0.665692003323342,0.014099219899630018,0.4371435768261965,0.22196227821370162,0.20889054535930862,0.016187773177049926,0.44113392055963513,-0.20015100476245795,0.5390445008571613,0.01526642724844204,0.16076453642732366,-0.44509271421779173,0.22986228321225027,0.014719007020851422,2022-05-27 16:00:00,27,16,147,-0.8660254037844384,0.5737722679043249,-0.8660254037844384,0.5737722679043249,16,760.542,
