from,to,latitude,longitude,altitude,temperature,windDirection,windSpeed,windGust,globalRadiation,humidity,pressure,cloudiness,lowClouds,mediumClouds,highClouds
2025-01-09T06:00:00Z,2025-01-09T06:00:00Z,51.9380,-10.2410,20,-0.7,111.0,1.5,2.1,0.0,84.8,1010.4,10.7,10.7,0.0,0.0
2025-01-09T05:00:00Z,2025-01-09T06:00:00Z,51.9380,-10.2410,20,,,,,,,,,,,
2025-01-09T07:00:00Z,2025-01-09T07:00:00Z,51.9380,-10.2410,20,-0.6,125.0,1.9,2.8,0.0,83.9,1011.2,44.4,44.4,0.0,0.0
2025-01-09T06:00:00Z,2025-01-09T07:00:00Z,51.9380,-10.2410,20,,,,,,,,,,,
2025-01-09T08:00:00Z,2025-01-09T08:00:00Z,51.9380,-10.2410,20,1.0,146.0,1.7,3.3,0.0,84.0,1012.2,65.8,65.7,0.4,0.1
2025-01-09T07:00:00Z,2025-01-09T08:00:00Z,51.9380,-10.2410,20,,,,,,,,,,,
2025-01-09T09:00:00Z,2025-01-09T09:00:00Z,51.9380,-10.2410,20,1.6,121.7,1.5,2.9,0.5,83.9,1013.1,91.8,11.6,0.5,88.2
2025-01-09T08:00:00Z,2025-01-09T09:00:00Z,51.9380,-10.2410,20,,,,,,,,,,,
2025-01-09T10:00:00Z,2025-01-09T10:00:00Z,51.9380,-10.2410,20,1.8,101.0,1.5,2.7,45.0,84.9,1013.8,66.9,0.1,0.0,66.9
2025-01-09T09:00:00Z,2025-01-09T10:00:00Z,51.9380,-10.2410,20,,,,,,,,,,,
2025-01-09T11:00:00Z,2025-01-09T11:00:00Z,51.9380,-10.2410,20,2.9,112.9,1.4,2.5,122.7,85.5,1014.4,57.6,0.0,0.0,57.6
2025-01-09T10:00:00Z,2025-01-09T11:00:00Z,51.9380,-10.2410,20,,,,,,,,,,,
2025-01-09T12:00:00Z,2025-01-09T12:00:00Z,51.9380,-10.2410,20,4.0,138.9,1.4,2.7,173.2,80.8,1014.8,69.7,0.0,0.0,69.7
2025-01-09T11:00:00Z,2025-01-09T12:00:00Z,51.9380,-10.2410,20,,,,,,,,,,,
2025-01-09T13:00:00Z,2025-01-09T13:00:00Z,51.9380,-10.2410,20,4.5,127.6,1.1,2.6,182.4,82.6,1014.8,100.0,0.0,0.4,100.0
2025-01-09T12:00:00Z,2025-01-09T13:00:00Z,51.9380,-10.2410,20,,,,,,,,,,,
2025-01-09T14:00:00Z,2025-01-09T14:00:00Z,51.9380,-10.2410,20,4.5,113.9,1.3,2.6,152.7,82.2,1015.0,100.0,0.0,10.8,100.0
2025-01-09T13:00:00Z,2025-01-09T14:00:00Z,51.9380,-10.2410,20,,,,,,,,,,,
2025-01-09T15:00:00Z,2025-01-09T15:00:00Z,51.9380,-10.2410,20,4.2,85.2,1.5,2.9,109.7,80.2,1015.1,100.0,0.0,47.9,100.0
2025-01-09T14:00:00Z,2025-01-09T15:00:00Z,51.9380,-10.2410,20,,,,,,,,,,,
2025-01-09T16:00:00Z,2025-01-09T16:00:00Z,51.9380,-10.2410,20,3.8,93.8,1.9,3.0,57.5,76.9,1015.0,100.0,0.0,86.4,100.0
2025-01-09T15:00:00Z,2025-01-09T16:00:00Z,51.9380,-10.2410,20,,,,,,,,,,,
2025-01-09T17:00:00Z,2025-01-09T17:00:00Z,51.9380,-10.2410,20,3.1,89.0,2.4,3.5,10.9,79.6,1015.0,100.0,0.0,72.8,100.0
2025-01-09T16:00:00Z,2025-01-09T17:00:00Z,51.9380,-10.2410,20,,,,,,,,,,,
2025-01-09T18:00:00Z,2025-01-09T18:00:00Z,51.9380,-10.2410,20,2.9,97.2,3.0,4.2,0.0,84.0,1015.2,100.0,0.0,97.4,100.0
2025-01-09T17:00:00Z,2025-01-09T18:00:00Z,51.9380,-10.2410,20,,,,,,,,,,,
2025-01-09T19:00:00Z,2025-01-09T19:00:00Z,51.9380,-10.2410,20,2.6,76.2,3.1,4.9,0.0,84.3,1014.3,100.0,0.0,76.5,100.0
2025-01-09T18:00:00Z,2025-01-09T19:00:00Z,51.9380,-10.2410,20,,,,,,,,,,,
2025-01-09T20:00:00Z,2025-01-09T20:00:00Z,51.9380,-10.2410,20,2.7,75.9,3.5,5.6,0.0,82.0,1013.7,100.0,0.0,62.0,100.0
2025-01-09T19:00:00Z,2025-01-09T20:00:00Z,51.9380,-10.2410,20,,,,,,,,,,,
2025-01-09T21:00:00Z,2025-01-09T21:00:00Z,51.9380,-10.2410,20,3.0,81.7,3.3,6.2,0.0,78.1,1014.1,100.0,0.0,100.0,100.0
2025-01-09T20:00:00Z,2025-01-09T21:00:00Z,51.9380,-10.2410,20,,,,,,,,,,,
2025-01-09T22:00:00Z,2025-01-09T22:00:00Z,51.9380,-10.2410,20,3.1,79.4,3.9,6.8,0.0,73.8,1014.2,100.0,0.0,84.2,100.0
2025-01-09T21:00:00Z,2025-01-09T22:00:00Z,51.9380,-10.2410,20,,,,,,,,,,,
2025-01-09T23:00:00Z,2025-01-09T23:00:00Z,51.9380,-10.2410,20,3.4,83.0,4.8,7.5,0.0,71.8,1013.5,100.0,0.0,100.0,100.0
2025-01-09T22:00:00Z,2025-01-09T23:00:00Z,51.9380,-10.2410,20,,,,,,,,,,,
2025-01-10T00:00:00Z,2025-01-10T00:00:00Z,51.9380,-10.2410,20,3.8,79.1,4.8,8.3,0.0,69.8,1013.2,100.0,0.6,100.0,100.0
2025-01-09T23:00:00Z,2025-01-10T00:00:00Z,51.9380,-10.2410,20,,,,,,,,,,,
2025-01-10T01:00:00Z,2025-01-10T01:00:00Z,51.9380,-10.2410,20,4.0,78.6,5.1,9.1,0.0,70.7,1012.3,100.0,14.6,99.7,100.0
2025-01-10T00:00:00Z,2025-01-10T01:00:00Z,51.9380,-10.2410,20,,,,,,,,,,,
2025-01-10T02:00:00Z,2025-01-10T02:00:00Z,51.9380,-10.2410,20,3.9,73.0,2.6,10.1,0.0,70.1,1013.3,100.0,46.9,100.0,100.0
