TradeDate,StartTime,EndTime,TotalPN,NetInterconnectorSchedule,TSODemandForecast,TSORenewableForecast,CalculatedImbalance
2025-01-04,2025-01-04T09:00:00,2025-01-04T09:30:00,3631.91,980,5348,634.684,101.406
2025-01-04,2025-01-04T09:30:00,2025-01-04T10:00:00,3629.91,980,5548,684.514,253.576
2025-01-04,2025-01-04T10:00:00,2025-01-04T10:30:00,3701.82,980,5653,759.26,211.92
2025-01-04,2025-01-04T10:30:00,2025-01-04T11:00:00,3705.09,980,5727,824.948,216.962
2025-01-04,2025-01-04T11:00:00,2025-01-04T11:30:00,3703.27,980,5753,889.584,180.146
2025-01-04,2025-01-04T11:30:00,2025-01-04T12:00:00,3704.09,980,5806,895.398,226.512
2025-01-04,2025-01-04T12:00:00,2025-01-04T12:30:00,3767.02,980,5799,901.096,150.884
2025-01-04,2025-01-04T12:30:00,2025-01-04T13:00:00,3699.13,980,5813,916.124,217.746
2025-01-04,2025-01-04T13:00:00,2025-01-04T13:30:00,3700.44,980,5810,931.257,198.303
2025-01-04,2025-01-04T13:30:00,2025-01-04T14:00:00,3481.97,980,5746,1028.105,255.926
2025-01-04,2025-01-04T14:00:00,2025-01-04T14:30:00,3486.47,980,5715,1121.811,126.719
2025-01-04,2025-01-04T14:30:00,2025-01-04T15:00:00,3501.87,980,5673,1207.224,-16.094
2025-01-04,2025-01-04T15:00:00,2025-01-04T15:30:00,3504.38,980,5668,1289.603,-105.983
2025-01-04,2025-01-04T15:30:00,2025-01-04T16:00:00,3509.03,944,5670,1382.599,-165.629
2025-01-04,2025-01-04T16:00:00,2025-01-04T16:30:00,3584.9,927,5800,1475.548,-187.448
2025-01-04,2025-01-04T16:30:00,2025-01-04T17:00:00,3659.63,970,6084,1613.131,-158.761
2025-01-04,2025-01-04T17:00:00,2025-01-04T17:30:00,3660.12,980,6287,1750.635,-103.755
2025-01-04,2025-01-04T17:30:00,2025-01-04T18:00:00,3663.24,980,6420,1856.12,-79.359
2025-01-04,2025-01-04T18:00:00,2025-01-04T18:30:00,3639.62,955,6325,1961.705,-231.325
2025-01-04,2025-01-04T18:30:00,2025-01-04T19:00:00,3470.11,860,6196,2065.64,-199.75
2025-01-04,2025-01-04T19:00:00,2025-01-04T19:30:00,3454.89,680,6050,2169.588,-254.478
2025-01-04,2025-01-04T19:30:00,2025-01-04T20:00:00,3445.82,529,5887,2288.345,-376.165
2025-01-04,2025-01-04T20:00:00,2025-01-04T20:30:00,3424.01,453,5726,2406.948,-557.958
2025-01-04,2025-01-04T20:30:00,2025-01-04T21:00:00,3269.9,323,5610,2461.855,-444.756
2025-01-04,2025-01-04T21:00:00,2025-01-04T21:30:00,3389.73,277,5445,2516.747,-738.478
2025-01-04,2025-01-04T21:30:00,2025-01-04T22:00:00,2565.43,308,5295,2570.43,-148.86
2025-01-04,2025-01-04T22:00:00,2025-01-04T22:30:00,2565.01,348,5069,2621.9,-465.91
2025-01-04,2025-01-04T22:30:00,2025-01-04T23:00:00,2123.42,341,4898,2702.996,-269.416
