TradeDate,StartTime,EndTime,TotalPN,NetInterconnectorSchedule,TSODemandForecast,TSORenewableForecast,CalculatedImbalance
2025-01-03,2025-01-03T02:00:00,2025-01-03T02:30:00,2815.09,898,4275,613.105,-51.194
2025-01-03,2025-01-03T02:30:00,2025-01-03T03:00:00,2722.13,898,4237,598.009,18.861
2025-01-03,2025-01-03T03:00:00,2025-01-03T03:30:00,2888.48,898,4191,587.15,-182.629
2025-01-03,2025-01-03T03:30:00,2025-01-03T04:00:00,2694.23,898,4145,593.939,-41.168
2025-01-03,2025-01-03T04:00:00,2025-01-03T04:30:00,2666.74,898,4142,601.426,-24.166
2025-01-03,2025-01-03T04:30:00,2025-01-03T05:00:00,2596.76,898,4119,602.842,21.398
2025-01-03,2025-01-03T05:00:00,2025-01-03T05:30:00,2705.91,822,4152,604.264,19.826
2025-01-03,2025-01-03T05:30:00,2025-01-03T06:00:00,2822.82,624,4214,590.18,177
2025-01-03,2025-01-03T06:00:00,2025-01-03T06:30:00,3316.13,515,4375,576.373,-32.502
2025-01-03,2025-01-03T06:30:00,2025-01-03T07:00:00,3576.63,419,4619,573.652,49.718
2025-01-03,2025-01-03T07:00:00,2025-01-03T07:30:00,3703.16,719,4884,571.097,-109.257
2025-01-03,2025-01-03T07:30:00,2025-01-03T08:00:00,3808.37,944,5195,548.239,-105.608
2025-01-03,2025-01-03T08:00:00,2025-01-03T08:30:00,4177.57,980,5452,525.309,-230.879
2025-01-03,2025-01-03T08:30:00,2025-01-03T09:00:00,4177.82,980,5605,486.27,-39.09
2025-01-03,2025-01-03T09:00:00,2025-01-03T09:30:00,4286.45,980,5783,447.386,69.165
2025-01-03,2025-01-03T09:30:00,2025-01-03T10:00:00,4353.52,980,5933,473.916,125.564
2025-01-03,2025-01-03T10:00:00,2025-01-03T10:30:00,4351.95,980,5967,500.65,134.4
2025-01-03,2025-01-03T10:30:00,2025-01-03T11:00:00,4366.05,980,5972,536.674,89.275
2025-01-03,2025-01-03T11:00:00,2025-01-03T11:30:00,4398.8,980,5967,572.461,15.739
2025-01-03,2025-01-03T11:30:00,2025-01-03T12:00:00,4396.15,980,5949,570.531,2.319
2025-01-03,2025-01-03T12:00:00,2025-01-03T12:30:00,4355.149,980,5939,568.319,35.531
2025-01-03,2025-01-03T12:30:00,2025-01-03T13:00:00,4399.53,980,5946,532.692,33.778
2025-01-03,2025-01-03T13:00:00,2025-01-03T13:30:00,4440.08,980,5927,496.957,9.963
2025-01-03,2025-01-03T13:30:00,2025-01-03T14:00:00,4437.08,980,5848,443.512,-12.592
2025-01-03,2025-01-03T14:00:00,2025-01-03T14:30:00,4446.79,980,5798,391.936,-20.727
2025-01-03,2025-01-03T14:30:00,2025-01-03T15:00:00,4572.58,980,5796,325.057,-81.637
2025-01-03,2025-01-03T15:00:00,2025-01-03T15:30:00,4775.541,980,5819,260.383,-196.924
2025-01-03,2025-01-03T15:30:00,2025-01-03T16:00:00,4827.511,980,5849,244.949,-203.46
2025-01-03,2025-01-03T16:00:00,2025-01-03T16:30:00,5005.411,980,5917,229.85,-298.261
2025-01-03,2025-01-03T16:30:00,2025-01-03T17:00:00,5028.561,980,6108,225.732,-126.293
2025-01-03,2025-01-03T17:00:00,2025-01-03T17:30:00,5169.34,980,6392,221.675,20.985
2025-01-03,2025-01-03T17:30:00,2025-01-03T18:00:00,5157.141,980,6560,210.884,211.976
2025-01-03,2025-01-03T18:00:00,2025-01-03T18:30:00,5142.891,980,6505,200.158,181.952
2025-01-03,2025-01-03T18:30:00,2025-01-03T19:00:00,5031.591,980,6399,215.899,171.51
2025-01-03,2025-01-03T19:00:00,2025-01-03T19:30:00,5026.64,980,6280,231.62,41.74
2025-01-03,2025-01-03T19:30:00,2025-01-03T20:00:00,4869.891,980,6131,246.387,34.722
2025-01-03,2025-01-03T20:00:00,2025-01-03T20:30:00,4865.731,980,5966,261.142,-140.873
2025-01-03,2025-01-03T20:30:00,2025-01-03T21:00:00,4507.72,980,5835,257.697,89.583
2025-01-03,2025-01-03T21:00:00,2025-01-03T21:30:00,4444.44,980,5682,254.295,3.266
2025-01-03,2025-01-03T21:30:00,2025-01-03T22:00:00,4260.92,980,5485,269.689,-25.61
2025-01-03,2025-01-03T22:00:00,2025-01-03T22:30:00,4195.34,980,5300,284.412,-159.752
2025-01-03,2025-01-03T22:30:00,2025-01-03T23:00:00,4181.76,980,5110,311.648,-363.408
