DATE & TIME, FORECAST WIND(MW),  ACTUAL WIND(MW), REGION
1 February 2021 00:00,1083,1434,All Island
1 February 2021 00:15,1067,1402,All Island
1 February 2021 00:30,1050,1371,All Island
1 February 2021 00:45,1034,1340,All Island
1 February 2021 01:00,1018,1300,All Island
1 February 2021 01:15,1019,1253,All Island
1 February 2021 01:30,1019,1217,All Island
1 February 2021 01:45,1020,1202,All Island
1 February 2021 02:00,1021,1154,All Island
1 February 2021 02:15,1001,1102,All Island
1 February 2021 02:30,982,1083,All Island
1 February 2021 02:45,962,1028,All Island
1 February 2021 03:00,942,993,All Island
1 February 2021 03:15,917,958,All Island
1 February 2021 03:30,892,938,All Island
1 February 2021 03:45,867,939,All Island
1 February 2021 04:00,841,921,All Island
1 February 2021 04:15,842,870,All Island
1 February 2021 04:30,843,855,All Island
1 February 2021 04:45,844,841,All Island
1 February 2021 05:00,845,861,All Island
1 February 2021 05:15,855,823,All Island
1 February 2021 05:30,864,803,All Island
1 February 2021 05:45,874,791,All Island
1 February 2021 06:00,870,803,All Island
1 February 2021 06:15,872,802,All Island
1 February 2021 06:30,874,818,All Island
1 February 2021 06:45,877,833,All Island
1 February 2021 07:00,879,817,All Island
1 February 2021 07:15,891,815,All Island
1 February 2021 07:30,902,809,All Island
1 February 2021 07:45,913,816,All Island
1 February 2021 08:00,920,815,All Island
1 February 2021 08:15,955,838,All Island
1 February 2021 08:30,991,847,All Island
1 February 2021 08:45,1027,858,All Island
1 February 2021 09:00,1063,875,All Island
1 February 2021 09:15,1109,866,All Island
1 February 2021 09:30,1155,849,All Island
1 February 2021 09:45,1202,866,All Island
1 February 2021 10:00,1248,890,All Island
1 February 2021 10:15,1293,915,All Island
1 February 2021 10:30,1339,938,All Island
1 February 2021 10:45,1384,950,All Island
1 February 2021 11:00,1429,957,All Island
1 February 2021 11:15,1441,991,All Island
1 February 2021 11:30,1452,1005,All Island
1 February 2021 11:45,1464,977,All Island
1 February 2021 12:00,1379,965,All Island
1 February 2021 12:15,1378,984,All Island
1 February 2021 12:30,1377,1007,All Island
1 February 2021 12:45,1375,1063,All Island
1 February 2021 13:00,1374,1124,All Island
1 February 2021 13:15,1344,1150,All Island
1 February 2021 13:30,1314,1182,All Island
1 February 2021 13:45,1283,1197,All Island
1 February 2021 14:00,1253,1235,All Island
1 February 2021 14:15,1230,1272,All Island
1 February 2021 14:30,1208,1320,All Island
1 February 2021 14:45,1185,1346,All Island
1 February 2021 15:00,1163,1424,All Island
1 February 2021 15:15,1159,1476,All Island
1 February 2021 15:30,1154,1524,All Island
1 February 2021 15:45,1150,1580,All Island
1 February 2021 16:00,1146,1731,All Island
1 February 2021 16:15,1176,1868,All Island
1 February 2021 16:30,1206,1989,All Island
1 February 2021 16:45,1236,2101,All Island
1 February 2021 17:00,1265,2255,All Island
1 February 2021 17:15,1296,2282,All Island
1 February 2021 17:30,1326,2460,All Island
1 February 2021 17:45,1356,2581,All Island
1 February 2021 18:00,1478,2748,All Island
1 February 2021 18:15,1548,2933,All Island
1 February 2021 18:30,1619,3074,All Island
1 February 2021 18:45,1689,3132,All Island
1 February 2021 19:00,1759,3235,All Island
1 February 2021 19:15,1877,3305,All Island
1 February 2021 19:30,1995,3343,All Island
1 February 2021 19:45,2113,3452,All Island
1 February 2021 20:00,2230,3503,All Island
1 February 2021 20:15,2303,3497,All Island
1 February 2021 20:30,2377,3545,All Island
1 February 2021 20:45,2450,3505,All Island
1 February 2021 21:00,2523,3469,All Island
1 February 2021 21:15,2563,3400,All Island
1 February 2021 21:30,2603,3336,All Island
1 February 2021 21:45,2644,3365,All Island
1 February 2021 22:00,2684,3348,All Island
1 February 2021 22:15,2721,3370,All Island
1 February 2021 22:30,2759,3327,All Island
1 February 2021 22:45,2796,3139,All Island
1 February 2021 23:00,2833,3005,All Island
1 February 2021 23:15,2813,2989,All Island
1 February 2021 23:30,2793,3037,All Island
1 February 2021 23:45,2773,3107,All Island
2 February 2021 00:00,2724,3091,All Island
2 February 2021 00:15,2741,2965,All Island
2 February 2021 00:30,2758,2973,All Island
2 February 2021 00:45,2775,2912,All Island
2 February 2021 01:00,2792,2873,All Island
2 February 2021 01:15,2819,2811,All Island
2 February 2021 01:30,2847,2819,All Island
2 February 2021 01:45,2875,2796,All Island
2 February 2021 02:00,2902,2865,All Island
2 February 2021 02:15,2888,2887,All Island
2 February 2021 02:30,2874,2844,All Island
2 February 2021 02:45,2860,2878,All Island
