DATE & TIME, ACTUAL GENERATION(MW), REGION
1 December 2021 00:00,5094,All Island
1 December 2021 00:15,5035,All Island
1 December 2021 00:30,4964,All Island
1 December 2021 00:45,4889,All Island
1 December 2021 01:00,4827,All Island
1 December 2021 01:15,4807,All Island
1 December 2021 01:30,4793,All Island
1 December 2021 01:45,4739,All Island
1 December 2021 02:00,4667,All Island
1 December 2021 02:15,4652,All Island
1 December 2021 02:30,4624,All Island
1 December 2021 02:45,4596,All Island
1 December 2021 03:00,4558,All Island
1 December 2021 03:15,4572,All Island
1 December 2021 03:30,4521,All Island
1 December 2021 03:45,4530,All Island
1 December 2021 04:00,4529,All Island
1 December 2021 04:15,4552,All Island
1 December 2021 04:30,4541,All Island
1 December 2021 04:45,4565,All Island
1 December 2021 05:00,4580,All Island
1 December 2021 05:15,4637,All Island
1 December 2021 05:30,4600,All Island
1 December 2021 05:45,4650,All Island
1 December 2021 06:00,4691,All Island
1 December 2021 06:15,4838,All Island
1 December 2021 06:30,4969,All Island
1 December 2021 06:45,5148,All Island
1 December 2021 07:00,5392,All Island
1 December 2021 07:15,5676,All Island
1 December 2021 07:30,5861,All Island
1 December 2021 07:45,6079,All Island
1 December 2021 08:00,6123,All Island
1 December 2021 08:15,6110,All Island
1 December 2021 08:30,6195,All Island
1 December 2021 08:45,6222,All Island
1 December 2021 09:00,6202,All Island
1 December 2021 09:15,6180,All Island
1 December 2021 09:30,6142,All Island
1 December 2021 09:45,6157,All Island
1 December 2021 10:00,6065,All Island
1 December 2021 10:15,5984,All Island
1 December 2021 10:30,5940,All Island
1 December 2021 10:45,5893,All Island
1 December 2021 11:00,5931,All Island
1 December 2021 11:15,6020,All Island
1 December 2021 11:30,6117,All Island
1 December 2021 11:45,6235,All Island
1 December 2021 12:00,6345,All Island
1 December 2021 12:15,6464,All Island
1 December 2021 12:30,6456,All Island
1 December 2021 12:45,6414,All Island
1 December 2021 13:00,6388,All Island
1 December 2021 13:15,6343,All Island
1 December 2021 13:30,6265,All Island
1 December 2021 13:45,6271,All Island
1 December 2021 14:00,6203,All Island
1 December 2021 14:15,6131,All Island
1 December 2021 14:30,6113,All Island
1 December 2021 14:45,6042,All Island
1 December 2021 15:00,5907,All Island
1 December 2021 15:15,5813,All Island
1 December 2021 15:30,5803,All Island
1 December 2021 15:45,5909,All Island
1 December 2021 16:00,6089,All Island
1 December 2021 16:15,6377,All Island
1 December 2021 16:30,6565,All Island
1 December 2021 16:45,6760,All Island
1 December 2021 17:00,6743,All Island
1 December 2021 17:15,6805,All Island
1 December 2021 17:30,6780,All Island
1 December 2021 17:45,6678,All Island
1 December 2021 18:00,6643,All Island
1 December 2021 18:15,6517,All Island
1 December 2021 18:30,6392,All Island
1 December 2021 18:45,6237,All Island
1 December 2021 19:00,6176,All Island
1 December 2021 19:15,6207,All Island
1 December 2021 19:30,6110,All Island
1 December 2021 19:45,5874,All Island
1 December 2021 20:00,5821,All Island
1 December 2021 20:15,5697,All Island
1 December 2021 20:30,5541,All Island
1 December 2021 20:45,5438,All Island
1 December 2021 21:00,5415,All Island
1 December 2021 21:15,5362,All Island
1 December 2021 21:30,5148,All Island
1 December 2021 21:45,4960,All Island
1 December 2021 22:00,4903,All Island
1 December 2021 22:15,4858,All Island
1 December 2021 22:30,4729,All Island
1 December 2021 22:45,4516,All Island
1 December 2021 23:00,4505,All Island
1 December 2021 23:15,4554,All Island
1 December 2021 23:30,4459,All Island
1 December 2021 23:45,4309,All Island
2 December 2021 00:00,4258,All Island
2 December 2021 00:15,4242,All Island
2 December 2021 00:30,4240,All Island
2 December 2021 00:45,4151,All Island
2 December 2021 01:00,4164,All Island
2 December 2021 01:15,4186,All Island
2 December 2021 01:30,4143,All Island
2 December 2021 01:45,3983,All Island
2 December 2021 02:00,3967,All Island
2 December 2021 02:15,4001,All Island
2 December 2021 02:30,3946,All Island
2 December 2021 02:45,3871,All Island
2 December 2021 03:00,3720,All Island
2 December 2021 03:15,3550,All Island
2 December 2021 03:30,3529,All Island
2 December 2021 03:45,3572,All Island
2 December 2021 04:00,3597,All Island
2 December 2021 04:15,3688,All Island
2 December 2021 04:30,3645,All Island
2 December 2021 04:45,3627,All Island
2 December 2021 05:00,3719,All Island
2 December 2021 05:15,3832,All Island
2 December 2021 05:30,3874,All Island
2 December 2021 05:45,3788,All Island
2 December 2021 06:00,3964,All Island
2 December 2021 06:15,4191,All Island
2 December 2021 06:30,4279,All Island
2 December 2021 06:45,4632,All Island
2 December 2021 07:00,4935,All Island
2 December 2021 07:15,5207,All Island
2 December 2021 07:30,5314,All Island
2 December 2021 07:45,5453,All Island
2 December 2021 08:00,5548,All Island
2 December 2021 08:15,5426,All Island
2 December 2021 08:30,5387,All Island
2 December 2021 08:45,5408,All Island
2 December 2021 09:00,5414,All Island
2 December 2021 09:15,5420,All Island
2 December 2021 09:30,5374,All Island
2 December 2021 09:45,5349,All Island
2 December 2021 10:00,5309,All Island
2 December 2021 10:15,5233,All Island
2 December 2021 10:30,5298,All Island
2 December 2021 10:45,5290,All Island
2 December 2021 11:00,5171,All Island
2 December 2021 11:15,5179,All Island
2 December 2021 11:30,5251,All Island
2 December 2021 11:45,5241,All Island
2 December 2021 12:00,5221,All Island
2 December 2021 12:15,5239,All Island
2 December 2021 12:30,5223,All Island
2 December 2021 12:45,5245,All Island
2 December 2021 13:00,5372,All Island
2 December 2021 13:15,5484,All Island
2 December 2021 13:30,5370,All Island
2 December 2021 13:45,5307,All Island
2 December 2021 14:00,5451,All Island
2 December 2021 14:15,5575,All Island
2 December 2021 14:30,5673,All Island
2 December 2021 14:45,5730,All Island
2 December 2021 15:00,5738,All Island
2 December 2021 15:15,5799,All Island
2 December 2021 15:30,5829,All Island
2 December 2021 15:45,5858,All Island
2 December 2021 16:00,5906,All Island
2 December 2021 16:15,6061,All Island
2 December 2021 16:30,6254,All Island
2 December 2021 16:45,6366,All Island
2 December 2021 17:00,6441,All Island
2 December 2021 17:15,6502,All Island
2 December 2021 17:30,6515,All Island
2 December 2021 17:45,6479,All Island
2 December 2021 18:00,6413,All Island
2 December 2021 18:15,6453,All Island
2 December 2021 18:30,6496,All Island
2 December 2021 18:45,6414,All Island
2 December 2021 19:00,6333,All Island
2 December 2021 19:15,6435,All Island
2 December 2021 19:30,6509,All Island
2 December 2021 19:45,6529,All Island
2 December 2021 20:00,6548,All Island
2 December 2021 20:15,6600,All Island
2 December 2021 20:30,6580,All Island
2 December 2021 20:45,6503,All Island
2 December 2021 21:00,6395,All Island
2 December 2021 21:15,6357,All Island
2 December 2021 21:30,6222,All Island
2 December 2021 21:45,6001,All Island
2 December 2021 22:00,5930,All Island
2 December 2021 22:15,5844,All Island
2 December 2021 22:30,5714,All Island
2 December 2021 22:45,5670,All Island
2 December 2021 23:00,5603,All Island
2 December 2021 23:15,5544,All Island
2 December 2021 23:30,5389,All Island
2 December 2021 23:45,5161,All Island
3 December 2021 00:00,5166,All Island
3 December 2021 00:15,5134,All Island
3 December 2021 00:30,5061,All Island
3 December 2021 00:45,4973,All Island
3 December 2021 01:00,4870,All Island
3 December 2021 01:15,4741,All Island
3 December 2021 01:30,4522,All Island
3 December 2021 01:45,4311,All Island
3 December 2021 02:00,4248,All Island
3 December 2021 02:15,4219,All Island
3 December 2021 02:30,4057,All Island
3 December 2021 02:45,3942,All Island
3 December 2021 03:00,3840,All Island
3 December 2021 03:15,3772,All Island
3 December 2021 03:30,3754,All Island
3 December 2021 03:45,3664,All Island
3 December 2021 04:00,3518,All Island
3 December 2021 04:15,3409,All Island
3 December 2021 04:30,3245,All Island
3 December 2021 04:45,3253,All Island
3 December 2021 05:00,3458,All Island
3 December 2021 05:15,3669,All Island
3 December 2021 05:30,3783,All Island
3 December 2021 05:45,3780,All Island
3 December 2021 06:00,3816,All Island
3 December 2021 06:15,3850,All Island
3 December 2021 06:30,3990,All Island
3 December 2021 06:45,4212,All Island
3 December 2021 07:00,4366,All Island
3 December 2021 07:15,4591,All Island
3 December 2021 07:30,4694,All Island
3 December 2021 07:45,4849,All Island
3 December 2021 08:00,4969,All Island
3 December 2021 08:15,5040,All Island
3 December 2021 08:30,5059,All Island
3 December 2021 08:45,5079,All Island
3 December 2021 09:00,5148,All Island
3 December 2021 09:15,5205,All Island
3 December 2021 09:30,5249,All Island
3 December 2021 09:45,5263,All Island
3 December 2021 10:00,5263,All Island
3 December 2021 10:15,5251,All Island
3 December 2021 10:30,5261,All Island
3 December 2021 10:45,5286,All Island
3 December 2021 11:00,5341,All Island
3 December 2021 11:15,5359,All Island
3 December 2021 11:30,5408,All Island
3 December 2021 11:45,5463,All Island
3 December 2021 12:00,5438,All Island
3 December 2021 12:15,5419,All Island
