DATE & TIME, ACTUAL DEMAND(MW), FORECAST DEMAND(MW), REGION
1 August 2020 00:00,3363,-,All Island
1 August 2020 00:15,3303,-,All Island
1 August 2020 00:30,3224,-,All Island
1 August 2020 00:45,3154,-,All Island
1 August 2020 01:00,3120,-,All Island
1 August 2020 01:15,3069,-,All Island
1 August 2020 01:30,3020,-,All Island
1 August 2020 01:45,2986,-,All Island
1 August 2020 02:00,2954,-,All Island
1 August 2020 02:15,2936,-,All Island
1 August 2020 02:30,2899,-,All Island
1 August 2020 02:45,2871,-,All Island
1 August 2020 03:00,2841,-,All Island
1 August 2020 03:15,2838,-,All Island
1 August 2020 03:30,2823,-,All Island
1 August 2020 03:45,2814,-,All Island
1 August 2020 04:00,2800,-,All Island
1 August 2020 04:15,2809,-,All Island
1 August 2020 04:30,2818,-,All Island
1 August 2020 04:45,2820,-,All Island
1 August 2020 05:00,2833,-,All Island
1 August 2020 05:15,2834,-,All Island
1 August 2020 05:30,2810,-,All Island
1 August 2020 05:45,2782,-,All Island
1 August 2020 06:00,2808,-,All Island
1 August 2020 06:15,2871,-,All Island
1 August 2020 06:30,2917,-,All Island
1 August 2020 06:45,2961,-,All Island
1 August 2020 07:00,3041,-,All Island
1 August 2020 07:15,3143,-,All Island
1 August 2020 07:30,3221,-,All Island
1 August 2020 07:45,3313,-,All Island
1 August 2020 08:00,3414,-,All Island
1 August 2020 08:15,3555,-,All Island
1 August 2020 08:30,3642,-,All Island
1 August 2020 08:45,3730,-,All Island
1 August 2020 09:00,3829,-,All Island
1 August 2020 09:15,3927,-,All Island
1 August 2020 09:30,3983,-,All Island
1 August 2020 09:45,4047,-,All Island
1 August 2020 10:00,4077,-,All Island
1 August 2020 10:15,4116,-,All Island
1 August 2020 10:30,4115,-,All Island
1 August 2020 10:45,4141,-,All Island
1 August 2020 11:00,4122,-,All Island
1 August 2020 11:15,4143,-,All Island
1 August 2020 11:30,4107,-,All Island
1 August 2020 11:45,4137,-,All Island
1 August 2020 12:00,4144,-,All Island
1 August 2020 12:15,4159,-,All Island
1 August 2020 12:30,4156,-,All Island
1 August 2020 12:45,4155,-,All Island
1 August 2020 13:00,4124,-,All Island
1 August 2020 13:15,4099,-,All Island
1 August 2020 13:30,4050,-,All Island
1 August 2020 13:45,4014,-,All Island
1 August 2020 14:00,3986,-,All Island
1 August 2020 14:15,3967,-,All Island
1 August 2020 14:30,3947,-,All Island
1 August 2020 14:45,3905,-,All Island
1 August 2020 15:00,3891,-,All Island
1 August 2020 15:15,3885,-,All Island
1 August 2020 15:30,3915,-,All Island
1 August 2020 15:45,3917,-,All Island
1 August 2020 16:00,3942,-,All Island
1 August 2020 16:15,3983,-,All Island
1 August 2020 16:30,3993,-,All Island
1 August 2020 16:45,4043,-,All Island
1 August 2020 17:00,4113,-,All Island
1 August 2020 17:15,4202,-,All Island
1 August 2020 17:30,4268,-,All Island
1 August 2020 17:45,4283,-,All Island
1 August 2020 18:00,4306,-,All Island
1 August 2020 18:15,4321,-,All Island
1 August 2020 18:30,4289,-,All Island
1 August 2020 18:45,4237,-,All Island
1 August 2020 19:00,4172,-,All Island
1 August 2020 19:15,4126,-,All Island
1 August 2020 19:30,4066,-,All Island
1 August 2020 19:45,4022,-,All Island
1 August 2020 20:00,3988,-,All Island
1 August 2020 20:15,3924,-,All Island
1 August 2020 20:30,3878,-,All Island
1 August 2020 20:45,3840,-,All Island
1 August 2020 21:00,3817,-,All Island
1 August 2020 21:15,3805,-,All Island
1 August 2020 21:30,3798,-,All Island
1 August 2020 21:45,3818,-,All Island
1 August 2020 22:00,3799,-,All Island
1 August 2020 22:15,3765,-,All Island
1 August 2020 22:30,3684,-,All Island
1 August 2020 22:45,3611,-,All Island
1 August 2020 23:00,3516,-,All Island
1 August 2020 23:15,3455,-,All Island
1 August 2020 23:30,3366,-,All Island
1 August 2020 23:45,3294,-,All Island
2 August 2020 00:00,3217,-,All Island
2 August 2020 00:15,3176,-,All Island
2 August 2020 00:30,3106,-,All Island
2 August 2020 00:45,3051,-,All Island
2 August 2020 01:00,3015,-,All Island
2 August 2020 01:15,2963,-,All Island
2 August 2020 01:30,2914,-,All Island
2 August 2020 01:45,2862,-,All Island
2 August 2020 02:00,2833,-,All Island
2 August 2020 02:15,2805,-,All Island
2 August 2020 02:30,2767,-,All Island
2 August 2020 02:45,2732,-,All Island
2 August 2020 03:00,2716,-,All Island
2 August 2020 03:15,2712,-,All Island
2 August 2020 03:30,2708,-,All Island
2 August 2020 03:45,2693,-,All Island
2 August 2020 04:00,2677,-,All Island
2 August 2020 04:15,2688,-,All Island
2 August 2020 04:30,2678,-,All Island
2 August 2020 04:45,2674,-,All Island
2 August 2020 05:00,2671,-,All Island
2 August 2020 05:15,2679,-,All Island
2 August 2020 05:30,2649,-,All Island
2 August 2020 05:45,2599,-,All Island
2 August 2020 06:00,2629,-,All Island
2 August 2020 06:15,2672,-,All Island
2 August 2020 06:30,2690,-,All Island
2 August 2020 06:45,2733,-,All Island
2 August 2020 07:00,2785,-,All Island
2 August 2020 07:15,2861,-,All Island
2 August 2020 07:30,2911,-,All Island
2 August 2020 07:45,2979,-,All Island
2 August 2020 08:00,3060,-,All Island
2 August 2020 08:15,3166,-,All Island
2 August 2020 08:30,3255,-,All Island
