DATE & TIME, FORECAST WIND(MW),  ACTUAL WIND(MW), REGION
1 August 2024 00:00,278,297,All Island
1 August 2024 00:15,290,300,All Island
1 August 2024 00:30,302,300,All Island
1 August 2024 00:45,314,296,All Island
1 August 2024 01:00,340,319,All Island
1 August 2024 01:15,341,346,All Island
1 August 2024 01:30,341,340,All Island
1 August 2024 01:45,341,323,All Island
1 August 2024 02:00,341,327,All Island
1 August 2024 02:15,344,313,All Island
1 August 2024 02:30,346,316,All Island
1 August 2024 02:45,349,305,All Island
1 August 2024 03:00,352,305,All Island
1 August 2024 03:15,348,292,All Island
1 August 2024 03:30,344,288,All Island
1 August 2024 03:45,340,320,All Island
1 August 2024 04:00,336,364,All Island
1 August 2024 04:15,327,361,All Island
1 August 2024 04:30,318,354,All Island
1 August 2024 04:45,310,395,All Island
1 August 2024 05:00,301,412,All Island
1 August 2024 05:15,305,432,All Island
1 August 2024 05:30,309,432,All Island
1 August 2024 05:45,313,434,All Island
1 August 2024 06:00,316,431,All Island
1 August 2024 06:15,326,427,All Island
1 August 2024 06:30,336,441,All Island
1 August 2024 06:45,346,450,All Island
1 August 2024 07:00,372,458,All Island
1 August 2024 07:15,371,453,All Island
1 August 2024 07:30,370,415,All Island
1 August 2024 07:45,369,360,All Island
1 August 2024 08:00,368,327,All Island
1 August 2024 08:15,367,305,All Island
1 August 2024 08:30,366,305,All Island
1 August 2024 08:45,365,335,All Island
1 August 2024 09:00,364,343,All Island
1 August 2024 09:15,367,344,All Island
1 August 2024 09:30,370,353,All Island
1 August 2024 09:45,372,398,All Island
1 August 2024 10:00,375,460,All Island
1 August 2024 10:15,385,476,All Island
1 August 2024 10:30,395,460,All Island
1 August 2024 10:45,405,457,All Island
1 August 2024 11:00,416,471,All Island
1 August 2024 11:15,432,480,All Island
1 August 2024 11:30,449,475,All Island
1 August 2024 11:45,466,495,All Island
1 August 2024 12:00,483,510,All Island
1 August 2024 12:15,520,488,All Island
1 August 2024 12:30,557,527,All Island
1 August 2024 12:45,595,543,All Island
1 August 2024 13:00,658,594,All Island
1 August 2024 13:15,683,607,All Island
1 August 2024 13:30,709,603,All Island
1 August 2024 13:45,734,629,All Island
1 August 2024 14:00,759,658,All Island
1 August 2024 14:15,773,711,All Island
1 August 2024 14:30,787,744,All Island
1 August 2024 14:45,800,748,All Island
