DATE & TIME, ACTUAL GENERATION(MW), REGION
1 January 2022 00:00,4394,All Island
1 January 2022 00:15,4457,All Island
1 January 2022 00:30,4408,All Island
1 January 2022 00:45,4414,All Island
1 January 2022 01:00,4459,All Island
1 January 2022 01:15,4648,All Island
1 January 2022 01:30,4508,All Island
1 January 2022 01:45,4428,All Island
1 January 2022 02:00,4442,All Island
1 January 2022 02:15,4442,All Island
1 January 2022 02:30,4310,All Island
1 January 2022 02:45,4141,All Island
1 January 2022 03:00,4158,All Island
1 January 2022 03:15,4177,All Island
1 January 2022 03:30,3980,All Island
1 January 2022 03:45,3794,All Island
1 January 2022 04:00,3880,All Island
1 January 2022 04:15,4007,All Island
1 January 2022 04:30,3844,All Island
1 January 2022 04:45,3653,All Island
1 January 2022 05:00,3565,All Island
1 January 2022 05:15,3561,All Island
1 January 2022 05:30,3507,All Island
1 January 2022 05:45,3505,All Island
1 January 2022 06:00,3433,All Island
1 January 2022 06:15,3332,All Island
1 January 2022 06:30,3413,All Island
1 January 2022 06:45,3434,All Island
1 January 2022 07:00,3319,All Island
1 January 2022 07:15,3193,All Island
1 January 2022 07:30,3216,All Island
1 January 2022 07:45,3420,All Island
1 January 2022 08:00,3364,All Island
1 January 2022 08:15,3358,All Island
1 January 2022 08:30,3496,All Island
1 January 2022 08:45,3661,All Island
1 January 2022 09:00,3568,All Island
1 January 2022 09:15,3503,All Island
1 January 2022 09:30,3659,All Island
1 January 2022 09:45,3824,All Island
1 January 2022 10:00,3742,All Island
1 January 2022 10:15,3647,All Island
1 January 2022 10:30,3780,All Island
1 January 2022 10:45,3919,All Island
1 January 2022 11:00,3966,All Island
1 January 2022 11:15,3865,All Island
1 January 2022 11:30,4008,All Island
1 January 2022 11:45,4188,All Island
1 January 2022 12:00,4260,All Island
1 January 2022 12:15,4204,All Island
1 January 2022 12:30,4317,All Island
1 January 2022 12:45,4421,All Island
1 January 2022 13:00,4468,All Island
1 January 2022 13:15,4649,All Island
1 January 2022 13:30,4684,All Island
1 January 2022 13:45,4592,All Island
1 January 2022 14:00,4531,All Island
1 January 2022 14:15,4533,All Island
1 January 2022 14:30,4546,All Island
1 January 2022 14:45,4521,All Island
1 January 2022 15:00,4562,All Island
1 January 2022 15:15,4563,All Island
1 January 2022 15:30,4665,All Island
1 January 2022 15:45,4766,All Island
1 January 2022 16:00,4696,All Island
1 January 2022 16:15,4696,All Island
1 January 2022 16:30,4948,All Island
1 January 2022 16:45,5288,All Island
1 January 2022 17:00,5253,All Island
1 January 2022 17:15,5184,All Island
1 January 2022 17:30,5121,All Island
1 January 2022 17:45,5042,All Island
1 January 2022 18:00,4990,All Island
1 January 2022 18:15,4927,All Island
1 January 2022 18:30,4719,All Island
1 January 2022 18:45,4587,All Island
1 January 2022 19:00,4589,All Island
1 January 2022 19:15,4596,All Island
1 January 2022 19:30,4463,All Island
1 January 2022 19:45,4399,All Island
1 January 2022 20:00,4481,All Island
1 January 2022 20:15,4508,All Island
1 January 2022 20:30,4417,All Island
1 January 2022 20:45,4247,All Island
1 January 2022 21:00,4174,All Island
1 January 2022 21:15,4138,All Island
1 January 2022 21:30,3999,All Island
1 January 2022 21:45,3793,All Island
1 January 2022 22:00,3725,All Island
