DATE & TIME, FORECAST WIND(MW),  ACTUAL WIND(MW), REGION
1 June 2024 00:00,750,784,All Island
1 June 2024 00:15,730,803,All Island
1 June 2024 00:30,710,823,All Island
1 June 2024 00:45,690,798,All Island
1 June 2024 01:00,689,793,All Island
1 June 2024 01:15,660,728,All Island
1 June 2024 01:30,631,672,All Island
1 June 2024 01:45,602,669,All Island
1 June 2024 02:00,573,687,All Island
1 June 2024 02:15,546,684,All Island
1 June 2024 02:30,519,649,All Island
1 June 2024 02:45,493,652,All Island
1 June 2024 03:00,466,632,All Island
1 June 2024 03:15,461,573,All Island
1 June 2024 03:30,456,556,All Island
1 June 2024 03:45,451,526,All Island
1 June 2024 04:00,446,552,All Island
1 June 2024 04:15,450,553,All Island
1 June 2024 04:30,455,545,All Island
1 June 2024 04:45,460,533,All Island
1 June 2024 05:00,465,491,All Island
1 June 2024 05:15,464,483,All Island
1 June 2024 05:30,464,460,All Island
1 June 2024 05:45,464,444,All Island
1 June 2024 06:00,464,448,All Island
1 June 2024 06:15,461,425,All Island
1 June 2024 06:30,459,387,All Island
1 June 2024 06:45,456,355,All Island
1 June 2024 07:00,498,324,All Island
1 June 2024 07:15,478,303,All Island
1 June 2024 07:30,457,297,All Island
1 June 2024 07:45,437,271,All Island
1 June 2024 08:00,417,250,All Island
1 June 2024 08:15,402,289,All Island
1 June 2024 08:30,387,334,All Island
1 June 2024 08:45,372,318,All Island
1 June 2024 09:00,357,328,All Island
1 June 2024 09:15,341,305,All Island
1 June 2024 09:30,325,289,All Island
1 June 2024 09:45,309,279,All Island
1 June 2024 10:00,294,260,All Island
1 June 2024 10:15,287,260,All Island
1 June 2024 10:30,280,254,All Island
1 June 2024 10:45,273,250,All Island
1 June 2024 11:00,266,258,All Island
1 June 2024 11:15,258,240,All Island
1 June 2024 11:30,250,226,All Island
1 June 2024 11:45,242,201,All Island
1 June 2024 12:00,234,166,All Island
1 June 2024 12:15,235,149,All Island
1 June 2024 12:30,237,142,All Island
1 June 2024 12:45,238,141,All Island
1 June 2024 13:00,250,144,All Island
1 June 2024 13:15,261,180,All Island
1 June 2024 13:30,272,186,All Island
1 June 2024 13:45,283,219,All Island
1 June 2024 14:00,295,243,All Island
1 June 2024 14:15,300,265,All Island
1 June 2024 14:30,306,292,All Island
1 June 2024 14:45,312,285,All Island
1 June 2024 15:00,318,308,All Island
1 June 2024 15:15,331,330,All Island
1 June 2024 15:30,345,349,All Island
1 June 2024 15:45,359,385,All Island
1 June 2024 16:00,372,402,All Island
1 June 2024 16:15,419,429,All Island
1 June 2024 16:30,466,440,All Island
1 June 2024 16:45,513,445,All Island
1 June 2024 17:00,560,455,All Island
1 June 2024 17:15,579,468,All Island
1 June 2024 17:30,598,458,All Island
1 June 2024 17:45,617,442,All Island
1 June 2024 18:00,636,437,All Island
1 June 2024 18:15,638,444,All Island
1 June 2024 18:30,639,433,All Island
1 June 2024 18:45,641,421,All Island
1 June 2024 19:00,602,435,All Island
1 June 2024 19:15,593,419,All Island
1 June 2024 19:30,584,400,All Island
1 June 2024 19:45,575,395,All Island
1 June 2024 20:00,566,427,All Island
1 June 2024 20:15,564,433,All Island
1 June 2024 20:30,561,462,All Island
1 June 2024 20:45,559,494,All Island
1 June 2024 21:00,556,539,All Island
1 June 2024 21:15,571,577,All Island
1 June 2024 21:30,586,624,All Island
1 June 2024 21:45,601,640,All Island
1 June 2024 22:00,615,636,All Island
1 June 2024 22:15,622,634,All Island
1 June 2024 22:30,628,634,All Island
1 June 2024 22:45,635,625,All Island
1 June 2024 23:00,642,603,All Island
1 June 2024 23:15,639,609,All Island
1 June 2024 23:30,637,590,All Island
1 June 2024 23:45,635,613,All Island
2 June 2024 00:00,632,596,All Island
2 June 2024 00:15,633,528,All Island
2 June 2024 00:30,633,466,All Island
2 June 2024 00:45,634,422,All Island
2 June 2024 01:00,612,371,All Island
2 June 2024 01:15,597,333,All Island
2 June 2024 01:30,581,299,All Island
2 June 2024 01:45,566,285,All Island
2 June 2024 02:00,551,307,All Island
2 June 2024 02:15,513,344,All Island
2 June 2024 02:30,476,335,All Island
2 June 2024 02:45,439,311,All Island
2 June 2024 03:00,401,281,All Island
2 June 2024 03:15,391,265,All Island
2 June 2024 03:30,381,280,All Island
2 June 2024 03:45,371,301,All Island
2 June 2024 04:00,361,293,All Island
2 June 2024 04:15,356,265,All Island
2 June 2024 04:30,351,228,All Island
2 June 2024 04:45,346,182,All Island
2 June 2024 05:00,341,173,All Island
2 June 2024 05:15,331,187,All Island
2 June 2024 05:30,321,162,All Island
2 June 2024 05:45,311,141,All Island
2 June 2024 06:00,300,132,All Island
2 June 2024 06:15,300,129,All Island
2 June 2024 06:30,301,149,All Island
2 June 2024 06:45,301,142,All Island
2 June 2024 07:00,274,133,All Island
2 June 2024 07:15,261,124,All Island
2 June 2024 07:30,248,129,All Island
2 June 2024 07:45,235,123,All Island
2 June 2024 08:00,223,141,All Island
2 June 2024 08:15,223,129,All Island
2 June 2024 08:30,223,122,All Island
2 June 2024 08:45,223,132,All Island
2 June 2024 09:00,223,128,All Island
2 June 2024 09:15,237,139,All Island
2 June 2024 09:30,251,158,All Island
2 June 2024 09:45,265,170,All Island
2 June 2024 10:00,280,199,All Island
2 June 2024 10:15,297,234,All Island
2 June 2024 10:30,315,232,All Island
2 June 2024 10:45,332,264,All Island
2 June 2024 11:00,349,290,All Island
2 June 2024 11:15,363,290,All Island
2 June 2024 11:30,378,328,All Island
2 June 2024 11:45,392,320,All Island
2 June 2024 12:00,406,364,All Island
2 June 2024 12:15,430,359,All Island
2 June 2024 12:30,454,393,All Island
2 June 2024 12:45,478,439,All Island
2 June 2024 13:00,541,440,All Island
2 June 2024 13:15,576,466,All Island
2 June 2024 13:30,610,478,All Island
2 June 2024 13:45,644,484,All Island
2 June 2024 14:00,678,538,All Island
2 June 2024 14:15,706,569,All Island
2 June 2024 14:30,735,580,All Island
2 June 2024 14:45,764,614,All Island
2 June 2024 15:00,792,609,All Island
2 June 2024 15:15,815,590,All Island
2 June 2024 15:30,837,600,All Island
2 June 2024 15:45,860,688,All Island
2 June 2024 16:00,882,712,All Island
2 June 2024 16:15,926,710,All Island
2 June 2024 16:30,969,712,All Island
2 June 2024 16:45,1013,752,All Island
2 June 2024 17:00,1056,768,All Island
2 June 2024 17:15,1078,827,All Island
2 June 2024 17:30,1099,831,All Island
2 June 2024 17:45,1120,838,All Island
2 June 2024 18:00,1141,832,All Island
