DATE & TIME, FORECAST WIND(MW),  ACTUAL WIND(MW), REGION
1 September 2019 00:00,1686,1432,All Island
1 September 2019 00:15,1686,1418,All Island
1 September 2019 00:30,1685,1374,All Island
1 September 2019 00:45,1685,1359,All Island
1 September 2019 01:00,1571,1365,All Island
1 September 2019 01:15,1551,1451,All Island
1 September 2019 01:30,1532,1341,All Island
1 September 2019 01:45,1513,1319,All Island
1 September 2019 02:00,1513,1347,All Island
1 September 2019 02:15,1531,1261,All Island
1 September 2019 02:30,1549,1314,All Island
1 September 2019 02:45,1568,1317,All Island
1 September 2019 03:00,1574,1296,All Island
1 September 2019 03:15,1568,1327,All Island
1 September 2019 03:30,1561,1358,All Island
1 September 2019 03:45,1555,1307,All Island
1 September 2019 04:00,1543,1326,All Island
1 September 2019 04:15,1525,1317,All Island
1 September 2019 04:30,1506,1304,All Island
1 September 2019 04:45,1487,1313,All Island
1 September 2019 05:00,1462,1317,All Island
1 September 2019 05:15,1430,1315,All Island
1 September 2019 05:30,1397,1328,All Island
1 September 2019 05:45,1365,1240,All Island
1 September 2019 06:00,1333,1387,All Island
1 September 2019 06:15,1301,1374,All Island
1 September 2019 06:30,1269,1385,All Island
1 September 2019 06:45,1237,1354,All Island
1 September 2019 07:00,1128,1360,All Island
1 September 2019 07:15,1107,1341,All Island
1 September 2019 07:30,1085,1306,All Island
1 September 2019 07:45,1064,1181,All Island
1 September 2019 08:00,1054,1161,All Island
1 September 2019 08:15,1056,1042,All Island
1 September 2019 08:30,1059,1034,All Island
1 September 2019 08:45,1061,968,All Island
1 September 2019 09:00,1075,886,All Island
1 September 2019 09:15,1101,859,All Island
1 September 2019 09:30,1127,889,All Island
1 September 2019 09:45,1154,933,All Island
1 September 2019 10:00,1175,1021,All Island
1 September 2019 10:15,1192,1105,All Island
1 September 2019 10:30,1209,1201,All Island
1 September 2019 10:45,1227,1222,All Island
1 September 2019 11:00,1228,1280,All Island
1 September 2019 11:15,1212,1316,All Island
1 September 2019 11:30,1196,1391,All Island
1 September 2019 11:45,1181,1418,All Island
1 September 2019 12:00,1170,1294,All Island
1 September 2019 12:15,1165,1369,All Island
1 September 2019 12:30,1161,1346,All Island
1 September 2019 12:45,1156,1246,All Island
1 September 2019 13:00,1161,1124,All Island
1 September 2019 13:15,1190,1049,All Island
1 September 2019 13:30,1218,1036,All Island
1 September 2019 13:45,1246,1095,All Island
1 September 2019 14:00,1269,1137,All Island
1 September 2019 14:15,1286,1177,All Island
1 September 2019 14:30,1304,1200,All Island
1 September 2019 14:45,1321,1219,All Island
1 September 2019 15:00,1328,1261,All Island
