DATE & TIME, ACTUAL DEMAND(MW), FORECAST DEMAND(MW), REGION
1 September 2020 00:00,3302,-,All Island
1 September 2020 00:15,3259,-,All Island
1 September 2020 00:30,3185,-,All Island
1 September 2020 00:45,3109,-,All Island
1 September 2020 01:00,3066,-,All Island
1 September 2020 01:15,3037,-,All Island
1 September 2020 01:30,3000,-,All Island
1 September 2020 01:45,2966,-,All Island
1 September 2020 02:00,2925,-,All Island
1 September 2020 02:15,2911,-,All Island
1 September 2020 02:30,2906,-,All Island
1 September 2020 02:45,2880,-,All Island
1 September 2020 03:00,2873,-,All Island
1 September 2020 03:15,2866,-,All Island
1 September 2020 03:30,2857,-,All Island
1 September 2020 03:45,2868,-,All Island
1 September 2020 04:00,2856,-,All Island
1 September 2020 04:15,2893,-,All Island
1 September 2020 04:30,2879,-,All Island
1 September 2020 04:45,2897,-,All Island
1 September 2020 05:00,2919,-,All Island
1 September 2020 05:15,2975,-,All Island
1 September 2020 05:30,2996,-,All Island
1 September 2020 05:45,3036,-,All Island
1 September 2020 06:00,3124,-,All Island
1 September 2020 06:15,3285,-,All Island
1 September 2020 06:30,3343,-,All Island
1 September 2020 06:45,3456,-,All Island
1 September 2020 07:00,3626,-,All Island
1 September 2020 07:15,3875,-,All Island
1 September 2020 07:30,4029,-,All Island
1 September 2020 07:45,4196,-,All Island
1 September 2020 08:00,4344,-,All Island
1 September 2020 08:15,4482,-,All Island
1 September 2020 08:30,4537,-,All Island
1 September 2020 08:45,4587,-,All Island
1 September 2020 09:00,4611,-,All Island
1 September 2020 09:15,4657,-,All Island
1 September 2020 09:30,4664,-,All Island
1 September 2020 09:45,4683,-,All Island
1 September 2020 10:00,4704,-,All Island
1 September 2020 10:15,4688,-,All Island
1 September 2020 10:30,4689,-,All Island
1 September 2020 10:45,4696,-,All Island
1 September 2020 11:00,4713,-,All Island
1 September 2020 11:15,4743,-,All Island
1 September 2020 11:30,4750,-,All Island
1 September 2020 11:45,4753,-,All Island
1 September 2020 12:00,4777,-,All Island
1 September 2020 12:15,4782,-,All Island
1 September 2020 12:30,4802,-,All Island
1 September 2020 12:45,4839,-,All Island
1 September 2020 13:00,4823,-,All Island
1 September 2020 13:15,4773,-,All Island
1 September 2020 13:30,4696,-,All Island
1 September 2020 13:45,4709,-,All Island
1 September 2020 14:00,4662,-,All Island
1 September 2020 14:15,4656,-,All Island
1 September 2020 14:30,4631,-,All Island
1 September 2020 14:45,4618,-,All Island
1 September 2020 15:00,4644,-,All Island
1 September 2020 15:15,4656,-,All Island
1 September 2020 15:30,4668,-,All Island
1 September 2020 15:45,4696,-,All Island
1 September 2020 16:00,4696,-,All Island
1 September 2020 16:15,4768,-,All Island
1 September 2020 16:30,4822,-,All Island
1 September 2020 16:45,4901,-,All Island
1 September 2020 17:00,4968,-,All Island
