DATE & TIME, ACTUAL GENERATION(MW), REGION
1 June 2019 00:00,3370,All Island
1 June 2019 00:15,3388,All Island
1 June 2019 00:30,3363,All Island
1 June 2019 00:45,3273,All Island
1 June 2019 01:00,3213,All Island
1 June 2019 01:15,3158,All Island
1 June 2019 01:30,3102,All Island
1 June 2019 01:45,3118,All Island
1 June 2019 02:00,3165,All Island
1 June 2019 02:15,3305,All Island
1 June 2019 02:30,3272,All Island
1 June 2019 02:45,3247,All Island
1 June 2019 03:00,3232,All Island
1 June 2019 03:15,3287,All Island
1 June 2019 03:30,3274,All Island
1 June 2019 03:45,3245,All Island
1 June 2019 04:00,3314,All Island
1 June 2019 04:15,3404,All Island
1 June 2019 04:30,3378,All Island
1 June 2019 04:45,3334,All Island
1 June 2019 05:00,3356,All Island
1 June 2019 05:15,3423,All Island
1 June 2019 05:30,3352,All Island
1 June 2019 05:45,3408,All Island
1 June 2019 06:00,3553,All Island
1 June 2019 06:15,3708,All Island
1 June 2019 06:30,3806,All Island
1 June 2019 06:45,3783,All Island
1 June 2019 07:00,3724,All Island
1 June 2019 07:15,3691,All Island
1 June 2019 07:30,3753,All Island
1 June 2019 07:45,3884,All Island
1 June 2019 08:00,3835,All Island
1 June 2019 08:15,3826,All Island
1 June 2019 08:30,3860,All Island
1 June 2019 08:45,3947,All Island
1 June 2019 09:00,4047,All Island
1 June 2019 09:15,4095,All Island
1 June 2019 09:30,4144,All Island
1 June 2019 09:45,4121,All Island
1 June 2019 10:00,4088,All Island
1 June 2019 10:15,4057,All Island
1 June 2019 10:30,4081,All Island
1 June 2019 10:45,4086,All Island
1 June 2019 11:00,4145,All Island
1 June 2019 11:15,4009,All Island
1 June 2019 11:30,3849,All Island
1 June 2019 11:45,3779,All Island
1 June 2019 12:00,3701,All Island
1 June 2019 12:15,3736,All Island
1 June 2019 12:30,3714,All Island
1 June 2019 12:45,3707,All Island
1 June 2019 13:00,3693,All Island
1 June 2019 13:15,3662,All Island
1 June 2019 13:30,3679,All Island
1 June 2019 13:45,3623,All Island
1 June 2019 14:00,3527,All Island
1 June 2019 14:15,3435,All Island
1 June 2019 14:30,3391,All Island
1 June 2019 14:45,3426,All Island
1 June 2019 15:00,3485,All Island
1 June 2019 15:15,3560,All Island
1 June 2019 15:30,3550,All Island
1 June 2019 15:45,3582,All Island
1 June 2019 16:00,3667,All Island
1 June 2019 16:15,3775,All Island
1 June 2019 16:30,3791,All Island
1 June 2019 16:45,3763,All Island
1 June 2019 17:00,3901,All Island
1 June 2019 17:15,4057,All Island
1 June 2019 17:30,3999,All Island
1 June 2019 17:45,4002,All Island
1 June 2019 18:00,4089,All Island
1 June 2019 18:15,4193,All Island
1 June 2019 18:30,4253,All Island
1 June 2019 18:45,4295,All Island
1 June 2019 19:00,4347,All Island
1 June 2019 19:15,4451,All Island
1 June 2019 19:30,4533,All Island
1 June 2019 19:45,4566,All Island
1 June 2019 20:00,4570,All Island
1 June 2019 20:15,4591,All Island
1 June 2019 20:30,4618,All Island
1 June 2019 20:45,4636,All Island
1 June 2019 21:00,4654,All Island
1 June 2019 21:15,4599,All Island
1 June 2019 21:30,4562,All Island
1 June 2019 21:45,4560,All Island
1 June 2019 22:00,4545,All Island
1 June 2019 22:15,4541,All Island
1 June 2019 22:30,4482,All Island
1 June 2019 22:45,4328,All Island
1 June 2019 23:00,4153,All Island
1 June 2019 23:15,4013,All Island
1 June 2019 23:30,3850,All Island
1 June 2019 23:45,3754,All Island
2 June 2019 00:00,3784,All Island
2 June 2019 00:15,3841,All Island
2 June 2019 00:30,3771,All Island
2 June 2019 00:45,3726,All Island
2 June 2019 01:00,3671,All Island
2 June 2019 01:15,3615,All Island
2 June 2019 01:30,3578,All Island
