DATE & TIME, ACTUAL GENERATION(MW), REGION
1 February 2021 00:00,3862,All Island
1 February 2021 00:15,3953,All Island
1 February 2021 00:30,4013,All Island
1 February 2021 00:45,3953,All Island
1 February 2021 01:00,3916,All Island
1 February 2021 01:15,3883,All Island
1 February 2021 01:30,3829,All Island
1 February 2021 01:45,3796,All Island
1 February 2021 02:00,3765,All Island
1 February 2021 02:15,3728,All Island
1 February 2021 02:30,3711,All Island
1 February 2021 02:45,3680,All Island
1 February 2021 03:00,3664,All Island
1 February 2021 03:15,3655,All Island
1 February 2021 03:30,3647,All Island
1 February 2021 03:45,3654,All Island
1 February 2021 04:00,3651,All Island
1 February 2021 04:15,3651,All Island
1 February 2021 04:30,3591,All Island
1 February 2021 04:45,3516,All Island
1 February 2021 05:00,3618,All Island
1 February 2021 05:15,3721,All Island
1 February 2021 05:30,3680,All Island
1 February 2021 05:45,3706,All Island
1 February 2021 06:00,3886,All Island
1 February 2021 06:15,4052,All Island
1 February 2021 06:30,3867,All Island
1 February 2021 06:45,3933,All Island
1 February 2021 07:00,4004,All Island
1 February 2021 07:15,4128,All Island
1 February 2021 07:30,4313,All Island
1 February 2021 07:45,4539,All Island
1 February 2021 08:00,4721,All Island
1 February 2021 08:15,4846,All Island
1 February 2021 08:30,4959,All Island
1 February 2021 08:45,5194,All Island
1 February 2021 09:00,5369,All Island
1 February 2021 09:15,5377,All Island
1 February 2021 09:30,5435,All Island
1 February 2021 09:45,5488,All Island
1 February 2021 10:00,5529,All Island
1 February 2021 10:15,5538,All Island
1 February 2021 10:30,5609,All Island
1 February 2021 10:45,5669,All Island
1 February 2021 11:00,5628,All Island
1 February 2021 11:15,5564,All Island
1 February 2021 11:30,5653,All Island
1 February 2021 11:45,5723,All Island
1 February 2021 12:00,5787,All Island
1 February 2021 12:15,5886,All Island
1 February 2021 12:30,5957,All Island
1 February 2021 12:45,6020,All Island
1 February 2021 13:00,6068,All Island
1 February 2021 13:15,6063,All Island
1 February 2021 13:30,5940,All Island
1 February 2021 13:45,5843,All Island
1 February 2021 14:00,5794,All Island
1 February 2021 14:15,5768,All Island
1 February 2021 14:30,5720,All Island
1 February 2021 14:45,5759,All Island
1 February 2021 15:00,5756,All Island
1 February 2021 15:15,5704,All Island
1 February 2021 15:30,5751,All Island
1 February 2021 15:45,5776,All Island
1 February 2021 16:00,5907,All Island
1 February 2021 16:15,6131,All Island
1 February 2021 16:30,6243,All Island
1 February 2021 16:45,6371,All Island
1 February 2021 17:00,6598,All Island
1 February 2021 17:15,6838,All Island
1 February 2021 17:30,7008,All Island
1 February 2021 17:45,7013,All Island
1 February 2021 18:00,6979,All Island
1 February 2021 18:15,6879,All Island
1 February 2021 18:30,6786,All Island
1 February 2021 18:45,6668,All Island
1 February 2021 19:00,6552,All Island
1 February 2021 19:15,6504,All Island
1 February 2021 19:30,6461,All Island
1 February 2021 19:45,6450,All Island
1 February 2021 20:00,6426,All Island
1 February 2021 20:15,6337,All Island
1 February 2021 20:30,6238,All Island
1 February 2021 20:45,6155,All Island
1 February 2021 21:00,6048,All Island
1 February 2021 21:15,5850,All Island
1 February 2021 21:30,5623,All Island
1 February 2021 21:45,5459,All Island
1 February 2021 22:00,5419,All Island
1 February 2021 22:15,5405,All Island
1 February 2021 22:30,5153,All Island
1 February 2021 22:45,4929,All Island
1 February 2021 23:00,4750,All Island
1 February 2021 23:15,4863,All Island
1 February 2021 23:30,4966,All Island
1 February 2021 23:45,4975,All Island
2 February 2021 00:00,4955,All Island
2 February 2021 00:15,4927,All Island
2 February 2021 00:30,4983,All Island
2 February 2021 00:45,4912,All Island
2 February 2021 01:00,4917,All Island
2 February 2021 01:15,4834,All Island
2 February 2021 01:30,4783,All Island
2 February 2021 01:45,4741,All Island
2 February 2021 02:00,4703,All Island
2 February 2021 02:15,4668,All Island
2 February 2021 02:30,4634,All Island
2 February 2021 02:45,4610,All Island
2 February 2021 03:00,4540,All Island
2 February 2021 03:15,4415,All Island
2 February 2021 03:30,4266,All Island
2 February 2021 03:45,4124,All Island
2 February 2021 04:00,4108,All Island
2 February 2021 04:15,4257,All Island
2 February 2021 04:30,4186,All Island
2 February 2021 04:45,4171,All Island
2 February 2021 05:00,4107,All Island
2 February 2021 05:15,4180,All Island
2 February 2021 05:30,4265,All Island
2 February 2021 05:45,4339,All Island
2 February 2021 06:00,4573,All Island
2 February 2021 06:15,4738,All Island
2 February 2021 06:30,4661,All Island
2 February 2021 06:45,4548,All Island
2 February 2021 07:00,4802,All Island
2 February 2021 07:15,5078,All Island
2 February 2021 07:30,5093,All Island
2 February 2021 07:45,5173,All Island
2 February 2021 08:00,5278,All Island
2 February 2021 08:15,5476,All Island
2 February 2021 08:30,5645,All Island
2 February 2021 08:45,5698,All Island
2 February 2021 09:00,5662,All Island
2 February 2021 09:15,5597,All Island
2 February 2021 09:30,5625,All Island
2 February 2021 09:45,5652,All Island
2 February 2021 10:00,5660,All Island
2 February 2021 10:15,5682,All Island
2 February 2021 10:30,5700,All Island
2 February 2021 10:45,5693,All Island
2 February 2021 11:00,5758,All Island
2 February 2021 11:15,5784,All Island
2 February 2021 11:30,5932,All Island
2 February 2021 11:45,6019,All Island
2 February 2021 12:00,6145,All Island
2 February 2021 12:15,6293,All Island
2 February 2021 12:30,6281,All Island
2 February 2021 12:45,6244,All Island
2 February 2021 13:00,6168,All Island
2 February 2021 13:15,6094,All Island
2 February 2021 13:30,5864,All Island
2 February 2021 13:45,5685,All Island
2 February 2021 14:00,5692,All Island
2 February 2021 14:15,5664,All Island
2 February 2021 14:30,5561,All Island
2 February 2021 14:45,5420,All Island
2 February 2021 15:00,5389,All Island
2 February 2021 15:15,5293,All Island
2 February 2021 15:30,5393,All Island
2 February 2021 15:45,5430,All Island
2 February 2021 16:00,5499,All Island
2 February 2021 16:15,5687,All Island
2 February 2021 16:30,5909,All Island
2 February 2021 16:45,6195,All Island
2 February 2021 17:00,6398,All Island
2 February 2021 17:15,6428,All Island
2 February 2021 17:30,6608,All Island
2 February 2021 17:45,6729,All Island
2 February 2021 18:00,6787,All Island
2 February 2021 18:15,6691,All Island
2 February 2021 18:30,6525,All Island
2 February 2021 18:45,6342,All Island
2 February 2021 19:00,6221,All Island
2 February 2021 19:15,6206,All Island
2 February 2021 19:30,6025,All Island
2 February 2021 19:45,5796,All Island
2 February 2021 20:00,5741,All Island
2 February 2021 20:15,5716,All Island
2 February 2021 20:30,5586,All Island
2 February 2021 20:45,5492,All Island
2 February 2021 21:00,5434,All Island
2 February 2021 21:15,5383,All Island
2 February 2021 21:30,5284,All Island
2 February 2021 21:45,5235,All Island
2 February 2021 22:00,5204,All Island
2 February 2021 22:15,5149,All Island
2 February 2021 22:30,5007,All Island
2 February 2021 22:45,4879,All Island
2 February 2021 23:00,4785,All Island
2 February 2021 23:15,4843,All Island
2 February 2021 23:30,4687,All Island
2 February 2021 23:45,4476,All Island
3 February 2021 00:00,4282,All Island
3 February 2021 00:15,4259,All Island
3 February 2021 00:30,4268,All Island
3 February 2021 00:45,4280,All Island
3 February 2021 01:00,4434,All Island
3 February 2021 01:15,4539,All Island
3 February 2021 01:30,4408,All Island
3 February 2021 01:45,4295,All Island
3 February 2021 02:00,4222,All Island
3 February 2021 02:15,4224,All Island
3 February 2021 02:30,4140,All Island
3 February 2021 02:45,4006,All Island
3 February 2021 03:00,3910,All Island
3 February 2021 03:15,3845,All Island
3 February 2021 03:30,3831,All Island
3 February 2021 03:45,3804,All Island
3 February 2021 04:00,3796,All Island
3 February 2021 04:15,3795,All Island
3 February 2021 04:30,3791,All Island
3 February 2021 04:45,3773,All Island
3 February 2021 05:00,3804,All Island
3 February 2021 05:15,3991,All Island
3 February 2021 05:30,4187,All Island
3 February 2021 05:45,4297,All Island
3 February 2021 06:00,4553,All Island
3 February 2021 06:15,4673,All Island
3 February 2021 06:30,4595,All Island
3 February 2021 06:45,4532,All Island
3 February 2021 07:00,4661,All Island
3 February 2021 07:15,4851,All Island
3 February 2021 07:30,4849,All Island
3 February 2021 07:45,4848,All Island
3 February 2021 08:00,4901,All Island
3 February 2021 08:15,4998,All Island
3 February 2021 08:30,5064,All Island
3 February 2021 08:45,5159,All Island
3 February 2021 09:00,5217,All Island
3 February 2021 09:15,5279,All Island
3 February 2021 09:30,5297,All Island
3 February 2021 09:45,5333,All Island
3 February 2021 10:00,5353,All Island
3 February 2021 10:15,5313,All Island
3 February 2021 10:30,5368,All Island
3 February 2021 10:45,5386,All Island
3 February 2021 11:00,5410,All Island
3 February 2021 11:15,5463,All Island
3 February 2021 11:30,5538,All Island
