DATE & TIME, ACTUAL DEMAND(MW), FORECAST DEMAND(MW), REGION
1 July 2020 00:00,3509,-,All Island
1 July 2020 00:15,3453,-,All Island
1 July 2020 00:30,3376,-,All Island
1 July 2020 00:45,3297,-,All Island
1 July 2020 01:00,3249,-,All Island
1 July 2020 01:15,3211,-,All Island
1 July 2020 01:30,3158,-,All Island
1 July 2020 01:45,3130,-,All Island
1 July 2020 02:00,3094,-,All Island
1 July 2020 02:15,3089,-,All Island
1 July 2020 02:30,3064,-,All Island
1 July 2020 02:45,3041,-,All Island
1 July 2020 03:00,3010,-,All Island
1 July 2020 03:15,3010,-,All Island
1 July 2020 03:30,2998,-,All Island
1 July 2020 03:45,2982,-,All Island
1 July 2020 04:00,2982,-,All Island
1 July 2020 04:15,2989,-,All Island
1 July 2020 04:30,2994,-,All Island
1 July 2020 04:45,2986,-,All Island
1 July 2020 05:00,2980,-,All Island
1 July 2020 05:15,3002,-,All Island
1 July 2020 05:30,3010,-,All Island
1 July 2020 05:45,3045,-,All Island
1 July 2020 06:00,3135,-,All Island
1 July 2020 06:15,3251,-,All Island
1 July 2020 06:30,3324,-,All Island
1 July 2020 06:45,3417,-,All Island
1 July 2020 07:00,3546,-,All Island
1 July 2020 07:15,3728,-,All Island
1 July 2020 07:30,3856,-,All Island
1 July 2020 07:45,3981,-,All Island
1 July 2020 08:00,4121,-,All Island
1 July 2020 08:15,4280,-,All Island
1 July 2020 08:30,4386,-,All Island
1 July 2020 08:45,4492,-,All Island
1 July 2020 09:00,4579,-,All Island
1 July 2020 09:15,4626,-,All Island
1 July 2020 09:30,4665,-,All Island
1 July 2020 09:45,4694,-,All Island
1 July 2020 10:00,4706,-,All Island
1 July 2020 10:15,4712,-,All Island
1 July 2020 10:30,4737,-,All Island
1 July 2020 10:45,4777,-,All Island
1 July 2020 11:00,4777,-,All Island
1 July 2020 11:15,4792,-,All Island
1 July 2020 11:30,4782,-,All Island
1 July 2020 11:45,4791,-,All Island
1 July 2020 12:00,4806,-,All Island
1 July 2020 12:15,4849,-,All Island
1 July 2020 12:30,4866,-,All Island
1 July 2020 12:45,4909,-,All Island
1 July 2020 13:00,4898,-,All Island
1 July 2020 13:15,4877,-,All Island
1 July 2020 13:30,4783,-,All Island
1 July 2020 13:45,4759,-,All Island
1 July 2020 14:00,4733,-,All Island
1 July 2020 14:15,4737,-,All Island
1 July 2020 14:30,4707,-,All Island
1 July 2020 14:45,4693,-,All Island
1 July 2020 15:00,4674,-,All Island
1 July 2020 15:15,4676,-,All Island
1 July 2020 15:30,4668,-,All Island
1 July 2020 15:45,4672,-,All Island
1 July 2020 16:00,4690,-,All Island
1 July 2020 16:15,4731,-,All Island
1 July 2020 16:30,4798,-,All Island
1 July 2020 16:45,4850,-,All Island
1 July 2020 17:00,4928,-,All Island
1 July 2020 17:15,4995,-,All Island
1 July 2020 17:30,5023,-,All Island
1 July 2020 17:45,5037,-,All Island
1 July 2020 18:00,5000,-,All Island
1 July 2020 18:15,4910,-,All Island
1 July 2020 18:30,4865,-,All Island
1 July 2020 18:45,4802,-,All Island
1 July 2020 19:00,4715,-,All Island
1 July 2020 19:15,4652,-,All Island
1 July 2020 19:30,4579,-,All Island
1 July 2020 19:45,4521,-,All Island
1 July 2020 20:00,4472,-,All Island
1 July 2020 20:15,4423,-,All Island
1 July 2020 20:30,4364,-,All Island
1 July 2020 20:45,4327,-,All Island
1 July 2020 21:00,4296,-,All Island
1 July 2020 21:15,4258,-,All Island
1 July 2020 21:30,4218,-,All Island
1 July 2020 21:45,4165,-,All Island
1 July 2020 22:00,4118,-,All Island
1 July 2020 22:15,4095,-,All Island
1 July 2020 22:30,4063,-,All Island
1 July 2020 22:45,3969,-,All Island
1 July 2020 23:00,3848,-,All Island
1 July 2020 23:15,3736,-,All Island
1 July 2020 23:30,3631,-,All Island
1 July 2020 23:45,3535,-,All Island
2 July 2020 00:00,3430,-,All Island
2 July 2020 00:15,3376,-,All Island
2 July 2020 00:30,3311,-,All Island
2 July 2020 00:45,3262,-,All Island
2 July 2020 01:00,3204,-,All Island
2 July 2020 01:15,3170,-,All Island
2 July 2020 01:30,3126,-,All Island
2 July 2020 01:45,3084,-,All Island
2 July 2020 02:00,3057,-,All Island
2 July 2020 02:15,3047,-,All Island
2 July 2020 02:30,3011,-,All Island
2 July 2020 02:45,2988,-,All Island
2 July 2020 03:00,2965,-,All Island
2 July 2020 03:15,2968,-,All Island
2 July 2020 03:30,2968,-,All Island
2 July 2020 03:45,2951,-,All Island
2 July 2020 04:00,2965,-,All Island
2 July 2020 04:15,2980,-,All Island
2 July 2020 04:30,2979,-,All Island
2 July 2020 04:45,2955,-,All Island
2 July 2020 05:00,2932,-,All Island
2 July 2020 05:15,2956,-,All Island
2 July 2020 05:30,2956,-,All Island
2 July 2020 05:45,2988,-,All Island
2 July 2020 06:00,3077,-,All Island
2 July 2020 06:15,3198,-,All Island
2 July 2020 06:30,3288,-,All Island
2 July 2020 06:45,3359,-,All Island
2 July 2020 07:00,3491,-,All Island
2 July 2020 07:15,3688,-,All Island
2 July 2020 07:30,3798,-,All Island
2 July 2020 07:45,3944,-,All Island
2 July 2020 08:00,4083,-,All Island
2 July 2020 08:15,4243,-,All Island
2 July 2020 08:30,4345,-,All Island
2 July 2020 08:45,4428,-,All Island
2 July 2020 09:00,4493,-,All Island
2 July 2020 09:15,4556,-,All Island
2 July 2020 09:30,4571,-,All Island
2 July 2020 09:45,4593,-,All Island
2 July 2020 10:00,4598,-,All Island
2 July 2020 10:15,4609,-,All Island
2 July 2020 10:30,4620,-,All Island
2 July 2020 10:45,4649,-,All Island
2 July 2020 11:00,4667,-,All Island
2 July 2020 11:15,4683,-,All Island
2 July 2020 11:30,4683,-,All Island
2 July 2020 11:45,4680,-,All Island
2 July 2020 12:00,4682,-,All Island
2 July 2020 12:15,4729,-,All Island
2 July 2020 12:30,4742,-,All Island
2 July 2020 12:45,4771,-,All Island
2 July 2020 13:00,4756,-,All Island
2 July 2020 13:15,4728,-,All Island
2 July 2020 13:30,4661,-,All Island
2 July 2020 13:45,4625,-,All Island
2 July 2020 14:00,4615,-,All Island
2 July 2020 14:15,4586,-,All Island
2 July 2020 14:30,4558,-,All Island
2 July 2020 14:45,4528,-,All Island
2 July 2020 15:00,4512,-,All Island
2 July 2020 15:15,4498,-,All Island
2 July 2020 15:30,4513,-,All Island
2 July 2020 15:45,4499,-,All Island
2 July 2020 16:00,4507,-,All Island
2 July 2020 16:15,4560,-,All Island
2 July 2020 16:30,4609,-,All Island
2 July 2020 16:45,4672,-,All Island
2 July 2020 17:00,4737,-,All Island
2 July 2020 17:15,4806,-,All Island
2 July 2020 17:30,4849,-,All Island
2 July 2020 17:45,4861,-,All Island
2 July 2020 18:00,4819,-,All Island
2 July 2020 18:15,4762,-,All Island
2 July 2020 18:30,4734,-,All Island
2 July 2020 18:45,4663,-,All Island
2 July 2020 19:00,4599,-,All Island
2 July 2020 19:15,4519,-,All Island
2 July 2020 19:30,4483,-,All Island
2 July 2020 19:45,4420,-,All Island
2 July 2020 20:00,4394,-,All Island
2 July 2020 20:15,4369,-,All Island
2 July 2020 20:30,4317,-,All Island
2 July 2020 20:45,4274,-,All Island
2 July 2020 21:00,4215,-,All Island
2 July 2020 21:15,4204,-,All Island
2 July 2020 21:30,4152,-,All Island
2 July 2020 21:45,4130,-,All Island
2 July 2020 22:00,4100,-,All Island
2 July 2020 22:15,4091,-,All Island
2 July 2020 22:30,4027,-,All Island
2 July 2020 22:45,3913,-,All Island
2 July 2020 23:00,3812,-,All Island
2 July 2020 23:15,3706,-,All Island
2 July 2020 23:30,3621,-,All Island
2 July 2020 23:45,3527,-,All Island
3 July 2020 00:00,3468,-,All Island
3 July 2020 00:15,3420,-,All Island
3 July 2020 00:30,3329,-,All Island
3 July 2020 00:45,3278,-,All Island
3 July 2020 01:00,3201,-,All Island
3 July 2020 01:15,3146,-,All Island
3 July 2020 01:30,3103,-,All Island
3 July 2020 01:45,3039,-,All Island
3 July 2020 02:00,3007,-,All Island
3 July 2020 02:15,2995,-,All Island
3 July 2020 02:30,2952,-,All Island
3 July 2020 02:45,2908,-,All Island
3 July 2020 03:00,2881,-,All Island
3 July 2020 03:15,2866,-,All Island
