DATE & TIME, FORECAST WIND(MW),  ACTUAL WIND(MW), REGION
1 May 2021 00:00,254,115,All Island
1 May 2021 00:15,247,105,All Island
1 May 2021 00:30,240,103,All Island
1 May 2021 00:45,232,99,All Island
1 May 2021 01:00,225,96,All Island
1 May 2021 01:15,217,87,All Island
1 May 2021 01:30,210,77,All Island
1 May 2021 01:45,202,62,All Island
1 May 2021 02:00,194,55,All Island
1 May 2021 02:15,188,47,All Island
1 May 2021 02:30,181,42,All Island
1 May 2021 02:45,175,41,All Island
1 May 2021 03:00,168,44,All Island
1 May 2021 03:15,164,44,All Island
1 May 2021 03:30,160,39,All Island
1 May 2021 03:45,156,33,All Island
1 May 2021 04:00,152,36,All Island
1 May 2021 04:15,149,37,All Island
1 May 2021 04:30,147,37,All Island
1 May 2021 04:45,145,38,All Island
1 May 2021 05:00,142,36,All Island
1 May 2021 05:15,141,39,All Island
1 May 2021 05:30,140,38,All Island
1 May 2021 05:45,139,35,All Island
1 May 2021 06:00,138,38,All Island
1 May 2021 06:15,137,40,All Island
1 May 2021 06:30,136,36,All Island
1 May 2021 06:45,135,31,All Island
1 May 2021 07:00,134,30,All Island
1 May 2021 07:15,132,30,All Island
1 May 2021 07:30,129,27,All Island
1 May 2021 07:45,127,25,All Island
1 May 2021 08:00,125,32,All Island
1 May 2021 08:15,119,18,All Island
1 May 2021 08:30,114,12,All Island
1 May 2021 08:45,109,12,All Island
1 May 2021 09:00,104,10,All Island
1 May 2021 09:15,97,15,All Island
1 May 2021 09:30,91,14,All Island
1 May 2021 09:45,85,11,All Island
1 May 2021 10:00,79,8,All Island
1 May 2021 10:15,75,14,All Island
1 May 2021 10:30,72,16,All Island
1 May 2021 10:45,68,15,All Island
1 May 2021 11:00,65,19,All Island
1 May 2021 11:15,64,23,All Island
1 May 2021 11:30,63,24,All Island
1 May 2021 11:45,61,26,All Island
1 May 2021 12:00,60,29,All Island
1 May 2021 12:15,62,29,All Island
1 May 2021 12:30,63,31,All Island
1 May 2021 12:45,65,54,All Island
1 May 2021 13:00,67,55,All Island
1 May 2021 13:15,72,49,All Island
1 May 2021 13:30,77,47,All Island
1 May 2021 13:45,83,68,All Island
1 May 2021 14:00,88,72,All Island
1 May 2021 14:15,97,75,All Island
1 May 2021 14:30,106,85,All Island
1 May 2021 14:45,115,83,All Island
1 May 2021 15:00,124,116,All Island
1 May 2021 15:15,136,126,All Island
1 May 2021 15:30,149,140,All Island
1 May 2021 15:45,162,180,All Island
1 May 2021 16:00,174,192,All Island
1 May 2021 16:15,189,207,All Island
1 May 2021 16:30,203,249,All Island
1 May 2021 16:45,217,234,All Island
1 May 2021 17:00,231,250,All Island
1 May 2021 17:15,245,261,All Island
1 May 2021 17:30,258,246,All Island
1 May 2021 17:45,271,226,All Island
1 May 2021 18:00,285,203,All Island
1 May 2021 18:15,293,189,All Island
1 May 2021 18:30,301,175,All Island
1 May 2021 18:45,309,168,All Island
1 May 2021 19:00,317,159,All Island
1 May 2021 19:15,319,171,All Island
1 May 2021 19:30,320,192,All Island
1 May 2021 19:45,322,192,All Island
1 May 2021 20:00,324,192,All Island
1 May 2021 20:15,323,157,All Island
1 May 2021 20:30,323,154,All Island
1 May 2021 20:45,323,162,All Island
1 May 2021 21:00,323,171,All Island
1 May 2021 21:15,324,177,All Island
1 May 2021 21:30,325,171,All Island
1 May 2021 21:45,325,180,All Island
1 May 2021 22:00,326,199,All Island
1 May 2021 22:15,320,211,All Island
1 May 2021 22:30,313,212,All Island
1 May 2021 22:45,307,207,All Island
1 May 2021 23:00,301,215,All Island
1 May 2021 23:15,291,214,All Island
1 May 2021 23:30,281,201,All Island
1 May 2021 23:45,270,195,All Island
2 May 2021 00:00,260,189,All Island
2 May 2021 00:15,251,189,All Island
2 May 2021 00:30,242,197,All Island
2 May 2021 00:45,233,201,All Island
2 May 2021 01:00,224,192,All Island
2 May 2021 01:15,217,180,All Island
2 May 2021 01:30,211,172,All Island
2 May 2021 01:45,204,172,All Island
2 May 2021 02:00,197,172,All Island
2 May 2021 02:15,191,168,All Island
2 May 2021 02:30,185,167,All Island
2 May 2021 02:45,178,158,All Island
2 May 2021 03:00,172,152,All Island
2 May 2021 03:15,168,143,All Island
