DATE & TIME, ACTUAL GENERATION(MW), REGION
1 March 2021 00:00,3364,All Island
1 March 2021 00:15,3461,All Island
1 March 2021 00:30,3397,All Island
1 March 2021 00:45,3352,All Island
1 March 2021 01:00,3328,All Island
1 March 2021 01:15,3378,All Island
1 March 2021 01:30,3408,All Island
1 March 2021 01:45,3339,All Island
1 March 2021 02:00,3235,All Island
1 March 2021 02:15,3162,All Island
1 March 2021 02:30,3137,All Island
1 March 2021 02:45,3175,All Island
1 March 2021 03:00,3184,All Island
1 March 2021 03:15,3221,All Island
1 March 2021 03:30,3209,All Island
1 March 2021 03:45,3233,All Island
1 March 2021 04:00,3181,All Island
1 March 2021 04:15,3247,All Island
1 March 2021 04:30,3254,All Island
1 March 2021 04:45,3256,All Island
1 March 2021 05:00,3427,All Island
1 March 2021 05:15,3636,All Island
1 March 2021 05:30,3654,All Island
1 March 2021 05:45,3697,All Island
1 March 2021 06:00,3722,All Island
1 March 2021 06:15,3888,All Island
1 March 2021 06:30,3804,All Island
1 March 2021 06:45,3865,All Island
1 March 2021 07:00,3850,All Island
1 March 2021 07:15,3903,All Island
1 March 2021 07:30,3999,All Island
1 March 2021 07:45,4163,All Island
1 March 2021 08:00,4210,All Island
1 March 2021 08:15,4300,All Island
1 March 2021 08:30,4471,All Island
1 March 2021 08:45,4612,All Island
1 March 2021 09:00,4665,All Island
1 March 2021 09:15,4661,All Island
1 March 2021 09:30,4617,All Island
1 March 2021 09:45,4598,All Island
1 March 2021 10:00,4490,All Island
1 March 2021 10:15,4404,All Island
1 March 2021 10:30,4340,All Island
1 March 2021 10:45,4320,All Island
1 March 2021 11:00,4326,All Island
1 March 2021 11:15,4305,All Island
1 March 2021 11:30,4328,All Island
1 March 2021 11:45,4401,All Island
1 March 2021 12:00,4363,All Island
1 March 2021 12:15,4367,All Island
1 March 2021 12:30,4372,All Island
1 March 2021 12:45,4349,All Island
1 March 2021 13:00,4322,All Island
1 March 2021 13:15,4276,All Island
1 March 2021 13:30,4173,All Island
1 March 2021 13:45,4079,All Island
1 March 2021 14:00,4070,All Island
1 March 2021 14:15,4062,All Island
1 March 2021 14:30,4019,All Island
1 March 2021 14:45,4000,All Island
1 March 2021 15:00,4004,All Island
1 March 2021 15:15,4004,All Island
1 March 2021 15:30,4008,All Island
1 March 2021 15:45,3977,All Island
1 March 2021 16:00,4065,All Island
1 March 2021 16:15,4121,All Island
1 March 2021 16:30,4178,All Island
1 March 2021 16:45,4359,All Island
1 March 2021 17:00,4536,All Island
1 March 2021 17:15,4707,All Island
1 March 2021 17:30,4888,All Island
1 March 2021 17:45,5096,All Island
1 March 2021 18:00,5181,All Island
1 March 2021 18:15,5270,All Island
1 March 2021 18:30,5307,All Island
1 March 2021 18:45,5246,All Island
1 March 2021 19:00,5113,All Island
1 March 2021 19:15,5044,All Island
1 March 2021 19:30,4816,All Island
1 March 2021 19:45,4619,All Island
1 March 2021 20:00,4460,All Island
1 March 2021 20:15,4355,All Island
1 March 2021 20:30,4264,All Island
1 March 2021 20:45,4149,All Island
1 March 2021 21:00,4073,All Island
1 March 2021 21:15,4034,All Island
1 March 2021 21:30,3848,All Island
1 March 2021 21:45,3755,All Island
1 March 2021 22:00,3728,All Island
1 March 2021 22:15,3700,All Island
1 March 2021 22:30,3590,All Island
1 March 2021 22:45,3386,All Island
1 March 2021 23:00,3272,All Island
1 March 2021 23:15,3296,All Island
1 March 2021 23:30,3282,All Island
