DATE & TIME, FORECAST WIND(MW),  ACTUAL WIND(MW), REGION
1 October 2024 00:00,-,-,All Island
1 October 2024 00:15,-,-,All Island
1 October 2024 00:30,-,-,All Island
1 October 2024 00:45,-,-,All Island
1 October 2024 01:00,-,-,All Island
1 October 2024 01:15,-,-,All Island
1 October 2024 01:30,-,-,All Island
1 October 2024 01:45,-,-,All Island
1 October 2024 02:00,-,-,All Island
1 October 2024 02:15,-,-,All Island
1 October 2024 02:30,-,-,All Island
1 October 2024 02:45,-,-,All Island
1 October 2024 03:00,-,-,All Island
1 October 2024 03:15,-,-,All Island
1 October 2024 03:30,-,-,All Island
1 October 2024 03:45,-,-,All Island
1 October 2024 04:00,-,-,All Island
1 October 2024 04:15,-,-,All Island
1 October 2024 04:30,-,-,All Island
1 October 2024 04:45,-,-,All Island
1 October 2024 05:00,-,-,All Island
1 October 2024 05:15,-,-,All Island
1 October 2024 05:30,-,-,All Island
1 October 2024 05:45,-,-,All Island
1 October 2024 06:00,-,-,All Island
1 October 2024 06:15,-,-,All Island
1 October 2024 06:30,-,-,All Island
1 October 2024 06:45,-,-,All Island
1 October 2024 07:00,-,-,All Island
1 October 2024 07:15,-,-,All Island
1 October 2024 07:30,-,-,All Island
1 October 2024 07:45,-,-,All Island
1 October 2024 08:00,-,-,All Island
1 October 2024 08:15,-,-,All Island
1 October 2024 08:30,-,-,All Island
1 October 2024 08:45,-,-,All Island
1 October 2024 09:00,-,-,All Island
1 October 2024 09:15,-,-,All Island
1 October 2024 09:30,-,-,All Island
1 October 2024 09:45,-,-,All Island
1 October 2024 10:00,-,-,All Island
1 October 2024 10:15,-,-,All Island
1 October 2024 10:30,-,-,All Island
1 October 2024 10:45,-,-,All Island
1 October 2024 11:00,-,-,All Island
1 October 2024 11:15,-,-,All Island
1 October 2024 11:30,-,-,All Island
1 October 2024 11:45,-,-,All Island
1 October 2024 12:00,-,-,All Island
1 October 2024 12:15,-,-,All Island
1 October 2024 12:30,-,-,All Island
1 October 2024 12:45,-,-,All Island
1 October 2024 13:00,-,-,All Island
1 October 2024 13:15,-,-,All Island
