DATE & TIME, ACTUAL DEMAND(MW), FORECAST DEMAND(MW), REGION
1 January 2021 00:00,4031,-,All Island
1 January 2021 00:15,4001,-,All Island
1 January 2021 00:30,3925,-,All Island
1 January 2021 00:45,3856,-,All Island
1 January 2021 01:00,3803,-,All Island
1 January 2021 01:15,3730,-,All Island
1 January 2021 01:30,3658,-,All Island
1 January 2021 01:45,3610,-,All Island
1 January 2021 02:00,3538,-,All Island
1 January 2021 02:15,3510,-,All Island
1 January 2021 02:30,3447,-,All Island
1 January 2021 02:45,3398,-,All Island
1 January 2021 03:00,3366,-,All Island
1 January 2021 03:15,3310,-,All Island
1 January 2021 03:30,3275,-,All Island
1 January 2021 03:45,3291,-,All Island
1 January 2021 04:00,3268,-,All Island
1 January 2021 04:15,3272,-,All Island
1 January 2021 04:30,3244,-,All Island
1 January 2021 04:45,3236,-,All Island
1 January 2021 05:00,3238,-,All Island
1 January 2021 05:15,3242,-,All Island
1 January 2021 05:30,3239,-,All Island
1 January 2021 05:45,3246,-,All Island
1 January 2021 06:00,3258,-,All Island
1 January 2021 06:15,3308,-,All Island
1 January 2021 06:30,3325,-,All Island
1 January 2021 06:45,3341,-,All Island
1 January 2021 07:00,3355,-,All Island
1 January 2021 07:15,3373,-,All Island
1 January 2021 07:30,3406,-,All Island
1 January 2021 07:45,3436,-,All Island
1 January 2021 08:00,3467,-,All Island
1 January 2021 08:15,3466,-,All Island
1 January 2021 08:30,3450,-,All Island
1 January 2021 08:45,3466,-,All Island
1 January 2021 09:00,3553,-,All Island
1 January 2021 09:15,3640,-,All Island
1 January 2021 09:30,3711,-,All Island
1 January 2021 09:45,3806,-,All Island
1 January 2021 10:00,3886,-,All Island
1 January 2021 10:15,3990,-,All Island
1 January 2021 10:30,4051,-,All Island
1 January 2021 10:45,4139,-,All Island
1 January 2021 11:00,4230,-,All Island
1 January 2021 11:15,4294,-,All Island
1 January 2021 11:30,4359,-,All Island
1 January 2021 11:45,4445,-,All Island
1 January 2021 12:00,4494,-,All Island
1 January 2021 12:15,4595,-,All Island
1 January 2021 12:30,4667,-,All Island
1 January 2021 12:45,4697,-,All Island
1 January 2021 13:00,4735,-,All Island
1 January 2021 13:15,4743,-,All Island
1 January 2021 13:30,4756,-,All Island
1 January 2021 13:45,4751,-,All Island
1 January 2021 14:00,4708,-,All Island
1 January 2021 14:15,4698,-,All Island
1 January 2021 14:30,4693,-,All Island
1 January 2021 14:45,4662,-,All Island
1 January 2021 15:00,4648,-,All Island
1 January 2021 15:15,4679,-,All Island
1 January 2021 15:30,4708,-,All Island
1 January 2021 15:45,4753,-,All Island
1 January 2021 16:00,4809,-,All Island
1 January 2021 16:15,4918,-,All Island
1 January 2021 16:30,5009,-,All Island
1 January 2021 16:45,5252,-,All Island
1 January 2021 17:00,5413,-,All Island
1 January 2021 17:15,5517,-,All Island
1 January 2021 17:30,5539,-,All Island
1 January 2021 17:45,5520,-,All Island
1 January 2021 18:00,5470,-,All Island
1 January 2021 18:15,5383,-,All Island
1 January 2021 18:30,5305,-,All Island
1 January 2021 18:45,5188,-,All Island
1 January 2021 19:00,5125,-,All Island
1 January 2021 19:15,5046,-,All Island
1 January 2021 19:30,4967,-,All Island
1 January 2021 19:45,4902,-,All Island
1 January 2021 20:00,4832,-,All Island
1 January 2021 20:15,4744,-,All Island
1 January 2021 20:30,4685,-,All Island
1 January 2021 20:45,4615,-,All Island
1 January 2021 21:00,4601,-,All Island
1 January 2021 21:15,4513,-,All Island
1 January 2021 21:30,4434,-,All Island
1 January 2021 21:45,4377,-,All Island
1 January 2021 22:00,4332,-,All Island
1 January 2021 22:15,4267,-,All Island
1 January 2021 22:30,4216,-,All Island
1 January 2021 22:45,4126,-,All Island
1 January 2021 23:00,4116,-,All Island
1 January 2021 23:15,4131,-,All Island
1 January 2021 23:30,4053,-,All Island
1 January 2021 23:45,3974,-,All Island
2 January 2021 00:00,3889,-,All Island
2 January 2021 00:15,3834,-,All Island
2 January 2021 00:30,3764,-,All Island
2 January 2021 00:45,3671,-,All Island
2 January 2021 01:00,3599,-,All Island
2 January 2021 01:15,3565,-,All Island
