DATE & TIME, FORECAST WIND(MW),  ACTUAL WIND(MW), REGION
1 August 2023 00:00,1968,1876,All Island
1 August 2023 00:15,1951,1860,All Island
1 August 2023 00:30,1934,1747,All Island
1 August 2023 00:45,1916,1757,All Island
1 August 2023 01:00,1837,1714,All Island
1 August 2023 01:15,1826,1703,All Island
1 August 2023 01:30,1815,1643,All Island
1 August 2023 01:45,1805,1596,All Island
1 August 2023 02:00,1794,1559,All Island
1 August 2023 02:15,1779,1485,All Island
1 August 2023 02:30,1765,1414,All Island
1 August 2023 02:45,1751,1395,All Island
1 August 2023 03:00,1737,1383,All Island
1 August 2023 03:15,1698,1329,All Island
1 August 2023 03:30,1659,1289,All Island
1 August 2023 03:45,1620,1217,All Island
1 August 2023 04:00,1581,1205,All Island
1 August 2023 04:15,1553,1198,All Island
1 August 2023 04:30,1525,1164,All Island
1 August 2023 04:45,1497,1122,All Island
1 August 2023 05:00,1469,1129,All Island
1 August 2023 05:15,1459,1102,All Island
1 August 2023 05:30,1450,1091,All Island
1 August 2023 05:45,1440,1095,All Island
1 August 2023 06:00,1431,1052,All Island
1 August 2023 06:15,1411,1116,All Island
1 August 2023 06:30,1391,1161,All Island
1 August 2023 06:45,1371,1143,All Island
1 August 2023 07:00,1208,1001,All Island
1 August 2023 07:15,1157,946,All Island
1 August 2023 07:30,1106,952,All Island
1 August 2023 07:45,1055,878,All Island
1 August 2023 08:00,1004,809,All Island
1 August 2023 08:15,982,805,All Island
1 August 2023 08:30,960,743,All Island
1 August 2023 08:45,938,690,All Island
1 August 2023 09:00,915,665,All Island
1 August 2023 09:15,900,651,All Island
1 August 2023 09:30,884,597,All Island
1 August 2023 09:45,869,548,All Island
1 August 2023 10:00,853,549,All Island
1 August 2023 10:15,814,518,All Island
1 August 2023 10:30,776,548,All Island
1 August 2023 10:45,737,571,All Island
1 August 2023 11:00,699,544,All Island
1 August 2023 11:15,672,513,All Island
1 August 2023 11:30,644,459,All Island
1 August 2023 11:45,617,430,All Island
