DATE & TIME, FORECAST WIND(MW),  ACTUAL WIND(MW), REGION
1 May 2019 00:00,240,236,All Island
1 May 2019 00:15,237,224,All Island
1 May 2019 00:30,233,187,All Island
1 May 2019 00:45,230,179,All Island
1 May 2019 01:00,225,188,All Island
1 May 2019 01:15,225,199,All Island
1 May 2019 01:30,226,201,All Island
1 May 2019 01:45,226,184,All Island
1 May 2019 02:00,230,194,All Island
1 May 2019 02:15,237,205,All Island
1 May 2019 02:30,243,218,All Island
1 May 2019 02:45,250,230,All Island
1 May 2019 03:00,252,232,All Island
1 May 2019 03:15,249,251,All Island
1 May 2019 03:30,246,252,All Island
1 May 2019 03:45,243,243,All Island
1 May 2019 04:00,243,245,All Island
1 May 2019 04:15,245,245,All Island
1 May 2019 04:30,247,259,All Island
1 May 2019 04:45,249,259,All Island
1 May 2019 05:00,250,259,All Island
1 May 2019 05:15,251,258,All Island
1 May 2019 05:30,253,249,All Island
1 May 2019 05:45,254,240,All Island
1 May 2019 06:00,257,253,All Island
1 May 2019 06:15,262,252,All Island
1 May 2019 06:30,267,245,All Island
1 May 2019 06:45,272,237,All Island
1 May 2019 07:00,261,228,All Island
1 May 2019 07:15,275,228,All Island
1 May 2019 07:30,289,224,All Island
1 May 2019 07:45,303,221,All Island
1 May 2019 08:00,312,213,All Island
1 May 2019 08:15,318,188,All Island
1 May 2019 08:30,323,202,All Island
1 May 2019 08:45,328,197,All Island
1 May 2019 09:00,333,211,All Island
1 May 2019 09:15,337,220,All Island
1 May 2019 09:30,341,234,All Island
1 May 2019 09:45,345,252,All Island
1 May 2019 10:00,355,286,All Island
1 May 2019 10:15,372,301,All Island
1 May 2019 10:30,388,305,All Island
1 May 2019 10:45,405,308,All Island
1 May 2019 11:00,419,323,All Island
1 May 2019 11:15,430,367,All Island
1 May 2019 11:30,442,402,All Island
1 May 2019 11:45,454,406,All Island
1 May 2019 12:00,472,441,All Island
1 May 2019 12:15,497,415,All Island
1 May 2019 12:30,521,432,All Island
1 May 2019 12:45,546,464,All Island
1 May 2019 13:00,655,551,All Island
1 May 2019 13:15,700,600,All Island
1 May 2019 13:30,745,585,All Island
1 May 2019 13:45,790,579,All Island
1 May 2019 14:00,833,603,All Island
1 May 2019 14:15,874,667,All Island
1 May 2019 14:30,915,723,All Island
1 May 2019 14:45,957,800,All Island
1 May 2019 15:00,980,752,All Island
1 May 2019 15:15,987,724,All Island
1 May 2019 15:30,993,796,All Island
1 May 2019 15:45,999,834,All Island
1 May 2019 16:00,1004,851,All Island
1 May 2019 16:15,1009,835,All Island
1 May 2019 16:30,1014,856,All Island
1 May 2019 16:45,1018,936,All Island
1 May 2019 17:00,1017,969,All Island
1 May 2019 17:15,1009,977,All Island
1 May 2019 17:30,1002,962,All Island
1 May 2019 17:45,994,972,All Island
1 May 2019 18:00,991,955,All Island
1 May 2019 18:15,992,1016,All Island
1 May 2019 18:30,993,947,All Island
1 May 2019 18:45,994,942,All Island
1 May 2019 19:00,977,932,All Island
1 May 2019 19:15,973,860,All Island
1 May 2019 19:30,968,822,All Island
1 May 2019 19:45,964,770,All Island
1 May 2019 20:00,958,737,All Island
1 May 2019 20:15,951,816,All Island
1 May 2019 20:30,944,733,All Island
1 May 2019 20:45,937,671,All Island
1 May 2019 21:00,925,673,All Island
1 May 2019 21:15,909,687,All Island
1 May 2019 21:30,892,683,All Island
1 May 2019 21:45,876,680,All Island
1 May 2019 22:00,872,690,All Island
1 May 2019 22:15,882,743,All Island
1 May 2019 22:30,892,775,All Island
1 May 2019 22:45,902,798,All Island
1 May 2019 23:00,903,789,All Island
1 May 2019 23:15,896,782,All Island
1 May 2019 23:30,889,783,All Island
1 May 2019 23:45,882,854,All Island
2 May 2019 00:00,880,845,All Island
2 May 2019 00:15,882,823,All Island
2 May 2019 00:30,884,861,All Island
2 May 2019 00:45,886,849,All Island
2 May 2019 01:00,766,830,All Island
2 May 2019 01:15,774,799,All Island
2 May 2019 01:30,781,747,All Island
2 May 2019 01:45,789,772,All Island
2 May 2019 02:00,798,773,All Island
2 May 2019 02:15,810,805,All Island
2 May 2019 02:30,822,808,All Island
2 May 2019 02:45,833,794,All Island
2 May 2019 03:00,835,787,All Island
2 May 2019 03:15,828,804,All Island
2 May 2019 03:30,821,852,All Island
2 May 2019 03:45,814,828,All Island
2 May 2019 04:00,809,800,All Island
2 May 2019 04:15,807,832,All Island
2 May 2019 04:30,805,841,All Island
2 May 2019 04:45,803,815,All Island
2 May 2019 05:00,799,770,All Island
2 May 2019 05:15,792,771,All Island
2 May 2019 05:30,785,802,All Island
2 May 2019 05:45,779,780,All Island
2 May 2019 06:00,771,799,All Island
2 May 2019 06:15,761,819,All Island
2 May 2019 06:30,751,833,All Island
2 May 2019 06:45,742,821,All Island
2 May 2019 07:00,752,771,All Island
2 May 2019 07:15,736,740,All Island
2 May 2019 07:30,720,699,All Island
2 May 2019 07:45,704,653,All Island
2 May 2019 08:00,695,642,All Island
2 May 2019 08:15,694,657,All Island
2 May 2019 08:30,693,637,All Island
2 May 2019 08:45,691,621,All Island
2 May 2019 09:00,686,644,All Island
2 May 2019 09:15,676,596,All Island
2 May 2019 09:30,667,618,All Island
2 May 2019 09:45,657,624,All Island
2 May 2019 10:00,649,622,All Island
2 May 2019 10:15,641,596,All Island
2 May 2019 10:30,633,601,All Island
2 May 2019 10:45,626,532,All Island
2 May 2019 11:00,616,482,All Island
2 May 2019 11:15,603,474,All Island
2 May 2019 11:30,590,449,All Island
2 May 2019 11:45,578,404,All Island
2 May 2019 12:00,566,413,All Island
2 May 2019 12:15,556,438,All Island
2 May 2019 12:30,546,467,All Island
2 May 2019 12:45,536,462,All Island
2 May 2019 13:00,544,480,All Island
2 May 2019 13:15,533,446,All Island
2 May 2019 13:30,522,441,All Island
2 May 2019 13:45,511,428,All Island
2 May 2019 14:00,502,453,All Island
2 May 2019 14:15,495,414,All Island
2 May 2019 14:30,487,412,All Island
2 May 2019 14:45,480,364,All Island
2 May 2019 15:00,466,363,All Island
2 May 2019 15:15,445,362,All Island
2 May 2019 15:30,424,320,All Island
2 May 2019 15:45,403,321,All Island
2 May 2019 16:00,387,302,All Island
2 May 2019 16:15,376,273,All Island
2 May 2019 16:30,366,269,All Island
2 May 2019 16:45,355,265,All Island
2 May 2019 17:00,348,265,All Island
2 May 2019 17:15,342,249,All Island
2 May 2019 17:30,337,237,All Island
2 May 2019 17:45,332,243,All Island
2 May 2019 18:00,327,240,All Island
2 May 2019 18:15,323,235,All Island
2 May 2019 18:30,319,232,All Island
2 May 2019 18:45,315,210,All Island
2 May 2019 19:00,204,212,All Island
2 May 2019 19:15,204,195,All Island
2 May 2019 19:30,204,224,All Island
2 May 2019 19:45,203,200,All Island
2 May 2019 20:00,206,212,All Island
2 May 2019 20:15,211,211,All Island
2 May 2019 20:30,216,191,All Island
2 May 2019 20:45,221,195,All Island
2 May 2019 21:00,227,197,All Island
2 May 2019 21:15,233,205,All Island
2 May 2019 21:30,239,205,All Island
2 May 2019 21:45,245,232,All Island
2 May 2019 22:00,248,281,All Island
2 May 2019 22:15,247,288,All Island
2 May 2019 22:30,246,278,All Island
2 May 2019 22:45,245,287,All Island
2 May 2019 23:00,243,273,All Island
2 May 2019 23:15,238,273,All Island
2 May 2019 23:30,233,272,All Island
2 May 2019 23:45,228,265,All Island
3 May 2019 00:00,224,279,All Island
3 May 2019 00:15,221,293,All Island
3 May 2019 00:30,218,286,All Island
3 May 2019 00:45,215,320,All Island
3 May 2019 01:00,222,322,All Island
3 May 2019 01:15,210,294,All Island
3 May 2019 01:30,199,289,All Island
3 May 2019 01:45,188,280,All Island
3 May 2019 02:00,183,280,All Island
3 May 2019 02:15,185,300,All Island
3 May 2019 02:30,186,314,All Island
3 May 2019 02:45,188,301,All Island
3 May 2019 03:00,194,287,All Island
3 May 2019 03:15,203,303,All Island
3 May 2019 03:30,212,282,All Island
