DATE & TIME, ACTUAL GENERATION(MW), REGION
1 June 2020 00:00,3383,All Island
1 June 2020 00:15,3158,All Island
1 June 2020 00:30,2995,All Island
1 June 2020 00:45,2897,All Island
1 June 2020 01:00,2991,All Island
1 June 2020 01:15,3083,All Island
1 June 2020 01:30,3034,All Island
1 June 2020 01:45,3036,All Island
1 June 2020 02:00,3088,All Island
1 June 2020 02:15,3167,All Island
1 June 2020 02:30,3144,All Island
1 June 2020 02:45,3054,All Island
1 June 2020 03:00,2963,All Island
1 June 2020 03:15,2947,All Island
1 June 2020 03:30,2930,All Island
1 June 2020 03:45,2905,All Island
1 June 2020 04:00,2913,All Island
1 June 2020 04:15,2945,All Island
1 June 2020 04:30,2910,All Island
1 June 2020 04:45,2860,All Island
1 June 2020 05:00,2828,All Island
1 June 2020 05:15,2886,All Island
1 June 2020 05:30,2980,All Island
1 June 2020 05:45,3155,All Island
1 June 2020 06:00,3365,All Island
1 June 2020 06:15,3527,All Island
1 June 2020 06:30,3647,All Island
1 June 2020 06:45,3683,All Island
1 June 2020 07:00,3668,All Island
1 June 2020 07:15,3602,All Island
1 June 2020 07:30,3777,All Island
1 June 2020 07:45,3960,All Island
1 June 2020 08:00,3974,All Island
1 June 2020 08:15,3933,All Island
1 June 2020 08:30,3981,All Island
1 June 2020 08:45,4045,All Island
1 June 2020 09:00,3969,All Island
1 June 2020 09:15,3945,All Island
1 June 2020 09:30,3924,All Island
1 June 2020 09:45,3911,All Island
1 June 2020 10:00,3869,All Island
1 June 2020 10:15,3805,All Island
1 June 2020 10:30,3791,All Island
1 June 2020 10:45,3812,All Island
1 June 2020 11:00,3858,All Island
1 June 2020 11:15,3899,All Island
1 June 2020 11:30,3883,All Island
1 June 2020 11:45,3891,All Island
1 June 2020 12:00,3912,All Island
1 June 2020 12:15,3930,All Island
1 June 2020 12:30,3943,All Island
1 June 2020 12:45,3961,All Island
1 June 2020 13:00,3965,All Island
1 June 2020 13:15,3788,All Island
1 June 2020 13:30,3578,All Island
1 June 2020 13:45,3442,All Island
1 June 2020 14:00,3532,All Island
1 June 2020 14:15,3609,All Island
1 June 2020 14:30,3537,All Island
1 June 2020 14:45,3445,All Island
1 June 2020 15:00,3360,All Island
1 June 2020 15:15,3386,All Island
1 June 2020 15:30,3447,All Island
1 June 2020 15:45,3527,All Island
1 June 2020 16:00,3650,All Island
1 June 2020 16:15,3720,All Island
1 June 2020 16:30,3779,All Island
1 June 2020 16:45,3825,All Island
1 June 2020 17:00,3850,All Island
1 June 2020 17:15,3909,All Island
1 June 2020 17:30,3927,All Island
1 June 2020 17:45,3959,All Island
1 June 2020 18:00,3975,All Island
1 June 2020 18:15,4009,All Island
1 June 2020 18:30,4051,All Island
1 June 2020 18:45,4002,All Island
1 June 2020 19:00,3963,All Island
1 June 2020 19:15,3959,All Island
1 June 2020 19:30,3950,All Island
1 June 2020 19:45,3926,All Island
1 June 2020 20:00,3897,All Island
1 June 2020 20:15,3871,All Island
1 June 2020 20:30,3857,All Island
1 June 2020 20:45,3921,All Island
1 June 2020 21:00,3986,All Island
1 June 2020 21:15,3980,All Island
1 June 2020 21:30,3916,All Island
1 June 2020 21:45,3833,All Island
1 June 2020 22:00,3884,All Island
1 June 2020 22:15,3993,All Island
1 June 2020 22:30,3972,All Island
1 June 2020 22:45,3950,All Island
1 June 2020 23:00,3929,All Island
1 June 2020 23:15,3687,All Island
1 June 2020 23:30,3506,All Island
1 June 2020 23:45,3360,All Island
2 June 2020 00:00,3202,All Island
2 June 2020 00:15,3048,All Island
2 June 2020 00:30,3001,All Island
2 June 2020 00:45,2921,All Island
2 June 2020 01:00,3029,All Island
2 June 2020 01:15,3029,All Island
2 June 2020 01:30,3030,All Island
2 June 2020 01:45,2998,All Island
2 June 2020 02:00,2984,All Island
2 June 2020 02:15,2964,All Island
2 June 2020 02:30,2930,All Island
2 June 2020 02:45,2911,All Island
2 June 2020 03:00,2905,All Island
2 June 2020 03:15,2930,All Island
2 June 2020 03:30,2950,All Island
2 June 2020 03:45,2943,All Island
2 June 2020 04:00,2944,All Island
2 June 2020 04:15,2847,All Island
2 June 2020 04:30,2813,All Island
2 June 2020 04:45,2802,All Island
2 June 2020 05:00,2904,All Island
2 June 2020 05:15,3078,All Island
2 June 2020 05:30,3174,All Island
2 June 2020 05:45,3313,All Island
2 June 2020 06:00,3525,All Island
2 June 2020 06:15,3577,All Island
2 June 2020 06:30,3591,All Island
2 June 2020 06:45,3473,All Island
2 June 2020 07:00,3386,All Island
2 June 2020 07:15,3426,All Island
2 June 2020 07:30,3449,All Island
2 June 2020 07:45,3491,All Island
2 June 2020 08:00,3558,All Island
2 June 2020 08:15,3568,All Island
2 June 2020 08:30,3525,All Island
2 June 2020 08:45,3493,All Island
2 June 2020 09:00,3579,All Island
2 June 2020 09:15,3731,All Island
2 June 2020 09:30,3719,All Island
2 June 2020 09:45,3660,All Island
2 June 2020 10:00,3612,All Island
2 June 2020 10:15,3578,All Island
2 June 2020 10:30,3604,All Island
2 June 2020 10:45,3581,All Island
2 June 2020 11:00,3630,All Island
2 June 2020 11:15,3725,All Island
2 June 2020 11:30,3654,All Island
2 June 2020 11:45,3702,All Island
2 June 2020 12:00,3770,All Island
2 June 2020 12:15,3856,All Island
2 June 2020 12:30,3950,All Island
2 June 2020 12:45,3927,All Island
2 June 2020 13:00,3930,All Island
2 June 2020 13:15,3890,All Island
2 June 2020 13:30,3714,All Island
2 June 2020 13:45,3694,All Island
2 June 2020 14:00,3810,All Island
2 June 2020 14:15,3942,All Island
2 June 2020 14:30,3952,All Island
2 June 2020 14:45,3892,All Island
2 June 2020 15:00,3917,All Island
2 June 2020 15:15,3904,All Island
2 June 2020 15:30,3931,All Island
2 June 2020 15:45,3993,All Island
2 June 2020 16:00,4174,All Island
2 June 2020 16:15,4268,All Island
