DATE & TIME, ACTUAL GENERATION(MW), REGION
1 September 2022 00:00,3646,All Island
1 September 2022 00:15,3589,All Island
1 September 2022 00:30,3540,All Island
1 September 2022 00:45,3566,All Island
1 September 2022 01:00,3500,All Island
1 September 2022 01:15,3435,All Island
1 September 2022 01:30,3443,All Island
1 September 2022 01:45,3449,All Island
1 September 2022 02:00,3420,All Island
1 September 2022 02:15,3476,All Island
1 September 2022 02:30,3417,All Island
1 September 2022 02:45,3393,All Island
1 September 2022 03:00,3373,All Island
1 September 2022 03:15,3358,All Island
1 September 2022 03:30,3353,All Island
1 September 2022 03:45,3351,All Island
1 September 2022 04:00,3398,All Island
1 September 2022 04:15,3480,All Island
1 September 2022 04:30,3517,All Island
1 September 2022 04:45,3429,All Island
1 September 2022 05:00,3529,All Island
1 September 2022 05:15,3552,All Island
1 September 2022 05:30,3543,All Island
1 September 2022 05:45,3553,All Island
1 September 2022 06:00,3808,All Island
1 September 2022 06:15,4057,All Island
1 September 2022 06:30,4196,All Island
1 September 2022 06:45,4419,All Island
1 September 2022 07:00,4578,All Island
1 September 2022 07:15,4802,All Island
1 September 2022 07:30,4987,All Island
1 September 2022 07:45,4990,All Island
1 September 2022 08:00,4927,All Island
1 September 2022 08:15,4992,All Island
1 September 2022 08:30,4962,All Island
1 September 2022 08:45,4919,All Island
1 September 2022 09:00,4875,All Island
1 September 2022 09:15,4860,All Island
1 September 2022 09:30,4809,All Island
1 September 2022 09:45,4736,All Island
1 September 2022 10:00,4705,All Island
1 September 2022 10:15,4537,All Island
1 September 2022 10:30,4386,All Island
1 September 2022 10:45,4310,All Island
1 September 2022 11:00,4344,All Island
1 September 2022 11:15,4386,All Island
1 September 2022 11:30,4384,All Island
1 September 2022 11:45,4363,All Island
1 September 2022 12:00,4396,All Island
1 September 2022 12:15,4404,All Island
1 September 2022 12:30,4428,All Island
1 September 2022 12:45,4428,All Island
1 September 2022 13:00,4407,All Island
1 September 2022 13:15,4364,All Island
1 September 2022 13:30,4308,All Island
1 September 2022 13:45,4324,All Island
1 September 2022 14:00,4304,All Island
1 September 2022 14:15,4300,All Island
1 September 2022 14:30,4340,All Island
1 September 2022 14:45,4413,All Island
1 September 2022 15:00,4482,All Island
1 September 2022 15:15,4518,All Island
1 September 2022 15:30,4521,All Island
1 September 2022 15:45,4521,All Island
1 September 2022 16:00,4519,All Island
1 September 2022 16:15,4567,All Island
1 September 2022 16:30,4707,All Island
1 September 2022 16:45,4824,All Island
1 September 2022 17:00,4936,All Island
1 September 2022 17:15,5090,All Island
1 September 2022 17:30,5118,All Island
1 September 2022 17:45,5120,All Island
1 September 2022 18:00,5068,All Island
1 September 2022 18:15,5004,All Island
1 September 2022 18:30,4955,All Island
1 September 2022 18:45,4919,All Island
1 September 2022 19:00,4877,All Island
1 September 2022 19:15,4856,All Island
1 September 2022 19:30,4821,All Island
1 September 2022 19:45,4784,All Island
1 September 2022 20:00,4781,All Island
1 September 2022 20:15,4907,All Island
1 September 2022 20:30,4983,All Island
1 September 2022 20:45,5021,All Island
1 September 2022 21:00,4965,All Island
1 September 2022 21:15,4860,All Island
1 September 2022 21:30,4747,All Island
1 September 2022 21:45,4636,All Island
1 September 2022 22:00,4523,All Island
1 September 2022 22:15,4538,All Island
1 September 2022 22:30,4496,All Island
1 September 2022 22:45,4377,All Island
1 September 2022 23:00,4265,All Island
1 September 2022 23:15,4025,All Island
1 September 2022 23:30,3860,All Island
1 September 2022 23:45,3759,All Island
2 September 2022 00:00,3604,All Island
2 September 2022 00:15,3541,All Island
2 September 2022 00:30,3490,All Island
2 September 2022 00:45,3438,All Island
2 September 2022 01:00,3401,All Island
2 September 2022 01:15,3380,All Island
2 September 2022 01:30,3345,All Island
2 September 2022 01:45,3314,All Island
2 September 2022 02:00,3282,All Island
2 September 2022 02:15,3282,All Island
2 September 2022 02:30,3213,All Island
2 September 2022 02:45,3224,All Island
2 September 2022 03:00,3296,All Island
2 September 2022 03:15,3307,All Island
2 September 2022 03:30,3298,All Island
2 September 2022 03:45,3290,All Island
2 September 2022 04:00,3293,All Island
2 September 2022 04:15,3307,All Island
2 September 2022 04:30,3310,All Island
2 September 2022 04:45,3330,All Island
2 September 2022 05:00,3353,All Island
2 September 2022 05:15,3454,All Island
2 September 2022 05:30,3548,All Island
2 September 2022 05:45,3647,All Island
2 September 2022 06:00,3914,All Island
2 September 2022 06:15,4245,All Island
2 September 2022 06:30,4405,All Island
2 September 2022 06:45,4535,All Island
2 September 2022 07:00,4578,All Island
2 September 2022 07:15,4782,All Island
2 September 2022 07:30,4784,All Island
2 September 2022 07:45,4788,All Island
2 September 2022 08:00,4727,All Island
2 September 2022 08:15,4755,All Island
2 September 2022 08:30,4684,All Island
2 September 2022 08:45,4583,All Island
2 September 2022 09:00,4481,All Island
2 September 2022 09:15,4474,All Island
2 September 2022 09:30,4470,All Island
2 September 2022 09:45,4466,All Island
2 September 2022 10:00,4467,All Island
2 September 2022 10:15,4515,All Island
2 September 2022 10:30,4591,All Island
2 September 2022 10:45,4598,All Island
2 September 2022 11:00,4652,All Island
2 September 2022 11:15,4744,All Island
2 September 2022 11:30,4718,All Island
2 September 2022 11:45,4643,All Island
2 September 2022 12:00,4614,All Island
2 September 2022 12:15,4586,All Island
2 September 2022 12:30,4461,All Island
2 September 2022 12:45,4317,All Island
2 September 2022 13:00,4270,All Island
2 September 2022 13:15,4253,All Island
2 September 2022 13:30,4238,All Island
2 September 2022 13:45,4293,All Island
