DATE & TIME, FORECAST WIND(MW),  ACTUAL WIND(MW), REGION
1 April 2019 00:00,273,555,All Island
1 April 2019 00:15,268,533,All Island
1 April 2019 00:30,263,497,All Island
1 April 2019 00:45,258,487,All Island
1 April 2019 01:00,241,470,All Island
1 April 2019 01:15,235,447,All Island
1 April 2019 01:30,230,424,All Island
1 April 2019 01:45,225,388,All Island
1 April 2019 02:00,222,372,All Island
1 April 2019 02:15,222,370,All Island
1 April 2019 02:30,222,347,All Island
1 April 2019 02:45,222,344,All Island
1 April 2019 03:00,225,342,All Island
1 April 2019 03:15,232,338,All Island
1 April 2019 03:30,239,346,All Island
1 April 2019 03:45,246,345,All Island
1 April 2019 04:00,253,342,All Island
1 April 2019 04:15,260,350,All Island
1 April 2019 04:30,267,353,All Island
1 April 2019 04:45,274,362,All Island
1 April 2019 05:00,279,353,All Island
1 April 2019 05:15,282,345,All Island
1 April 2019 05:30,285,354,All Island
1 April 2019 05:45,288,370,All Island
1 April 2019 06:00,292,388,All Island
1 April 2019 06:15,296,383,All Island
1 April 2019 06:30,300,420,All Island
1 April 2019 06:45,304,429,All Island
1 April 2019 07:00,371,417,All Island
1 April 2019 07:15,377,424,All Island
1 April 2019 07:30,384,419,All Island
1 April 2019 07:45,391,425,All Island
1 April 2019 08:00,394,409,All Island
1 April 2019 08:15,395,419,All Island
1 April 2019 08:30,395,389,All Island
1 April 2019 08:45,395,377,All Island
1 April 2019 09:00,380,374,All Island
1 April 2019 09:15,374,360,All Island
1 April 2019 09:30,367,334,All Island
1 April 2019 09:45,361,344,All Island
1 April 2019 10:00,368,350,All Island
1 April 2019 10:15,389,368,All Island
1 April 2019 10:30,409,374,All Island
1 April 2019 10:45,430,416,All Island
1 April 2019 11:00,455,459,All Island
1 April 2019 11:15,485,527,All Island
1 April 2019 11:30,514,534,All Island
1 April 2019 11:45,543,534,All Island
1 April 2019 12:00,580,570,All Island
1 April 2019 12:15,623,585,All Island
1 April 2019 12:30,666,595,All Island
1 April 2019 12:45,709,658,All Island
1 April 2019 13:00,872,664,All Island
1 April 2019 13:15,905,697,All Island
1 April 2019 13:30,939,717,All Island
1 April 2019 13:45,973,707,All Island
1 April 2019 14:00,1004,756,All Island
1 April 2019 14:15,1031,738,All Island
1 April 2019 14:30,1058,778,All Island
1 April 2019 14:45,1085,815,All Island
1 April 2019 15:00,1109,868,All Island
1 April 2019 15:15,1131,928,All Island
1 April 2019 15:30,1152,964,All Island
1 April 2019 15:45,1174,1069,All Island
1 April 2019 16:00,1219,1105,All Island
1 April 2019 16:15,1286,1121,All Island
1 April 2019 16:30,1354,1084,All Island
1 April 2019 16:45,1422,1069,All Island
1 April 2019 17:00,1474,1093,All Island
1 April 2019 17:15,1510,1092,All Island
1 April 2019 17:30,1547,1066,All Island
1 April 2019 17:45,1583,1159,All Island
1 April 2019 18:00,1604,1152,All Island
1 April 2019 18:15,1608,1219,All Island
1 April 2019 18:30,1613,1233,All Island
1 April 2019 18:45,1618,1330,All Island
1 April 2019 19:00,1711,1278,All Island
1 April 2019 19:15,1655,1260,All Island
1 April 2019 19:30,1599,1242,All Island
1 April 2019 19:45,1543,1266,All Island
1 April 2019 20:00,1498,1280,All Island
1 April 2019 20:15,1464,1297,All Island
1 April 2019 20:30,1430,1283,All Island
1 April 2019 20:45,1395,1225,All Island
1 April 2019 21:00,1361,1244,All Island
1 April 2019 21:15,1327,1248,All Island
1 April 2019 21:30,1293,1184,All Island
1 April 2019 21:45,1259,1172,All Island
1 April 2019 22:00,1244,1056,All Island
1 April 2019 22:15,1248,983,All Island
1 April 2019 22:30,1252,1071,All Island
1 April 2019 22:45,1256,1075,All Island
1 April 2019 23:00,1267,1039,All Island
1 April 2019 23:15,1285,1051,All Island
1 April 2019 23:30,1303,1026,All Island
1 April 2019 23:45,1321,1025,All Island
2 April 2019 00:00,1338,1031,All Island
2 April 2019 00:15,1356,1025,All Island
2 April 2019 00:30,1373,1005,All Island
2 April 2019 00:45,1391,1060,All Island
2 April 2019 01:00,1356,1064,All Island
2 April 2019 01:15,1341,1057,All Island
2 April 2019 01:30,1326,1095,All Island
2 April 2019 01:45,1312,1137,All Island
2 April 2019 02:00,1310,1116,All Island
2 April 2019 02:15,1322,1084,All Island
2 April 2019 02:30,1333,1071,All Island
2 April 2019 02:45,1345,1091,All Island
2 April 2019 03:00,1345,1118,All Island
2 April 2019 03:15,1334,1105,All Island
2 April 2019 03:30,1322,1050,All Island
2 April 2019 03:45,1310,1147,All Island
2 April 2019 04:00,1306,1134,All Island
2 April 2019 04:15,1309,1268,All Island
2 April 2019 04:30,1313,1277,All Island
