DATE & TIME, ACTUAL DEMAND(MW), FORECAST DEMAND(MW), REGION
1 December 2020 00:00,3962,-,All Island
1 December 2020 00:15,3895,-,All Island
1 December 2020 00:30,3832,-,All Island
1 December 2020 00:45,3768,-,All Island
1 December 2020 01:00,3716,-,All Island
1 December 2020 01:15,3690,-,All Island
1 December 2020 01:30,3646,-,All Island
1 December 2020 01:45,3613,-,All Island
1 December 2020 02:00,3579,-,All Island
1 December 2020 02:15,3547,-,All Island
1 December 2020 02:30,3526,-,All Island
1 December 2020 02:45,3498,-,All Island
1 December 2020 03:00,3477,-,All Island
1 December 2020 03:15,3462,-,All Island
1 December 2020 03:30,3456,-,All Island
1 December 2020 03:45,3445,-,All Island
1 December 2020 04:00,3436,-,All Island
1 December 2020 04:15,3446,-,All Island
1 December 2020 04:30,3451,-,All Island
1 December 2020 04:45,3449,-,All Island
1 December 2020 05:00,3474,-,All Island
1 December 2020 05:15,3512,-,All Island
1 December 2020 05:30,3552,-,All Island
1 December 2020 05:45,3632,-,All Island
1 December 2020 06:00,3737,-,All Island
1 December 2020 06:15,3908,-,All Island
1 December 2020 06:30,4026,-,All Island
1 December 2020 06:45,4207,-,All Island
1 December 2020 07:00,4413,-,All Island
1 December 2020 07:15,4745,-,All Island
1 December 2020 07:30,4911,-,All Island
1 December 2020 07:45,5106,-,All Island
1 December 2020 08:00,5226,-,All Island
1 December 2020 08:15,5282,-,All Island
1 December 2020 08:30,5263,-,All Island
1 December 2020 08:45,5286,-,All Island
1 December 2020 09:00,5313,-,All Island
1 December 2020 09:15,5382,-,All Island
1 December 2020 09:30,5391,-,All Island
1 December 2020 09:45,5410,-,All Island
1 December 2020 10:00,5409,-,All Island
1 December 2020 10:15,5383,-,All Island
1 December 2020 10:30,5399,-,All Island
1 December 2020 10:45,5402,-,All Island
1 December 2020 11:00,5392,-,All Island
1 December 2020 11:15,5407,-,All Island
1 December 2020 11:30,5400,-,All Island
1 December 2020 11:45,5398,-,All Island
1 December 2020 12:00,5408,-,All Island
1 December 2020 12:15,5433,-,All Island
1 December 2020 12:30,5440,-,All Island
1 December 2020 12:45,5465,-,All Island
1 December 2020 13:00,5459,-,All Island
1 December 2020 13:15,5439,-,All Island
1 December 2020 13:30,5362,-,All Island
1 December 2020 13:45,5350,-,All Island
1 December 2020 14:00,5324,-,All Island
1 December 2020 14:15,5342,-,All Island
1 December 2020 14:30,5320,-,All Island
1 December 2020 14:45,5313,-,All Island
1 December 2020 15:00,5332,-,All Island
1 December 2020 15:15,5393,-,All Island
1 December 2020 15:30,5430,-,All Island
1 December 2020 15:45,5460,-,All Island
1 December 2020 16:00,5552,-,All Island
1 December 2020 16:15,5724,-,All Island
1 December 2020 16:30,5957,-,All Island
1 December 2020 16:45,6169,-,All Island
1 December 2020 17:00,6302,-,All Island
1 December 2020 17:15,6372,-,All Island
1 December 2020 17:30,6425,-,All Island
1 December 2020 17:45,6403,-,All Island
1 December 2020 18:00,6327,-,All Island
1 December 2020 18:15,6208,-,All Island
1 December 2020 18:30,6128,-,All Island
1 December 2020 18:45,6051,-,All Island
1 December 2020 19:00,5929,-,All Island
1 December 2020 19:15,5851,-,All Island
1 December 2020 19:30,5765,-,All Island
1 December 2020 19:45,5691,-,All Island
1 December 2020 20:00,5607,-,All Island
1 December 2020 20:15,5506,-,All Island
1 December 2020 20:30,5428,-,All Island
1 December 2020 20:45,5358,-,All Island
1 December 2020 21:00,5302,-,All Island
1 December 2020 21:15,5141,-,All Island
1 December 2020 21:30,5034,-,All Island
1 December 2020 21:45,4897,-,All Island
1 December 2020 22:00,4781,-,All Island
1 December 2020 22:15,4649,-,All Island
1 December 2020 22:30,4514,-,All Island
1 December 2020 22:45,4366,-,All Island
1 December 2020 23:00,4276,-,All Island
1 December 2020 23:15,4247,-,All Island
1 December 2020 23:30,4151,-,All Island
1 December 2020 23:45,4066,-,All Island
2 December 2020 00:00,3953,-,All Island
2 December 2020 00:15,3882,-,All Island
2 December 2020 00:30,3792,-,All Island
2 December 2020 00:45,3767,-,All Island
2 December 2020 01:00,3706,-,All Island
2 December 2020 01:15,3650,-,All Island
2 December 2020 01:30,3602,-,All Island
2 December 2020 01:45,3579,-,All Island
2 December 2020 02:00,3533,-,All Island
2 December 2020 02:15,3490,-,All Island
2 December 2020 02:30,3456,-,All Island
2 December 2020 02:45,3412,-,All Island
2 December 2020 03:00,3394,-,All Island
2 December 2020 03:15,3384,-,All Island
2 December 2020 03:30,3366,-,All Island
2 December 2020 03:45,3345,-,All Island
2 December 2020 04:00,3356,-,All Island
2 December 2020 04:15,3384,-,All Island
2 December 2020 04:30,3398,-,All Island
2 December 2020 04:45,3434,-,All Island
2 December 2020 05:00,3473,-,All Island
2 December 2020 05:15,3512,-,All Island
2 December 2020 05:30,3538,-,All Island
2 December 2020 05:45,3590,-,All Island
2 December 2020 06:00,3704,-,All Island
2 December 2020 06:15,3844,-,All Island
2 December 2020 06:30,3977,-,All Island
2 December 2020 06:45,4123,-,All Island
2 December 2020 07:00,4352,-,All Island
2 December 2020 07:15,4643,-,All Island
2 December 2020 07:30,4849,-,All Island
2 December 2020 07:45,5042,-,All Island
2 December 2020 08:00,5190,-,All Island
2 December 2020 08:15,5223,-,All Island
2 December 2020 08:30,5158,-,All Island
2 December 2020 08:45,5186,-,All Island
2 December 2020 09:00,5214,-,All Island
2 December 2020 09:15,5283,-,All Island
2 December 2020 09:30,5320,-,All Island
2 December 2020 09:45,5316,-,All Island
2 December 2020 10:00,5287,-,All Island
2 December 2020 10:15,5265,-,All Island
2 December 2020 10:30,5286,-,All Island
2 December 2020 10:45,5286,-,All Island
2 December 2020 11:00,5298,-,All Island
2 December 2020 11:15,5312,-,All Island
2 December 2020 11:30,5294,-,All Island
2 December 2020 11:45,5298,-,All Island
2 December 2020 12:00,5309,-,All Island
2 December 2020 12:15,5357,-,All Island
2 December 2020 12:30,5361,-,All Island
2 December 2020 12:45,5361,-,All Island
2 December 2020 13:00,5377,-,All Island
2 December 2020 13:15,5331,-,All Island
2 December 2020 13:30,5272,-,All Island
2 December 2020 13:45,5276,-,All Island
2 December 2020 14:00,5258,-,All Island
2 December 2020 14:15,5287,-,All Island
2 December 2020 14:30,5304,-,All Island
2 December 2020 14:45,5308,-,All Island
2 December 2020 15:00,5306,-,All Island
2 December 2020 15:15,5372,-,All Island
2 December 2020 15:30,5446,-,All Island
2 December 2020 15:45,5502,-,All Island
2 December 2020 16:00,5570,-,All Island
2 December 2020 16:15,5740,-,All Island
2 December 2020 16:30,5993,-,All Island
2 December 2020 16:45,6143,-,All Island
2 December 2020 17:00,6320,-,All Island
2 December 2020 17:15,6394,-,All Island
2 December 2020 17:30,6437,-,All Island
2 December 2020 17:45,6392,-,All Island
2 December 2020 18:00,6305,-,All Island
2 December 2020 18:15,6185,-,All Island
2 December 2020 18:30,6128,-,All Island
2 December 2020 18:45,6000,-,All Island
2 December 2020 19:00,5913,-,All Island
2 December 2020 19:15,5877,-,All Island
2 December 2020 19:30,5791,-,All Island
2 December 2020 19:45,5687,-,All Island
2 December 2020 20:00,5589,-,All Island
2 December 2020 20:15,5494,-,All Island
2 December 2020 20:30,5419,-,All Island
2 December 2020 20:45,5340,-,All Island
2 December 2020 21:00,5287,-,All Island
2 December 2020 21:15,5101,-,All Island
2 December 2020 21:30,4996,-,All Island
2 December 2020 21:45,4880,-,All Island
2 December 2020 22:00,4770,-,All Island
2 December 2020 22:15,4600,-,All Island
2 December 2020 22:30,4506,-,All Island
2 December 2020 22:45,4384,-,All Island
2 December 2020 23:00,4334,-,All Island
2 December 2020 23:15,4281,-,All Island
2 December 2020 23:30,4155,-,All Island
2 December 2020 23:45,4049,-,All Island
3 December 2020 00:00,3972,-,All Island
3 December 2020 00:15,3895,-,All Island
3 December 2020 00:30,3835,-,All Island
3 December 2020 00:45,3770,-,All Island
3 December 2020 01:00,3685,-,All Island
3 December 2020 01:15,3707,-,All Island
3 December 2020 01:30,3653,-,All Island
3 December 2020 01:45,3619,-,All Island
3 December 2020 02:00,3561,-,All Island
3 December 2020 02:15,3540,-,All Island
3 December 2020 02:30,3523,-,All Island
3 December 2020 02:45,3494,-,All Island
3 December 2020 03:00,3481,-,All Island
3 December 2020 03:15,3473,-,All Island
3 December 2020 03:30,3475,-,All Island
3 December 2020 03:45,3463,-,All Island
3 December 2020 04:00,3472,-,All Island
3 December 2020 04:15,3482,-,All Island
3 December 2020 04:30,3472,-,All Island
3 December 2020 04:45,3494,-,All Island
3 December 2020 05:00,3523,-,All Island
3 December 2020 05:15,3583,-,All Island
3 December 2020 05:30,3598,-,All Island
3 December 2020 05:45,3644,-,All Island
3 December 2020 06:00,3758,-,All Island
3 December 2020 06:15,3938,-,All Island
