DATE & TIME, ACTUAL GENERATION(MW), REGION
1 October 2023 00:00,3935,All Island
1 October 2023 00:15,3999,All Island
1 October 2023 00:30,3979,All Island
1 October 2023 00:45,3850,All Island
1 October 2023 01:00,3728,All Island
1 October 2023 01:15,3684,All Island
1 October 2023 01:30,3556,All Island
1 October 2023 01:45,3455,All Island
1 October 2023 02:00,3252,All Island
1 October 2023 02:15,3127,All Island
1 October 2023 02:30,3070,All Island
1 October 2023 02:45,3106,All Island
1 October 2023 03:00,3145,All Island
1 October 2023 03:15,3156,All Island
1 October 2023 03:30,3139,All Island
1 October 2023 03:45,3063,All Island
1 October 2023 04:00,3052,All Island
1 October 2023 04:15,3029,All Island
1 October 2023 04:30,3028,All Island
1 October 2023 04:45,3040,All Island
1 October 2023 05:00,3021,All Island
1 October 2023 05:15,3033,All Island
1 October 2023 05:30,3007,All Island
1 October 2023 05:45,2906,All Island
1 October 2023 06:00,2951,All Island
1 October 2023 06:15,2929,All Island
1 October 2023 06:30,2947,All Island
1 October 2023 06:45,2841,All Island
1 October 2023 07:00,2694,All Island
1 October 2023 07:15,2686,All Island
1 October 2023 07:30,2741,All Island
1 October 2023 07:45,2836,All Island
1 October 2023 08:00,2779,All Island
1 October 2023 08:15,2827,All Island
1 October 2023 08:30,2892,All Island
1 October 2023 08:45,2968,All Island
1 October 2023 09:00,3047,All Island
1 October 2023 09:15,3135,All Island
1 October 2023 09:30,3193,All Island
1 October 2023 09:45,3261,All Island
1 October 2023 10:00,3299,All Island
1 October 2023 10:15,3352,All Island
1 October 2023 10:30,3363,All Island
1 October 2023 10:45,3379,All Island
1 October 2023 11:00,3372,All Island
1 October 2023 11:15,3333,All Island
1 October 2023 11:30,3353,All Island
1 October 2023 11:45,3357,All Island
1 October 2023 12:00,3355,All Island
1 October 2023 12:15,3365,All Island
1 October 2023 12:30,3371,All Island
1 October 2023 12:45,3375,All Island
1 October 2023 13:00,3408,All Island
1 October 2023 13:15,3496,All Island
1 October 2023 13:30,3387,All Island
1 October 2023 13:45,3331,All Island
1 October 2023 14:00,3383,All Island
1 October 2023 14:15,3510,All Island
1 October 2023 14:30,3451,All Island
1 October 2023 14:45,3343,All Island
1 October 2023 15:00,3297,All Island
1 October 2023 15:15,3276,All Island
1 October 2023 15:30,3287,All Island
1 October 2023 15:45,3306,All Island
1 October 2023 16:00,3286,All Island
1 October 2023 16:15,3338,All Island
1 October 2023 16:30,3279,All Island
1 October 2023 16:45,3361,All Island
1 October 2023 17:00,3457,All Island
1 October 2023 17:15,3609,All Island
1 October 2023 17:30,3588,All Island
1 October 2023 17:45,3607,All Island
1 October 2023 18:00,3622,All Island
1 October 2023 18:15,3652,All Island
1 October 2023 18:30,3664,All Island
1 October 2023 18:45,3673,All Island
1 October 2023 19:00,3699,All Island
1 October 2023 19:15,3765,All Island
1 October 2023 19:30,3850,All Island
1 October 2023 19:45,3832,All Island
1 October 2023 20:00,3794,All Island
1 October 2023 20:15,3781,All Island
1 October 2023 20:30,3681,All Island
1 October 2023 20:45,3588,All Island
1 October 2023 21:00,3515,All Island
1 October 2023 21:15,3427,All Island
1 October 2023 21:30,3318,All Island
1 October 2023 21:45,3214,All Island
1 October 2023 22:00,3122,All Island
1 October 2023 22:15,3047,All Island
1 October 2023 22:30,2944,All Island
1 October 2023 22:45,2894,All Island
1 October 2023 23:00,2961,All Island
1 October 2023 23:15,2910,All Island
1 October 2023 23:30,3013,All Island
1 October 2023 23:45,2940,All Island
2 October 2023 00:00,2974,All Island
2 October 2023 00:15,3063,All Island
2 October 2023 00:30,3109,All Island
2 October 2023 00:45,3097,All Island
2 October 2023 01:00,3062,All Island
2 October 2023 01:15,3028,All Island
2 October 2023 01:30,3075,All Island
2 October 2023 01:45,3104,All Island
2 October 2023 02:00,3037,All Island
2 October 2023 02:15,3039,All Island
2 October 2023 02:30,2942,All Island
2 October 2023 02:45,2939,All Island
2 October 2023 03:00,2988,All Island
2 October 2023 03:15,3063,All Island
2 October 2023 03:30,3020,All Island
2 October 2023 03:45,2988,All Island
2 October 2023 04:00,3014,All Island
2 October 2023 04:15,3060,All Island
2 October 2023 04:30,3060,All Island
2 October 2023 04:45,3060,All Island
2 October 2023 05:00,3060,All Island
2 October 2023 05:15,3293,All Island
2 October 2023 05:30,3320,All Island
2 October 2023 05:45,3308,All Island
2 October 2023 06:00,3347,All Island
2 October 2023 06:15,3260,All Island
2 October 2023 06:30,3444,All Island
2 October 2023 06:45,3669,All Island
2 October 2023 07:00,3790,All Island
2 October 2023 07:15,3995,All Island
2 October 2023 07:30,4101,All Island
2 October 2023 07:45,4226,All Island
2 October 2023 08:00,4188,All Island
2 October 2023 08:15,4158,All Island
2 October 2023 08:30,4101,All Island
2 October 2023 08:45,4087,All Island
2 October 2023 09:00,4093,All Island
2 October 2023 09:15,4069,All Island
2 October 2023 09:30,4094,All Island
2 October 2023 09:45,4091,All Island
2 October 2023 10:00,4107,All Island
2 October 2023 10:15,4115,All Island
2 October 2023 10:30,4145,All Island
2 October 2023 10:45,4170,All Island
2 October 2023 11:00,4148,All Island
2 October 2023 11:15,4129,All Island
2 October 2023 11:30,4039,All Island
2 October 2023 11:45,4022,All Island
2 October 2023 12:00,4058,All Island
2 October 2023 12:15,4146,All Island
2 October 2023 12:30,4126,All Island
2 October 2023 12:45,4083,All Island
2 October 2023 13:00,4140,All Island
2 October 2023 13:15,4137,All Island
2 October 2023 13:30,4066,All Island
2 October 2023 13:45,4048,All Island
2 October 2023 14:00,4100,All Island
2 October 2023 14:15,4207,All Island
2 October 2023 14:30,4102,All Island
2 October 2023 14:45,4049,All Island
2 October 2023 15:00,4140,All Island
2 October 2023 15:15,4246,All Island
2 October 2023 15:30,4221,All Island
2 October 2023 15:45,4187,All Island
2 October 2023 16:00,4125,All Island
2 October 2023 16:15,4158,All Island
2 October 2023 16:30,4229,All Island
2 October 2023 16:45,4294,All Island
2 October 2023 17:00,4326,All Island
2 October 2023 17:15,4381,All Island
2 October 2023 17:30,4408,All Island
2 October 2023 17:45,4420,All Island
2 October 2023 18:00,4456,All Island
2 October 2023 18:15,4449,All Island
2 October 2023 18:30,4444,All Island
2 October 2023 18:45,4329,All Island
2 October 2023 19:00,4277,All Island
2 October 2023 19:15,4270,All Island
2 October 2023 19:30,4334,All Island
2 October 2023 19:45,4318,All Island
2 October 2023 20:00,4287,All Island
2 October 2023 20:15,4211,All Island
2 October 2023 20:30,4149,All Island
2 October 2023 20:45,4083,All Island
2 October 2023 21:00,4086,All Island
2 October 2023 21:15,4102,All Island
2 October 2023 21:30,3920,All Island
2 October 2023 21:45,3751,All Island
2 October 2023 22:00,3680,All Island
2 October 2023 22:15,3603,All Island
2 October 2023 22:30,3472,All Island
2 October 2023 22:45,3270,All Island
2 October 2023 23:00,3136,All Island
2 October 2023 23:15,3121,All Island
2 October 2023 23:30,3124,All Island
2 October 2023 23:45,3181,All Island
3 October 2023 00:00,3215,All Island
3 October 2023 00:15,3232,All Island
3 October 2023 00:30,3310,All Island
3 October 2023 00:45,3357,All Island
3 October 2023 01:00,3203,All Island
3 October 2023 01:15,3098,All Island
3 October 2023 01:30,3072,All Island
3 October 2023 01:45,3063,All Island
3 October 2023 02:00,2975,All Island
3 October 2023 02:15,2930,All Island
3 October 2023 02:30,2885,All Island
3 October 2023 02:45,2874,All Island
3 October 2023 03:00,2873,All Island
3 October 2023 03:15,2862,All Island
3 October 2023 03:30,2836,All Island
3 October 2023 03:45,2791,All Island
3 October 2023 04:00,2763,All Island
3 October 2023 04:15,2771,All Island
3 October 2023 04:30,2771,All Island
3 October 2023 04:45,2757,All Island
3 October 2023 05:00,2852,All Island
