DATE & TIME, FORECAST WIND(MW),  ACTUAL WIND(MW), REGION
1 February 2023 00:00,3177,3087,All Island
1 February 2023 00:15,3229,3052,All Island
1 February 2023 00:30,3280,3095,All Island
1 February 2023 00:45,3332,3112,All Island
1 February 2023 01:00,3383,3118,All Island
1 February 2023 01:15,3447,3091,All Island
1 February 2023 01:30,3511,2962,All Island
1 February 2023 01:45,3575,2775,All Island
1 February 2023 02:00,3639,2825,All Island
1 February 2023 02:15,3662,2837,All Island
1 February 2023 02:30,3685,2770,All Island
1 February 2023 02:45,3708,2622,All Island
1 February 2023 03:00,3731,2643,All Island
1 February 2023 03:15,3731,2684,All Island
1 February 2023 03:30,3730,2688,All Island
1 February 2023 03:45,3729,2636,All Island
1 February 2023 04:00,3729,2668,All Island
1 February 2023 04:15,3705,2693,All Island
1 February 2023 04:30,3681,2656,All Island
1 February 2023 04:45,3658,2656,All Island
1 February 2023 05:00,3634,2690,All Island
1 February 2023 05:15,3607,2861,All Island
1 February 2023 05:30,3579,2984,All Island
1 February 2023 05:45,3552,3161,All Island
1 February 2023 06:00,3591,3239,All Island
1 February 2023 06:15,3588,3383,All Island
1 February 2023 06:30,3585,3564,All Island
1 February 2023 06:45,3582,3594,All Island
1 February 2023 07:00,3580,3586,All Island
1 February 2023 07:15,3544,3515,All Island
1 February 2023 07:30,3509,3500,All Island
1 February 2023 07:45,3474,3524,All Island
1 February 2023 08:00,3439,3535,All Island
1 February 2023 08:15,3426,3457,All Island
1 February 2023 08:30,3414,3427,All Island
1 February 2023 08:45,3401,3284,All Island
1 February 2023 09:00,3389,3358,All Island
1 February 2023 09:15,3390,3262,All Island
1 February 2023 09:30,3391,3177,All Island
1 February 2023 09:45,3392,3182,All Island
1 February 2023 10:00,3393,3150,All Island
1 February 2023 10:15,3374,3211,All Island
1 February 2023 10:30,3355,3152,All Island
1 February 2023 10:45,3337,3142,All Island
1 February 2023 11:00,3318,3092,All Island
1 February 2023 11:15,3297,3132,All Island
1 February 2023 11:30,3276,3213,All Island
1 February 2023 11:45,3255,3210,All Island
1 February 2023 12:00,3400,3060,All Island
1 February 2023 12:15,3391,3037,All Island
1 February 2023 12:30,3381,3120,All Island
1 February 2023 12:45,3372,3210,All Island
1 February 2023 13:00,3363,3233,All Island
