DATE & TIME, ACTUAL GENERATION(MW), REGION
1 September 2020 00:00,3527,All Island
1 September 2020 00:15,3482,All Island
1 September 2020 00:30,3406,All Island
1 September 2020 00:45,3338,All Island
1 September 2020 01:00,3289,All Island
1 September 2020 01:15,3257,All Island
1 September 2020 01:30,3222,All Island
1 September 2020 01:45,3188,All Island
1 September 2020 02:00,3162,All Island
1 September 2020 02:15,3156,All Island
1 September 2020 02:30,3142,All Island
1 September 2020 02:45,3121,All Island
1 September 2020 03:00,3110,All Island
1 September 2020 03:15,3084,All Island
1 September 2020 03:30,3076,All Island
1 September 2020 03:45,3080,All Island
1 September 2020 04:00,3069,All Island
1 September 2020 04:15,3103,All Island
1 September 2020 04:30,3092,All Island
1 September 2020 04:45,3109,All Island
1 September 2020 05:00,3132,All Island
1 September 2020 05:15,3190,All Island
1 September 2020 05:30,3209,All Island
1 September 2020 05:45,3205,All Island
1 September 2020 06:00,3267,All Island
1 September 2020 06:15,3405,All Island
1 September 2020 06:30,3436,All Island
1 September 2020 06:45,3477,All Island
1 September 2020 07:00,3506,All Island
1 September 2020 07:15,3753,All Island
1 September 2020 07:30,3917,All Island
1 September 2020 07:45,4079,All Island
1 September 2020 08:00,4230,All Island
1 September 2020 08:15,4348,All Island
1 September 2020 08:30,4374,All Island
1 September 2020 08:45,4382,All Island
1 September 2020 09:00,4354,All Island
1 September 2020 09:15,4396,All Island
1 September 2020 09:30,4401,All Island
1 September 2020 09:45,4418,All Island
1 September 2020 10:00,4441,All Island
1 September 2020 10:15,4422,All Island
1 September 2020 10:30,4428,All Island
1 September 2020 10:45,4429,All Island
1 September 2020 11:00,4449,All Island
1 September 2020 11:15,4481,All Island
1 September 2020 11:30,4479,All Island
1 September 2020 11:45,4476,All Island
1 September 2020 12:00,4502,All Island
1 September 2020 12:15,4459,All Island
1 September 2020 12:30,4426,All Island
1 September 2020 12:45,4459,All Island
1 September 2020 13:00,4448,All Island
1 September 2020 13:15,4439,All Island
1 September 2020 13:30,4424,All Island
1 September 2020 13:45,4431,All Island
1 September 2020 14:00,4383,All Island
1 September 2020 14:15,4437,All Island
1 September 2020 14:30,4362,All Island
1 September 2020 14:45,4351,All Island
1 September 2020 15:00,4372,All Island
1 September 2020 15:15,4383,All Island
1 September 2020 15:30,4400,All Island
1 September 2020 15:45,4424,All Island
1 September 2020 16:00,4424,All Island
1 September 2020 16:15,4494,All Island
1 September 2020 16:30,4579,All Island
1 September 2020 16:45,4727,All Island
1 September 2020 17:00,4733,All Island
1 September 2020 17:15,4716,All Island
1 September 2020 17:30,4764,All Island
1 September 2020 17:45,4774,All Island
1 September 2020 18:00,4727,All Island
1 September 2020 18:15,4648,All Island
1 September 2020 18:30,4583,All Island
1 September 2020 18:45,4536,All Island
1 September 2020 19:00,4553,All Island
1 September 2020 19:15,4588,All Island
1 September 2020 19:30,4616,All Island
1 September 2020 19:45,4656,All Island
1 September 2020 20:00,4736,All Island
1 September 2020 20:15,4768,All Island
1 September 2020 20:30,4806,All Island
1 September 2020 20:45,4813,All Island
1 September 2020 21:00,4775,All Island
1 September 2020 21:15,4673,All Island
1 September 2020 21:30,4527,All Island
1 September 2020 21:45,4456,All Island
1 September 2020 22:00,4378,All Island
1 September 2020 22:15,4270,All Island
1 September 2020 22:30,4208,All Island
1 September 2020 22:45,4152,All Island
1 September 2020 23:00,4062,All Island
1 September 2020 23:15,4045,All Island
1 September 2020 23:30,4014,All Island
1 September 2020 23:45,4155,All Island
2 September 2020 00:00,4167,All Island
2 September 2020 00:15,4130,All Island
2 September 2020 00:30,4073,All Island
2 September 2020 00:45,4025,All Island
2 September 2020 01:00,3972,All Island
2 September 2020 01:15,3927,All Island
2 September 2020 01:30,3883,All Island
2 September 2020 01:45,3848,All Island
2 September 2020 02:00,3836,All Island
2 September 2020 02:15,3841,All Island
2 September 2020 02:30,3810,All Island
2 September 2020 02:45,3784,All Island
2 September 2020 03:00,3733,All Island
2 September 2020 03:15,3706,All Island
2 September 2020 03:30,3684,All Island
2 September 2020 03:45,3703,All Island
2 September 2020 04:00,3705,All Island
2 September 2020 04:15,3698,All Island
2 September 2020 04:30,3702,All Island
2 September 2020 04:45,3705,All Island
2 September 2020 05:00,3727,All Island
2 September 2020 05:15,3785,All Island
2 September 2020 05:30,3810,All Island
2 September 2020 05:45,3867,All Island
2 September 2020 06:00,3981,All Island
2 September 2020 06:15,4125,All Island
2 September 2020 06:30,4203,All Island
2 September 2020 06:45,4174,All Island
2 September 2020 07:00,4253,All Island
2 September 2020 07:15,4503,All Island
2 September 2020 07:30,4692,All Island
2 September 2020 07:45,4849,All Island
2 September 2020 08:00,4971,All Island
2 September 2020 08:15,5092,All Island
2 September 2020 08:30,5134,All Island
2 September 2020 08:45,5202,All Island
2 September 2020 09:00,5241,All Island
2 September 2020 09:15,5312,All Island
2 September 2020 09:30,5336,All Island
2 September 2020 09:45,5345,All Island
2 September 2020 10:00,5387,All Island
2 September 2020 10:15,5394,All Island
2 September 2020 10:30,5406,All Island
2 September 2020 10:45,5433,All Island
2 September 2020 11:00,5457,All Island
2 September 2020 11:15,5465,All Island
2 September 2020 11:30,5458,All Island
2 September 2020 11:45,5415,All Island
2 September 2020 12:00,5410,All Island
2 September 2020 12:15,5436,All Island
2 September 2020 12:30,5466,All Island
2 September 2020 12:45,5474,All Island
2 September 2020 13:00,5429,All Island
2 September 2020 13:15,5403,All Island
2 September 2020 13:30,5314,All Island
2 September 2020 13:45,5252,All Island
2 September 2020 14:00,5274,All Island
2 September 2020 14:15,5334,All Island
2 September 2020 14:30,5330,All Island
2 September 2020 14:45,5302,All Island
2 September 2020 15:00,5291,All Island
2 September 2020 15:15,5252,All Island
2 September 2020 15:30,5260,All Island
2 September 2020 15:45,5186,All Island
2 September 2020 16:00,5169,All Island
2 September 2020 16:15,5244,All Island
2 September 2020 16:30,5298,All Island
2 September 2020 16:45,5361,All Island
2 September 2020 17:00,5429,All Island
2 September 2020 17:15,5471,All Island
2 September 2020 17:30,5505,All Island
2 September 2020 17:45,5467,All Island
2 September 2020 18:00,5417,All Island
2 September 2020 18:15,5333,All Island
2 September 2020 18:30,5263,All Island
2 September 2020 18:45,5201,All Island
2 September 2020 19:00,5160,All Island
2 September 2020 19:15,5095,All Island
2 September 2020 19:30,5067,All Island
2 September 2020 19:45,5052,All Island
2 September 2020 20:00,5058,All Island
2 September 2020 20:15,5052,All Island
2 September 2020 20:30,5138,All Island
2 September 2020 20:45,5153,All Island
2 September 2020 21:00,5105,All Island
2 September 2020 21:15,5061,All Island
2 September 2020 21:30,4960,All Island
2 September 2020 21:45,4960,All Island
2 September 2020 22:00,4900,All Island
2 September 2020 22:15,4745,All Island
2 September 2020 22:30,4617,All Island
2 September 2020 22:45,4474,All Island
2 September 2020 23:00,4362,All Island
2 September 2020 23:15,4333,All Island
2 September 2020 23:30,4237,All Island
2 September 2020 23:45,4145,All Island
3 September 2020 00:00,4067,All Island
3 September 2020 00:15,4152,All Island
3 September 2020 00:30,4088,All Island
3 September 2020 00:45,4045,All Island
3 September 2020 01:00,3975,All Island
3 September 2020 01:15,3933,All Island
3 September 2020 01:30,3898,All Island
3 September 2020 01:45,3862,All Island
3 September 2020 02:00,3846,All Island
3 September 2020 02:15,3833,All Island
3 September 2020 02:30,3799,All Island
3 September 2020 02:45,3764,All Island
3 September 2020 03:00,3752,All Island
3 September 2020 03:15,3842,All Island
3 September 2020 03:30,3906,All Island
3 September 2020 03:45,3920,All Island
3 September 2020 04:00,3893,All Island
3 September 2020 04:15,3909,All Island
3 September 2020 04:30,3913,All Island
3 September 2020 04:45,3960,All Island
3 September 2020 05:00,3925,All Island
3 September 2020 05:15,3990,All Island
3 September 2020 05:30,4001,All Island
3 September 2020 05:45,4050,All Island
3 September 2020 06:00,4093,All Island
3 September 2020 06:15,4045,All Island
3 September 2020 06:30,4072,All Island
3 September 2020 06:45,4178,All Island
3 September 2020 07:00,4322,All Island
3 September 2020 07:15,4586,All Island
3 September 2020 07:30,4741,All Island
3 September 2020 07:45,4797,All Island
3 September 2020 08:00,4801,All Island
3 September 2020 08:15,4791,All Island
3 September 2020 08:30,4706,All Island
3 September 2020 08:45,4717,All Island
3 September 2020 09:00,4720,All Island
3 September 2020 09:15,4728,All Island
3 September 2020 09:30,4746,All Island
3 September 2020 09:45,4818,All Island
3 September 2020 10:00,4863,All Island
3 September 2020 10:15,4907,All Island
3 September 2020 10:30,5000,All Island
3 September 2020 10:45,5029,All Island
3 September 2020 11:00,5066,All Island
3 September 2020 11:15,5029,All Island
3 September 2020 11:30,5080,All Island
3 September 2020 11:45,5077,All Island
3 September 2020 12:00,5063,All Island
3 September 2020 12:15,5103,All Island
3 September 2020 12:30,5147,All Island
3 September 2020 12:45,5156,All Island
3 September 2020 13:00,5132,All Island
3 September 2020 13:15,5129,All Island
3 September 2020 13:30,5094,All Island
3 September 2020 13:45,5143,All Island
3 September 2020 14:00,5197,All Island
3 September 2020 14:15,5138,All Island
3 September 2020 14:30,5157,All Island
3 September 2020 14:45,5147,All Island
3 September 2020 15:00,5157,All Island
3 September 2020 15:15,5187,All Island
3 September 2020 15:30,5214,All Island
3 September 2020 15:45,5155,All Island
3 September 2020 16:00,5169,All Island
3 September 2020 16:15,5176,All Island
3 September 2020 16:30,5178,All Island
3 September 2020 16:45,5231,All Island
3 September 2020 17:00,5270,All Island
3 September 2020 17:15,5232,All Island
3 September 2020 17:30,5356,All Island
3 September 2020 17:45,5347,All Island
3 September 2020 18:00,5242,All Island
3 September 2020 18:15,5117,All Island
3 September 2020 18:30,5120,All Island
3 September 2020 18:45,4992,All Island
3 September 2020 19:00,4840,All Island
3 September 2020 19:15,4708,All Island
3 September 2020 19:30,4649,All Island
3 September 2020 19:45,4590,All Island
3 September 2020 20:00,4494,All Island
3 September 2020 20:15,4489,All Island
3 September 2020 20:30,4560,All Island
3 September 2020 20:45,4532,All Island
3 September 2020 21:00,4490,All Island
3 September 2020 21:15,4480,All Island
3 September 2020 21:30,4396,All Island
3 September 2020 21:45,4280,All Island
3 September 2020 22:00,4232,All Island
3 September 2020 22:15,4257,All Island
3 September 2020 22:30,4299,All Island
3 September 2020 22:45,4143,All Island
3 September 2020 23:00,4034,All Island
3 September 2020 23:15,4061,All Island
3 September 2020 23:30,4026,All Island
3 September 2020 23:45,4039,All Island
4 September 2020 00:00,4030,All Island
4 September 2020 00:15,4200,All Island
4 September 2020 00:30,4165,All Island
4 September 2020 00:45,4101,All Island
4 September 2020 01:00,4056,All Island
4 September 2020 01:15,3960,All Island
4 September 2020 01:30,3849,All Island
4 September 2020 01:45,3815,All Island
4 September 2020 02:00,3835,All Island
4 September 2020 02:15,3849,All Island
4 September 2020 02:30,3765,All Island
4 September 2020 02:45,3674,All Island
4 September 2020 03:00,3639,All Island
4 September 2020 03:15,3648,All Island
4 September 2020 03:30,3593,All Island
4 September 2020 03:45,3624,All Island
4 September 2020 04:00,3695,All Island
4 September 2020 04:15,3786,All Island
4 September 2020 04:30,3817,All Island
4 September 2020 04:45,3838,All Island
4 September 2020 05:00,3861,All Island
4 September 2020 05:15,3893,All Island
4 September 2020 05:30,3930,All Island
4 September 2020 05:45,4004,All Island
4 September 2020 06:00,3986,All Island
4 September 2020 06:15,4064,All Island
4 September 2020 06:30,4061,All Island
4 September 2020 06:45,4172,All Island
4 September 2020 07:00,4314,All Island
4 September 2020 07:15,4556,All Island
4 September 2020 07:30,4708,All Island
4 September 2020 07:45,4727,All Island
4 September 2020 08:00,4722,All Island
4 September 2020 08:15,4741,All Island
4 September 2020 08:30,4692,All Island
4 September 2020 08:45,4754,All Island
4 September 2020 09:00,4677,All Island
4 September 2020 09:15,4681,All Island
4 September 2020 09:30,4699,All Island
4 September 2020 09:45,4751,All Island
4 September 2020 10:00,4797,All Island
4 September 2020 10:15,4860,All Island
4 September 2020 10:30,4931,All Island
4 September 2020 10:45,5008,All Island
4 September 2020 11:00,5147,All Island
4 September 2020 11:15,5197,All Island
4 September 2020 11:30,5133,All Island
4 September 2020 11:45,5150,All Island
4 September 2020 12:00,5183,All Island
4 September 2020 12:15,5242,All Island
4 September 2020 12:30,5203,All Island
4 September 2020 12:45,5188,All Island
4 September 2020 13:00,5220,All Island
4 September 2020 13:15,5258,All Island
4 September 2020 13:30,5181,All Island
4 September 2020 13:45,5174,All Island
4 September 2020 14:00,5146,All Island
