DATE & TIME, FORECAST WIND(MW),  ACTUAL WIND(MW), REGION
1 October 2022 00:00,2992,2259,All Island
1 October 2022 00:15,2994,2287,All Island
1 October 2022 00:30,2997,2298,All Island
1 October 2022 00:45,2999,2177,All Island
1 October 2022 01:00,2830,2222,All Island
1 October 2022 01:15,2816,2257,All Island
1 October 2022 01:30,2802,2272,All Island
1 October 2022 01:45,2787,2244,All Island
1 October 2022 02:00,2773,2231,All Island
1 October 2022 02:15,2777,2235,All Island
1 October 2022 02:30,2781,2190,All Island
1 October 2022 02:45,2784,2164,All Island
1 October 2022 03:00,2788,2169,All Island
1 October 2022 03:15,2809,2102,All Island
1 October 2022 03:30,2830,2058,All Island
1 October 2022 03:45,2850,2010,All Island
1 October 2022 04:00,2871,2049,All Island
1 October 2022 04:15,2864,2096,All Island
1 October 2022 04:30,2857,2063,All Island
1 October 2022 04:45,2849,1970,All Island
1 October 2022 05:00,2842,1908,All Island
1 October 2022 05:15,2846,1883,All Island
1 October 2022 05:30,2850,1890,All Island
1 October 2022 05:45,2854,1959,All Island
1 October 2022 06:00,2859,2018,All Island
1 October 2022 06:15,2883,2184,All Island
1 October 2022 06:30,2907,2219,All Island
1 October 2022 06:45,2931,2239,All Island
1 October 2022 07:00,2736,2235,All Island
1 October 2022 07:15,2727,2292,All Island
1 October 2022 07:30,2718,2302,All Island
1 October 2022 07:45,2709,2363,All Island
1 October 2022 08:00,2700,2461,All Island
1 October 2022 08:15,2715,2543,All Island
1 October 2022 08:30,2731,2619,All Island
1 October 2022 08:45,2746,2557,All Island
1 October 2022 09:00,2762,2613,All Island
1 October 2022 09:15,2773,2670,All Island
1 October 2022 09:30,2784,2655,All Island
1 October 2022 09:45,2795,2573,All Island
1 October 2022 10:00,2806,2675,All Island
1 October 2022 10:15,2839,2744,All Island
1 October 2022 10:30,2871,2635,All Island
1 October 2022 10:45,2903,2557,All Island
1 October 2022 11:00,2936,2573,All Island
1 October 2022 11:15,2991,2478,All Island
1 October 2022 11:30,3046,2394,All Island
1 October 2022 11:45,3101,2387,All Island
1 October 2022 12:00,3156,2377,All Island
1 October 2022 12:15,3197,2428,All Island
1 October 2022 12:30,3238,2367,All Island
