DATE & TIME, ACTUAL DEMAND(MW), FORECAST DEMAND(MW), REGION
1 March 2020 00:00,3982,-,All Island
1 March 2020 00:15,3944,-,All Island
1 March 2020 00:30,3860,-,All Island
1 March 2020 00:45,3775,-,All Island
1 March 2020 01:00,3691,-,All Island
1 March 2020 01:15,3683,-,All Island
1 March 2020 01:30,3654,-,All Island
1 March 2020 01:45,3594,-,All Island
1 March 2020 02:00,3570,-,All Island
1 March 2020 02:15,3534,-,All Island
1 March 2020 02:30,3505,-,All Island
1 March 2020 02:45,3458,-,All Island
1 March 2020 03:00,3406,-,All Island
1 March 2020 03:15,3391,-,All Island
1 March 2020 03:30,3364,-,All Island
1 March 2020 03:45,3348,-,All Island
1 March 2020 04:00,3368,-,All Island
1 March 2020 04:15,3356,-,All Island
1 March 2020 04:30,3328,-,All Island
1 March 2020 04:45,3318,-,All Island
1 March 2020 05:00,3318,-,All Island
1 March 2020 05:15,3343,-,All Island
1 March 2020 05:30,3302,-,All Island
1 March 2020 05:45,3332,-,All Island
1 March 2020 06:00,3358,-,All Island
1 March 2020 06:15,3407,-,All Island
1 March 2020 06:30,3421,-,All Island
1 March 2020 06:45,3468,-,All Island
1 March 2020 07:00,3480,-,All Island
1 March 2020 07:15,3503,-,All Island
1 March 2020 07:30,3545,-,All Island
1 March 2020 07:45,3634,-,All Island
1 March 2020 08:00,3717,-,All Island
1 March 2020 08:15,3793,-,All Island
1 March 2020 08:30,3871,-,All Island
1 March 2020 08:45,3987,-,All Island
1 March 2020 09:00,4072,-,All Island
1 March 2020 09:15,4189,-,All Island
1 March 2020 09:30,4315,-,All Island
1 March 2020 09:45,4371,-,All Island
1 March 2020 10:00,4467,-,All Island
1 March 2020 10:15,4539,-,All Island
1 March 2020 10:30,4596,-,All Island
1 March 2020 10:45,4611,-,All Island
1 March 2020 11:00,4651,-,All Island
1 March 2020 11:15,4672,-,All Island
1 March 2020 11:30,4713,-,All Island
1 March 2020 11:45,4763,-,All Island
1 March 2020 12:00,4788,-,All Island
1 March 2020 12:15,4882,-,All Island
1 March 2020 12:30,4882,-,All Island
1 March 2020 12:45,4870,-,All Island
1 March 2020 13:00,4906,-,All Island
1 March 2020 13:15,4891,-,All Island
1 March 2020 13:30,4813,-,All Island
1 March 2020 13:45,4783,-,All Island
1 March 2020 14:00,4731,-,All Island
1 March 2020 14:15,4674,-,All Island
1 March 2020 14:30,4658,-,All Island
1 March 2020 14:45,4604,-,All Island
1 March 2020 15:00,4630,-,All Island
1 March 2020 15:15,4618,-,All Island
1 March 2020 15:30,4612,-,All Island
1 March 2020 15:45,4607,-,All Island
1 March 2020 16:00,4660,-,All Island
1 March 2020 16:15,4718,-,All Island
1 March 2020 16:30,4768,-,All Island
