DATE & TIME, FORECAST WIND(MW),  ACTUAL WIND(MW), REGION
1 January 2023 00:00,908,664,All Island
1 January 2023 00:15,887,729,All Island
1 January 2023 00:30,866,697,All Island
1 January 2023 00:45,845,693,All Island
1 January 2023 01:00,824,697,All Island
1 January 2023 01:15,807,703,All Island
1 January 2023 01:30,790,726,All Island
1 January 2023 01:45,772,709,All Island
1 January 2023 02:00,755,718,All Island
1 January 2023 02:15,755,650,All Island
1 January 2023 02:30,756,587,All Island
1 January 2023 02:45,757,604,All Island
1 January 2023 03:00,758,604,All Island
1 January 2023 03:15,750,605,All Island
1 January 2023 03:30,742,608,All Island
1 January 2023 03:45,734,516,All Island
1 January 2023 04:00,726,506,All Island
1 January 2023 04:15,732,504,All Island
1 January 2023 04:30,738,519,All Island
1 January 2023 04:45,744,503,All Island
1 January 2023 05:00,749,486,All Island
1 January 2023 05:15,737,487,All Island
1 January 2023 05:30,725,500,All Island
1 January 2023 05:45,712,621,All Island
1 January 2023 06:00,648,755,All Island
1 January 2023 06:15,648,834,All Island
1 January 2023 06:30,648,703,All Island
1 January 2023 06:45,648,683,All Island
1 January 2023 07:00,649,679,All Island
1 January 2023 07:15,656,680,All Island
1 January 2023 07:30,664,677,All Island
1 January 2023 07:45,672,615,All Island
1 January 2023 08:00,679,615,All Island
1 January 2023 08:15,669,594,All Island
1 January 2023 08:30,658,531,All Island
1 January 2023 08:45,647,555,All Island
1 January 2023 09:00,636,592,All Island
1 January 2023 09:15,620,554,All Island
1 January 2023 09:30,604,482,All Island
1 January 2023 09:45,588,410,All Island
1 January 2023 10:00,573,397,All Island
1 January 2023 10:15,554,354,All Island
1 January 2023 10:30,536,340,All Island
1 January 2023 10:45,518,308,All Island
1 January 2023 11:00,500,292,All Island
1 January 2023 11:15,488,299,All Island
1 January 2023 11:30,477,291,All Island
1 January 2023 11:45,465,285,All Island
1 January 2023 12:00,358,284,All Island
1 January 2023 12:15,347,259,All Island
1 January 2023 12:30,336,241,All Island
1 January 2023 12:45,325,238,All Island
1 January 2023 13:00,314,206,All Island
1 January 2023 13:15,321,207,All Island
1 January 2023 13:30,327,163,All Island
1 January 2023 13:45,333,140,All Island
1 January 2023 14:00,340,136,All Island
1 January 2023 14:15,331,169,All Island
1 January 2023 14:30,323,165,All Island
1 January 2023 14:45,315,177,All Island
1 January 2023 15:00,307,208,All Island
1 January 2023 15:15,292,246,All Island
1 January 2023 15:30,277,255,All Island
1 January 2023 15:45,262,287,All Island
1 January 2023 16:00,247,294,All Island
1 January 2023 16:15,247,312,All Island
1 January 2023 16:30,247,374,All Island
1 January 2023 16:45,247,417,All Island
1 January 2023 17:00,247,480,All Island
1 January 2023 17:15,260,497,All Island
1 January 2023 17:30,272,544,All Island
1 January 2023 17:45,285,565,All Island
1 January 2023 18:00,237,561,All Island
1 January 2023 18:15,271,588,All Island
1 January 2023 18:30,306,613,All Island
1 January 2023 18:45,340,591,All Island
1 January 2023 19:00,374,597,All Island
1 January 2023 19:15,374,571,All Island
1 January 2023 19:30,374,593,All Island
1 January 2023 19:45,374,569,All Island
1 January 2023 20:00,373,570,All Island
1 January 2023 20:15,359,577,All Island
1 January 2023 20:30,344,593,All Island
1 January 2023 20:45,330,624,All Island
1 January 2023 21:00,315,602,All Island
1 January 2023 21:15,318,600,All Island
1 January 2023 21:30,320,578,All Island
1 January 2023 21:45,323,585,All Island
1 January 2023 22:00,325,549,All Island
1 January 2023 22:15,339,524,All Island
1 January 2023 22:30,352,482,All Island
1 January 2023 22:45,366,457,All Island
1 January 2023 23:00,379,448,All Island
1 January 2023 23:15,396,423,All Island
1 January 2023 23:30,413,413,All Island
1 January 2023 23:45,430,402,All Island
2 January 2023 00:00,503,393,All Island
2 January 2023 00:15,476,404,All Island
2 January 2023 00:30,450,364,All Island
2 January 2023 00:45,423,350,All Island
2 January 2023 01:00,396,371,All Island
2 January 2023 01:15,372,354,All Island
2 January 2023 01:30,347,345,All Island
2 January 2023 01:45,322,343,All Island
2 January 2023 02:00,297,368,All Island
2 January 2023 02:15,300,367,All Island
2 January 2023 02:30,302,356,All Island
2 January 2023 02:45,305,326,All Island
2 January 2023 03:00,307,317,All Island
2 January 2023 03:15,304,306,All Island
2 January 2023 03:30,300,284,All Island
2 January 2023 03:45,296,260,All Island
2 January 2023 04:00,293,247,All Island
2 January 2023 04:15,283,247,All Island
2 January 2023 04:30,273,229,All Island
2 January 2023 04:45,263,228,All Island
2 January 2023 05:00,253,218,All Island
2 January 2023 05:15,248,212,All Island
2 January 2023 05:30,242,225,All Island
2 January 2023 05:45,236,209,All Island
2 January 2023 06:00,206,192,All Island
2 January 2023 06:15,221,182,All Island
2 January 2023 06:30,237,181,All Island
2 January 2023 06:45,252,180,All Island
2 January 2023 07:00,267,193,All Island
2 January 2023 07:15,284,215,All Island
2 January 2023 07:30,300,225,All Island
2 January 2023 07:45,317,243,All Island
2 January 2023 08:00,334,250,All Island
2 January 2023 08:15,351,266,All Island
2 January 2023 08:30,368,296,All Island
2 January 2023 08:45,386,351,All Island
2 January 2023 09:00,403,393,All Island
2 January 2023 09:15,421,446,All Island
2 January 2023 09:30,439,505,All Island
2 January 2023 09:45,458,542,All Island
2 January 2023 10:00,476,595,All Island
2 January 2023 10:15,514,656,All Island
2 January 2023 10:30,553,740,All Island
2 January 2023 10:45,591,814,All Island
2 January 2023 11:00,629,851,All Island
2 January 2023 11:15,669,886,All Island
2 January 2023 11:30,709,920,All Island
2 January 2023 11:45,749,955,All Island
2 January 2023 12:00,859,1061,All Island
2 January 2023 12:15,897,1107,All Island
2 January 2023 12:30,936,1181,All Island
2 January 2023 12:45,975,1210,All Island
2 January 2023 13:00,1014,1232,All Island
2 January 2023 13:15,1081,1305,All Island
2 January 2023 13:30,1147,1352,All Island
2 January 2023 13:45,1214,1402,All Island
2 January 2023 14:00,1281,1554,All Island
2 January 2023 14:15,1374,1543,All Island
2 January 2023 14:30,1467,1594,All Island
2 January 2023 14:45,1560,1662,All Island
2 January 2023 15:00,1653,1790,All Island
2 January 2023 15:15,1734,1837,All Island
2 January 2023 15:30,1815,1909,All Island
2 January 2023 15:45,1895,2088,All Island
2 January 2023 16:00,1976,2267,All Island
2 January 2023 16:15,2060,2422,All Island
2 January 2023 16:30,2143,2523,All Island
2 January 2023 16:45,2226,2653,All Island
2 January 2023 17:00,2309,2781,All Island
2 January 2023 17:15,2419,2815,All Island
2 January 2023 17:30,2529,2901,All Island
2 January 2023 17:45,2640,3022,All Island
2 January 2023 18:00,2586,3166,All Island
2 January 2023 18:15,2689,3295,All Island
2 January 2023 18:30,2792,3341,All Island
2 January 2023 18:45,2895,3414,All Island
2 January 2023 19:00,2998,3512,All Island
2 January 2023 19:15,3088,3587,All Island
2 January 2023 19:30,3177,3731,All Island
2 January 2023 19:45,3266,3777,All Island
2 January 2023 20:00,3356,3886,All Island
2 January 2023 20:15,3451,3950,All Island
2 January 2023 20:30,3545,4027,All Island
2 January 2023 20:45,3640,4052,All Island
2 January 2023 21:00,3735,4183,All Island
2 January 2023 21:15,3827,4237,All Island
2 January 2023 21:30,3918,4175,All Island
2 January 2023 21:45,4009,3990,All Island
2 January 2023 22:00,4100,3927,All Island
2 January 2023 22:15,4192,3847,All Island
2 January 2023 22:30,4283,3815,All Island
2 January 2023 22:45,4375,3817,All Island
2 January 2023 23:00,4467,3831,All Island
2 January 2023 23:15,4477,3955,All Island
2 January 2023 23:30,4488,3851,All Island
2 January 2023 23:45,4499,3793,All Island
3 January 2023 00:00,4542,3695,All Island
3 January 2023 00:15,4478,3708,All Island
3 January 2023 00:30,4414,3586,All Island
3 January 2023 00:45,4350,3525,All Island
3 January 2023 01:00,4286,3440,All Island
3 January 2023 01:15,4258,3437,All Island
3 January 2023 01:30,4229,3335,All Island
3 January 2023 01:45,4200,3184,All Island
3 January 2023 02:00,4171,3064,All Island
3 January 2023 02:15,4073,2990,All Island
3 January 2023 02:30,3975,2891,All Island
3 January 2023 02:45,3877,2739,All Island
3 January 2023 03:00,3779,2731,All Island
3 January 2023 03:15,3642,2688,All Island
3 January 2023 03:30,3504,2527,All Island
3 January 2023 03:45,3366,2409,All Island
3 January 2023 04:00,3229,2278,All Island
3 January 2023 04:15,3112,2310,All Island
3 January 2023 04:30,2996,2293,All Island
3 January 2023 04:45,2880,2195,All Island
3 January 2023 05:00,2764,2287,All Island
3 January 2023 05:15,2708,2565,All Island
3 January 2023 05:30,2653,2594,All Island
