DATE & TIME, ACTUAL DEMAND(MW), FORECAST DEMAND(MW), REGION
1 June 2019 00:00,3466,-,All Island
1 June 2019 00:15,3407,-,All Island
1 June 2019 00:30,3323,-,All Island
1 June 2019 00:45,3259,-,All Island
1 June 2019 01:00,3197,-,All Island
1 June 2019 01:15,3142,-,All Island
1 June 2019 01:30,3086,-,All Island
1 June 2019 01:45,3042,-,All Island
1 June 2019 02:00,3004,-,All Island
1 June 2019 02:15,3020,-,All Island
1 June 2019 02:30,2966,-,All Island
1 June 2019 02:45,2936,-,All Island
1 June 2019 03:00,2905,-,All Island
1 June 2019 03:15,2885,-,All Island
1 June 2019 03:30,2880,-,All Island
1 June 2019 03:45,2865,-,All Island
1 June 2019 04:00,2867,-,All Island
1 June 2019 04:15,2889,-,All Island
1 June 2019 04:30,2879,-,All Island
1 June 2019 04:45,2842,-,All Island
1 June 2019 05:00,2823,-,All Island
1 June 2019 05:15,2832,-,All Island
1 June 2019 05:30,2809,-,All Island
1 June 2019 05:45,2815,-,All Island
1 June 2019 06:00,2883,-,All Island
1 June 2019 06:15,2962,-,All Island
1 June 2019 06:30,2995,-,All Island
1 June 2019 06:45,3061,-,All Island
1 June 2019 07:00,3152,-,All Island
1 June 2019 07:15,3269,-,All Island
1 June 2019 07:30,3362,-,All Island
1 June 2019 07:45,3475,-,All Island
1 June 2019 08:00,3579,-,All Island
1 June 2019 08:15,3718,-,All Island
1 June 2019 08:30,3835,-,All Island
1 June 2019 08:45,3920,-,All Island
1 June 2019 09:00,4020,-,All Island
1 June 2019 09:15,4108,-,All Island
1 June 2019 09:30,4165,-,All Island
1 June 2019 09:45,4185,-,All Island
1 June 2019 10:00,4209,-,All Island
1 June 2019 10:15,4254,-,All Island
1 June 2019 10:30,4271,-,All Island
1 June 2019 10:45,4283,-,All Island
1 June 2019 11:00,4261,-,All Island
1 June 2019 11:15,4281,-,All Island
1 June 2019 11:30,4268,-,All Island
1 June 2019 11:45,4268,-,All Island
1 June 2019 12:00,4239,-,All Island
1 June 2019 12:15,4266,-,All Island
1 June 2019 12:30,4249,-,All Island
1 June 2019 12:45,4249,-,All Island
1 June 2019 13:00,4222,-,All Island
1 June 2019 13:15,4180,-,All Island
1 June 2019 13:30,4123,-,All Island
1 June 2019 13:45,4082,-,All Island
1 June 2019 14:00,4064,-,All Island
1 June 2019 14:15,4044,-,All Island
1 June 2019 14:30,4020,-,All Island
1 June 2019 14:45,3977,-,All Island
1 June 2019 15:00,3965,-,All Island
1 June 2019 15:15,3963,-,All Island
1 June 2019 15:30,3956,-,All Island
1 June 2019 15:45,3963,-,All Island
1 June 2019 16:00,3972,-,All Island
1 June 2019 16:15,4005,-,All Island
1 June 2019 16:30,4024,-,All Island
1 June 2019 16:45,4074,-,All Island
1 June 2019 17:00,4150,-,All Island
1 June 2019 17:15,4231,-,All Island
1 June 2019 17:30,4264,-,All Island
1 June 2019 17:45,4305,-,All Island
1 June 2019 18:00,4309,-,All Island
1 June 2019 18:15,4287,-,All Island
1 June 2019 18:30,4259,-,All Island
1 June 2019 18:45,4208,-,All Island
1 June 2019 19:00,4181,-,All Island
1 June 2019 19:15,4130,-,All Island
1 June 2019 19:30,4069,-,All Island
1 June 2019 19:45,4034,-,All Island
1 June 2019 20:00,3961,-,All Island
1 June 2019 20:15,3906,-,All Island
1 June 2019 20:30,3857,-,All Island
1 June 2019 20:45,3824,-,All Island
1 June 2019 21:00,3843,-,All Island
1 June 2019 21:15,3786,-,All Island
1 June 2019 21:30,3750,-,All Island
1 June 2019 21:45,3753,-,All Island
1 June 2019 22:00,3733,-,All Island
1 June 2019 22:15,3734,-,All Island
1 June 2019 22:30,3692,-,All Island
1 June 2019 22:45,3619,-,All Island
1 June 2019 23:00,3522,-,All Island
1 June 2019 23:15,3455,-,All Island
1 June 2019 23:30,3362,-,All Island
1 June 2019 23:45,3273,-,All Island
2 June 2019 00:00,3230,-,All Island
2 June 2019 00:15,3211,-,All Island
2 June 2019 00:30,3138,-,All Island
2 June 2019 00:45,3094,-,All Island
2 June 2019 01:00,3038,-,All Island
2 June 2019 01:15,2978,-,All Island
2 June 2019 01:30,2945,-,All Island
2 June 2019 01:45,2901,-,All Island
2 June 2019 02:00,2859,-,All Island
2 June 2019 02:15,2852,-,All Island
2 June 2019 02:30,2823,-,All Island
2 June 2019 02:45,2784,-,All Island
2 June 2019 03:00,2756,-,All Island
2 June 2019 03:15,2730,-,All Island
2 June 2019 03:30,2712,-,All Island
2 June 2019 03:45,2682,-,All Island
2 June 2019 04:00,2659,-,All Island
2 June 2019 04:15,2656,-,All Island
2 June 2019 04:30,2652,-,All Island
2 June 2019 04:45,2651,-,All Island
2 June 2019 05:00,2615,-,All Island
2 June 2019 05:15,2605,-,All Island
2 June 2019 05:30,2561,-,All Island
2 June 2019 05:45,2580,-,All Island
2 June 2019 06:00,2597,-,All Island
2 June 2019 06:15,2643,-,All Island
2 June 2019 06:30,2663,-,All Island
2 June 2019 06:45,2704,-,All Island
2 June 2019 07:00,2755,-,All Island
2 June 2019 07:15,2807,-,All Island
2 June 2019 07:30,2870,-,All Island
2 June 2019 07:45,2962,-,All Island
2 June 2019 08:00,3067,-,All Island
