DATE & TIME, ACTUAL DEMAND(MW), FORECAST DEMAND(MW), REGION
1 October 2020 00:00,3535,-,All Island
1 October 2020 00:15,3498,-,All Island
1 October 2020 00:30,3436,-,All Island
1 October 2020 00:45,3395,-,All Island
1 October 2020 01:00,3348,-,All Island
1 October 2020 01:15,3319,-,All Island
1 October 2020 01:30,3281,-,All Island
1 October 2020 01:45,3251,-,All Island
1 October 2020 02:00,3224,-,All Island
1 October 2020 02:15,3218,-,All Island
1 October 2020 02:30,3186,-,All Island
1 October 2020 02:45,3175,-,All Island
1 October 2020 03:00,3145,-,All Island
1 October 2020 03:15,3130,-,All Island
1 October 2020 03:30,3122,-,All Island
1 October 2020 03:45,3108,-,All Island
1 October 2020 04:00,3102,-,All Island
1 October 2020 04:15,3108,-,All Island
1 October 2020 04:30,3118,-,All Island
1 October 2020 04:45,3138,-,All Island
1 October 2020 05:00,3179,-,All Island
1 October 2020 05:15,3239,-,All Island
1 October 2020 05:30,3257,-,All Island
1 October 2020 05:45,3310,-,All Island
1 October 2020 06:00,3400,-,All Island
1 October 2020 06:15,3577,-,All Island
1 October 2020 06:30,3682,-,All Island
1 October 2020 06:45,3861,-,All Island
1 October 2020 07:00,4079,-,All Island
1 October 2020 07:15,4379,-,All Island
1 October 2020 07:30,4507,-,All Island
1 October 2020 07:45,4669,-,All Island
1 October 2020 08:00,4789,-,All Island
1 October 2020 08:15,4915,-,All Island
1 October 2020 08:30,4937,-,All Island
1 October 2020 08:45,4974,-,All Island
1 October 2020 09:00,5005,-,All Island
1 October 2020 09:15,5040,-,All Island
1 October 2020 09:30,5050,-,All Island
1 October 2020 09:45,5045,-,All Island
1 October 2020 10:00,5018,-,All Island
1 October 2020 10:15,4995,-,All Island
1 October 2020 10:30,4993,-,All Island
1 October 2020 10:45,4991,-,All Island
1 October 2020 11:00,4987,-,All Island
1 October 2020 11:15,4982,-,All Island
1 October 2020 11:30,4953,-,All Island
1 October 2020 11:45,4949,-,All Island
1 October 2020 12:00,4958,-,All Island
1 October 2020 12:15,5010,-,All Island
1 October 2020 12:30,4989,-,All Island
1 October 2020 12:45,5010,-,All Island
1 October 2020 13:00,4997,-,All Island
1 October 2020 13:15,4961,-,All Island
1 October 2020 13:30,4884,-,All Island
1 October 2020 13:45,4857,-,All Island
1 October 2020 14:00,4846,-,All Island
1 October 2020 14:15,4885,-,All Island
1 October 2020 14:30,4862,-,All Island
1 October 2020 14:45,4847,-,All Island
1 October 2020 15:00,4850,-,All Island
1 October 2020 15:15,4890,-,All Island
1 October 2020 15:30,4913,-,All Island
1 October 2020 15:45,4916,-,All Island
1 October 2020 16:00,4969,-,All Island
1 October 2020 16:15,5032,-,All Island
1 October 2020 16:30,5116,-,All Island
1 October 2020 16:45,5181,-,All Island
1 October 2020 17:00,5237,-,All Island
1 October 2020 17:15,5311,-,All Island
1 October 2020 17:30,5334,-,All Island
1 October 2020 17:45,5346,-,All Island
1 October 2020 18:00,5334,-,All Island
1 October 2020 18:15,5293,-,All Island
1 October 2020 18:30,5268,-,All Island
1 October 2020 18:45,5255,-,All Island
1 October 2020 19:00,5273,-,All Island
1 October 2020 19:15,5357,-,All Island
1 October 2020 19:30,5417,-,All Island
1 October 2020 19:45,5417,-,All Island
1 October 2020 20:00,5353,-,All Island
1 October 2020 20:15,5266,-,All Island
1 October 2020 20:30,5186,-,All Island
1 October 2020 20:45,5089,-,All Island
1 October 2020 21:00,4974,-,All Island
1 October 2020 21:15,4850,-,All Island
1 October 2020 21:30,4718,-,All Island
1 October 2020 21:45,4608,-,All Island
1 October 2020 22:00,4492,-,All Island
1 October 2020 22:15,4334,-,All Island
1 October 2020 22:30,4195,-,All Island
1 October 2020 22:45,4085,-,All Island
1 October 2020 23:00,3933,-,All Island
1 October 2020 23:15,3810,-,All Island
1 October 2020 23:30,3703,-,All Island
1 October 2020 23:45,3613,-,All Island
2 October 2020 00:00,3536,-,All Island
2 October 2020 00:15,3507,-,All Island
2 October 2020 00:30,3456,-,All Island
2 October 2020 00:45,3395,-,All Island
2 October 2020 01:00,3366,-,All Island
2 October 2020 01:15,3351,-,All Island
2 October 2020 01:30,3334,-,All Island
2 October 2020 01:45,3276,-,All Island
2 October 2020 02:00,3241,-,All Island
2 October 2020 02:15,3248,-,All Island
2 October 2020 02:30,3243,-,All Island
2 October 2020 02:45,3219,-,All Island
2 October 2020 03:00,3181,-,All Island
2 October 2020 03:15,3167,-,All Island
2 October 2020 03:30,3153,-,All Island
2 October 2020 03:45,3153,-,All Island
2 October 2020 04:00,3129,-,All Island
2 October 2020 04:15,3145,-,All Island
2 October 2020 04:30,3151,-,All Island
2 October 2020 04:45,3157,-,All Island
2 October 2020 05:00,3219,-,All Island
2 October 2020 05:15,3263,-,All Island
2 October 2020 05:30,3291,-,All Island
2 October 2020 05:45,3372,-,All Island
2 October 2020 06:00,3467,-,All Island
2 October 2020 06:15,3623,-,All Island
2 October 2020 06:30,3754,-,All Island
2 October 2020 06:45,3943,-,All Island
2 October 2020 07:00,4154,-,All Island
2 October 2020 07:15,4406,-,All Island
2 October 2020 07:30,4553,-,All Island
2 October 2020 07:45,4695,-,All Island
2 October 2020 08:00,4799,-,All Island
2 October 2020 08:15,4907,-,All Island
2 October 2020 08:30,4922,-,All Island
2 October 2020 08:45,4947,-,All Island
2 October 2020 09:00,4968,-,All Island
2 October 2020 09:15,5011,-,All Island
2 October 2020 09:30,5029,-,All Island
2 October 2020 09:45,5023,-,All Island
2 October 2020 10:00,4990,-,All Island
2 October 2020 10:15,4965,-,All Island
2 October 2020 10:30,4962,-,All Island
2 October 2020 10:45,4978,-,All Island
2 October 2020 11:00,4970,-,All Island
2 October 2020 11:15,4989,-,All Island
2 October 2020 11:30,4960,-,All Island
2 October 2020 11:45,4937,-,All Island
2 October 2020 12:00,4935,-,All Island
2 October 2020 12:15,4952,-,All Island
2 October 2020 12:30,4936,-,All Island
2 October 2020 12:45,4912,-,All Island
2 October 2020 13:00,4904,-,All Island
2 October 2020 13:15,4848,-,All Island
2 October 2020 13:30,4782,-,All Island
2 October 2020 13:45,4739,-,All Island
2 October 2020 14:00,4709,-,All Island
2 October 2020 14:15,4701,-,All Island
2 October 2020 14:30,4664,-,All Island
2 October 2020 14:45,4666,-,All Island
2 October 2020 15:00,4677,-,All Island
2 October 2020 15:15,4664,-,All Island
2 October 2020 15:30,4651,-,All Island
2 October 2020 15:45,4666,-,All Island
2 October 2020 16:00,4702,-,All Island
2 October 2020 16:15,4734,-,All Island
2 October 2020 16:30,4777,-,All Island
2 October 2020 16:45,4805,-,All Island
2 October 2020 17:00,4855,-,All Island
2 October 2020 17:15,4935,-,All Island
2 October 2020 17:30,4969,-,All Island
2 October 2020 17:45,4967,-,All Island
2 October 2020 18:00,4976,-,All Island
2 October 2020 18:15,4971,-,All Island
2 October 2020 18:30,4964,-,All Island
2 October 2020 18:45,4953,-,All Island
2 October 2020 19:00,4959,-,All Island
2 October 2020 19:15,5036,-,All Island
2 October 2020 19:30,5150,-,All Island
2 October 2020 19:45,5164,-,All Island
2 October 2020 20:00,5097,-,All Island
2 October 2020 20:15,5036,-,All Island
2 October 2020 20:30,4954,-,All Island
2 October 2020 20:45,4856,-,All Island
2 October 2020 21:00,4758,-,All Island
2 October 2020 21:15,4664,-,All Island
2 October 2020 21:30,4567,-,All Island
2 October 2020 21:45,4448,-,All Island
2 October 2020 22:00,4349,-,All Island
2 October 2020 22:15,4219,-,All Island
2 October 2020 22:30,4092,-,All Island
2 October 2020 22:45,3983,-,All Island
2 October 2020 23:00,3870,-,All Island
2 October 2020 23:15,3805,-,All Island
2 October 2020 23:30,3707,-,All Island
2 October 2020 23:45,3631,-,All Island
3 October 2020 00:00,3564,-,All Island
3 October 2020 00:15,3534,-,All Island
3 October 2020 00:30,3479,-,All Island
3 October 2020 00:45,3402,-,All Island
3 October 2020 01:00,3356,-,All Island
3 October 2020 01:15,3310,-,All Island
3 October 2020 01:30,3257,-,All Island
3 October 2020 01:45,3214,-,All Island
3 October 2020 02:00,3172,-,All Island
3 October 2020 02:15,3163,-,All Island
3 October 2020 02:30,3130,-,All Island
3 October 2020 02:45,3119,-,All Island
