DATE & TIME, FORECAST WIND(MW),  ACTUAL WIND(MW), REGION
1 March 2024 00:00,2855,2086,All Island
1 March 2024 00:15,2858,2003,All Island
1 March 2024 00:30,2862,2061,All Island
1 March 2024 00:45,2865,2107,All Island
1 March 2024 01:00,2869,2099,All Island
1 March 2024 01:15,2859,2115,All Island
1 March 2024 01:30,2849,2071,All Island
1 March 2024 01:45,2839,1973,All Island
1 March 2024 02:00,2830,1860,All Island
1 March 2024 02:15,2802,1887,All Island
1 March 2024 02:30,2775,1940,All Island
1 March 2024 02:45,2748,1912,All Island
1 March 2024 03:00,2721,1837,All Island
1 March 2024 03:15,2682,1789,All Island
1 March 2024 03:30,2642,1737,All Island
1 March 2024 03:45,2603,1757,All Island
1 March 2024 04:00,2563,1741,All Island
1 March 2024 04:15,2553,1687,All Island
1 March 2024 04:30,2544,1747,All Island
1 March 2024 04:45,2534,1718,All Island
1 March 2024 05:00,2524,1810,All Island
1 March 2024 05:15,2538,1944,All Island
1 March 2024 05:30,2552,1893,All Island
1 March 2024 05:45,2566,1917,All Island
1 March 2024 06:00,2744,1856,All Island
1 March 2024 06:15,2755,1935,All Island
1 March 2024 06:30,2766,1840,All Island
1 March 2024 06:45,2778,1915,All Island
1 March 2024 07:00,2789,2000,All Island
1 March 2024 07:15,2818,2039,All Island
1 March 2024 07:30,2846,2157,All Island
1 March 2024 07:45,2875,2131,All Island
1 March 2024 08:00,2904,2209,All Island
1 March 2024 08:15,2961,2321,All Island
1 March 2024 08:30,3018,2406,All Island
1 March 2024 08:45,3075,2399,All Island
1 March 2024 09:00,3133,2323,All Island
1 March 2024 09:15,3157,2323,All Island
1 March 2024 09:30,3182,2433,All Island
1 March 2024 09:45,3206,2422,All Island
1 March 2024 10:00,3231,2508,All Island
1 March 2024 10:15,3260,2620,All Island
1 March 2024 10:30,3289,2615,All Island
1 March 2024 10:45,3318,2735,All Island
1 March 2024 11:00,3347,2784,All Island
1 March 2024 11:15,3362,2940,All Island
1 March 2024 11:30,3377,3053,All Island
1 March 2024 11:45,3392,3188,All Island
1 March 2024 12:00,2915,3323,All Island
1 March 2024 12:15,2988,3301,All Island
1 March 2024 12:30,3061,3297,All Island
1 March 2024 12:45,3135,3340,All Island
1 March 2024 13:00,3208,3492,All Island
1 March 2024 13:15,3268,3520,All Island
1 March 2024 13:30,3329,3532,All Island
1 March 2024 13:45,3389,3646,All Island
1 March 2024 14:00,3449,3800,All Island
1 March 2024 14:15,3533,3882,All Island
1 March 2024 14:30,3617,3986,All Island
1 March 2024 14:45,3700,4031,All Island
1 March 2024 15:00,3784,4076,All Island
1 March 2024 15:15,3830,4136,All Island
1 March 2024 15:30,3876,4226,All Island
1 March 2024 15:45,3921,4246,All Island
1 March 2024 16:00,3967,4235,All Island
1 March 2024 16:15,3962,4240,All Island
1 March 2024 16:30,3958,4185,All Island
1 March 2024 16:45,3954,4165,All Island
1 March 2024 17:00,3949,4098,All Island
1 March 2024 17:15,3933,4032,All Island
1 March 2024 17:30,3916,4002,All Island
1 March 2024 17:45,3900,3944,All Island
1 March 2024 18:00,3543,3881,All Island
1 March 2024 18:15,3493,3838,All Island
1 March 2024 18:30,3443,3823,All Island
1 March 2024 18:45,3393,3781,All Island
1 March 2024 19:00,3343,3710,All Island
1 March 2024 19:15,3326,3731,All Island
1 March 2024 19:30,3309,3735,All Island
1 March 2024 19:45,3292,3695,All Island
1 March 2024 20:00,3275,3664,All Island
1 March 2024 20:15,3217,3627,All Island
1 March 2024 20:30,3160,3558,All Island
1 March 2024 20:45,3102,3552,All Island
1 March 2024 21:00,3045,3503,All Island
1 March 2024 21:15,2965,3377,All Island
1 March 2024 21:30,2885,3306,All Island
1 March 2024 21:45,2804,3288,All Island
1 March 2024 22:00,2724,3232,All Island
1 March 2024 22:15,2685,3169,All Island
1 March 2024 22:30,2646,3068,All Island
1 March 2024 22:45,2606,3008,All Island
1 March 2024 23:00,2567,2964,All Island
1 March 2024 23:15,2537,2937,All Island
1 March 2024 23:30,2507,2857,All Island
1 March 2024 23:45,2477,2850,All Island
2 March 2024 00:00,2359,2785,All Island
2 March 2024 00:15,2353,2708,All Island
2 March 2024 00:30,2347,2673,All Island
2 March 2024 00:45,2341,2609,All Island
2 March 2024 01:00,2335,2644,All Island
2 March 2024 01:15,2373,2680,All Island
2 March 2024 01:30,2411,2645,All Island
2 March 2024 01:45,2449,2631,All Island
2 March 2024 02:00,2487,2647,All Island
2 March 2024 02:15,2510,2740,All Island
2 March 2024 02:30,2534,2796,All Island
2 March 2024 02:45,2558,2826,All Island
2 March 2024 03:00,2582,2775,All Island
2 March 2024 03:15,2585,2679,All Island
2 March 2024 03:30,2588,2674,All Island
2 March 2024 03:45,2592,2735,All Island
2 March 2024 04:00,2595,2731,All Island
2 March 2024 04:15,2595,2722,All Island
2 March 2024 04:30,2594,2676,All Island
2 March 2024 04:45,2594,2594,All Island
2 March 2024 05:00,2593,2600,All Island
2 March 2024 05:15,2602,2706,All Island
2 March 2024 05:30,2611,2709,All Island
2 March 2024 05:45,2620,2741,All Island
2 March 2024 06:00,2609,2773,All Island
2 March 2024 06:15,2650,2744,All Island
2 March 2024 06:30,2691,2837,All Island
2 March 2024 06:45,2733,2847,All Island
2 March 2024 07:00,2774,2873,All Island
2 March 2024 07:15,2800,2684,All Island
2 March 2024 07:30,2826,2728,All Island
2 March 2024 07:45,2852,2806,All Island
2 March 2024 08:00,2878,2840,All Island
2 March 2024 08:15,2849,2865,All Island
2 March 2024 08:30,2821,2865,All Island
2 March 2024 08:45,2792,2872,All Island
2 March 2024 09:00,2764,2878,All Island
2 March 2024 09:15,2827,2992,All Island
2 March 2024 09:30,2890,3099,All Island
2 March 2024 09:45,2953,3226,All Island
2 March 2024 10:00,3016,3268,All Island
2 March 2024 10:15,3075,3228,All Island
2 March 2024 10:30,3134,3339,All Island
2 March 2024 10:45,3193,3373,All Island
2 March 2024 11:00,3252,3332,All Island
2 March 2024 11:15,3253,3347,All Island
2 March 2024 11:30,3254,3382,All Island
2 March 2024 11:45,3255,3341,All Island
2 March 2024 12:00,3401,3371,All Island
2 March 2024 12:15,3402,3319,All Island
2 March 2024 12:30,3403,3353,All Island
2 March 2024 12:45,3404,3334,All Island
2 March 2024 13:00,3405,3388,All Island
2 March 2024 13:15,3400,3307,All Island
2 March 2024 13:30,3394,3295,All Island
2 March 2024 13:45,3389,3259,All Island
2 March 2024 14:00,3383,3254,All Island
2 March 2024 14:15,3380,3283,All Island
2 March 2024 14:30,3376,3218,All Island
2 March 2024 14:45,3372,3195,All Island
2 March 2024 15:00,3368,3206,All Island
2 March 2024 15:15,3361,3313,All Island
2 March 2024 15:30,3354,3225,All Island
2 March 2024 15:45,3347,3216,All Island
2 March 2024 16:00,3339,3197,All Island
2 March 2024 16:15,3287,3204,All Island
2 March 2024 16:30,3234,3142,All Island
2 March 2024 16:45,3181,3121,All Island
2 March 2024 17:00,3129,3066,All Island
2 March 2024 17:15,3021,2920,All Island
2 March 2024 17:30,2913,2923,All Island
2 March 2024 17:45,2805,2791,All Island
2 March 2024 18:00,2745,2654,All Island
2 March 2024 18:15,2671,2513,All Island
2 March 2024 18:30,2597,2384,All Island
2 March 2024 18:45,2523,2335,All Island
2 March 2024 19:00,2449,2197,All Island
2 March 2024 19:15,2412,2209,All Island
2 March 2024 19:30,2374,2140,All Island
2 March 2024 19:45,2337,2201,All Island
2 March 2024 20:00,2300,2119,All Island
2 March 2024 20:15,2268,1978,All Island
2 March 2024 20:30,2235,1889,All Island
2 March 2024 20:45,2203,1843,All Island
2 March 2024 21:00,2171,1744,All Island
2 March 2024 21:15,2129,1820,All Island
2 March 2024 21:30,2086,1950,All Island
2 March 2024 21:45,2044,1894,All Island
2 March 2024 22:00,2002,1903,All Island
2 March 2024 22:15,1966,1885,All Island
2 March 2024 22:30,1930,1901,All Island
2 March 2024 22:45,1893,1816,All Island
2 March 2024 23:00,1857,1641,All Island
2 March 2024 23:15,1829,1564,All Island
2 March 2024 23:30,1801,1547,All Island
2 March 2024 23:45,1773,1522,All Island
3 March 2024 00:00,1722,1421,All Island
3 March 2024 00:15,1715,1490,All Island
3 March 2024 00:30,1709,1477,All Island
3 March 2024 00:45,1703,1514,All Island
3 March 2024 01:00,1697,1535,All Island
3 March 2024 01:15,1685,1488,All Island
3 March 2024 01:30,1674,1451,All Island
3 March 2024 01:45,1663,1470,All Island
3 March 2024 02:00,1652,1464,All Island
3 March 2024 02:15,1624,1473,All Island
3 March 2024 02:30,1597,1437,All Island
3 March 2024 02:45,1569,1389,All Island
3 March 2024 03:00,1542,1444,All Island
3 March 2024 03:15,1500,1401,All Island
3 March 2024 03:30,1458,1464,All Island
3 March 2024 03:45,1416,1393,All Island
3 March 2024 04:00,1374,1353,All Island
3 March 2024 04:15,1332,1335,All Island
3 March 2024 04:30,1290,1285,All Island
3 March 2024 04:45,1249,1304,All Island
3 March 2024 05:00,1207,1307,All Island
3 March 2024 05:15,1172,1309,All Island
