DATE & TIME, ACTUAL GENERATION(MW), REGION
1 October 2020 00:00,2716,All Island
1 October 2020 00:15,2756,All Island
1 October 2020 00:30,2541,All Island
1 October 2020 00:45,2502,All Island
1 October 2020 01:00,2454,All Island
1 October 2020 01:15,2424,All Island
1 October 2020 01:30,2385,All Island
1 October 2020 01:45,2355,All Island
1 October 2020 02:00,2399,All Island
1 October 2020 02:15,2454,All Island
1 October 2020 02:30,2480,All Island
1 October 2020 02:45,2397,All Island
1 October 2020 03:00,2347,All Island
1 October 2020 03:15,2295,All Island
1 October 2020 03:30,2291,All Island
1 October 2020 03:45,2353,All Island
1 October 2020 04:00,2423,All Island
1 October 2020 04:15,2506,All Island
1 October 2020 04:30,2588,All Island
1 October 2020 04:45,2616,All Island
1 October 2020 05:00,2729,All Island
1 October 2020 05:15,2843,All Island
1 October 2020 05:30,2800,All Island
1 October 2020 05:45,2822,All Island
1 October 2020 06:00,2858,All Island
1 October 2020 06:15,2924,All Island
1 October 2020 06:30,2976,All Island
1 October 2020 06:45,3090,All Island
1 October 2020 07:00,3232,All Island
1 October 2020 07:15,3462,All Island
1 October 2020 07:30,3518,All Island
1 October 2020 07:45,3681,All Island
1 October 2020 08:00,3803,All Island
1 October 2020 08:15,3929,All Island
1 October 2020 08:30,3953,All Island
1 October 2020 08:45,3991,All Island
1 October 2020 09:00,4014,All Island
1 October 2020 09:15,4056,All Island
1 October 2020 09:30,4061,All Island
1 October 2020 09:45,4060,All Island
1 October 2020 10:00,4031,All Island
1 October 2020 10:15,4008,All Island
1 October 2020 10:30,4005,All Island
1 October 2020 10:45,4003,All Island
1 October 2020 11:00,3997,All Island
1 October 2020 11:15,3992,All Island
1 October 2020 11:30,3965,All Island
1 October 2020 11:45,3960,All Island
1 October 2020 12:00,3968,All Island
1 October 2020 12:15,4022,All Island
1 October 2020 12:30,4002,All Island
1 October 2020 12:45,4023,All Island
1 October 2020 13:00,4009,All Island
1 October 2020 13:15,3974,All Island
1 October 2020 13:30,3896,All Island
1 October 2020 13:45,3869,All Island
1 October 2020 14:00,3855,All Island
1 October 2020 14:15,3895,All Island
1 October 2020 14:30,3873,All Island
1 October 2020 14:45,3856,All Island
1 October 2020 15:00,3860,All Island
1 October 2020 15:15,3900,All Island
1 October 2020 15:30,3923,All Island
1 October 2020 15:45,3925,All Island
1 October 2020 16:00,3976,All Island
1 October 2020 16:15,4041,All Island
1 October 2020 16:30,4123,All Island
1 October 2020 16:45,4191,All Island
1 October 2020 17:00,4248,All Island
1 October 2020 17:15,4323,All Island
1 October 2020 17:30,4347,All Island
1 October 2020 17:45,4360,All Island
1 October 2020 18:00,4344,All Island
1 October 2020 18:15,4333,All Island
1 October 2020 18:30,4334,All Island
1 October 2020 18:45,4326,All Island
1 October 2020 19:00,4345,All Island
1 October 2020 19:15,4401,All Island
1 October 2020 19:30,4434,All Island
1 October 2020 19:45,4429,All Island
1 October 2020 20:00,4368,All Island
1 October 2020 20:15,4285,All Island
1 October 2020 20:30,4202,All Island
1 October 2020 20:45,4101,All Island
1 October 2020 21:00,3986,All Island
1 October 2020 21:15,3861,All Island
1 October 2020 21:30,3805,All Island
1 October 2020 21:45,3771,All Island
1 October 2020 22:00,3733,All Island
1 October 2020 22:15,3652,All Island
1 October 2020 22:30,3537,All Island
1 October 2020 22:45,3404,All Island
1 October 2020 23:00,3260,All Island
1 October 2020 23:15,3279,All Island
1 October 2020 23:30,3399,All Island
1 October 2020 23:45,3456,All Island
2 October 2020 00:00,3568,All Island
2 October 2020 00:15,3687,All Island
2 October 2020 00:30,3799,All Island
2 October 2020 00:45,3872,All Island
2 October 2020 01:00,3917,All Island
2 October 2020 01:15,3973,All Island
2 October 2020 01:30,4029,All Island
2 October 2020 01:45,4039,All Island
2 October 2020 02:00,3930,All Island
2 October 2020 02:15,3863,All Island
2 October 2020 02:30,3915,All Island
2 October 2020 02:45,3949,All Island
2 October 2020 03:00,3757,All Island
2 October 2020 03:15,3592,All Island
2 October 2020 03:30,3560,All Island
2 October 2020 03:45,3586,All Island
2 October 2020 04:00,3583,All Island
2 October 2020 04:15,3468,All Island
2 October 2020 04:30,3330,All Island
2 October 2020 04:45,3483,All Island
2 October 2020 05:00,3699,All Island
2 October 2020 05:15,3858,All Island
2 October 2020 05:30,3805,All Island
2 October 2020 05:45,3807,All Island
2 October 2020 06:00,3982,All Island
2 October 2020 06:15,4294,All Island
2 October 2020 06:30,4505,All Island
2 October 2020 06:45,4552,All Island
2 October 2020 07:00,4614,All Island
2 October 2020 07:15,4709,All Island
2 October 2020 07:30,4708,All Island
2 October 2020 07:45,4786,All Island
2 October 2020 08:00,4816,All Island
2 October 2020 08:15,4744,All Island
2 October 2020 08:30,4594,All Island
2 October 2020 08:45,4475,All Island
2 October 2020 09:00,4452,All Island
2 October 2020 09:15,4438,All Island
2 October 2020 09:30,4399,All Island
2 October 2020 09:45,4466,All Island
2 October 2020 10:00,4431,All Island
2 October 2020 10:15,4453,All Island
2 October 2020 10:30,4431,All Island
2 October 2020 10:45,4464,All Island
2 October 2020 11:00,4558,All Island
2 October 2020 11:15,4639,All Island
2 October 2020 11:30,4634,All Island
2 October 2020 11:45,4666,All Island
2 October 2020 12:00,4737,All Island
2 October 2020 12:15,4829,All Island
2 October 2020 12:30,4785,All Island
2 October 2020 12:45,4724,All Island
2 October 2020 13:00,4788,All Island
2 October 2020 13:15,4805,All Island
2 October 2020 13:30,4719,All Island
2 October 2020 13:45,4595,All Island
2 October 2020 14:00,4498,All Island
2 October 2020 14:15,4413,All Island
2 October 2020 14:30,4299,All Island
2 October 2020 14:45,4375,All Island
2 October 2020 15:00,4459,All Island
2 October 2020 15:15,4523,All Island
2 October 2020 15:30,4560,All Island
2 October 2020 15:45,4641,All Island
2 October 2020 16:00,4678,All Island
2 October 2020 16:15,4739,All Island
2 October 2020 16:30,4785,All Island
2 October 2020 16:45,4841,All Island
2 October 2020 17:00,4754,All Island
2 October 2020 17:15,4687,All Island
2 October 2020 17:30,4686,All Island
2 October 2020 17:45,4692,All Island
2 October 2020 18:00,4627,All Island
2 October 2020 18:15,4541,All Island
2 October 2020 18:30,4509,All Island
2 October 2020 18:45,4447,All Island
2 October 2020 19:00,4370,All Island
2 October 2020 19:15,4381,All Island
2 October 2020 19:30,4411,All Island
2 October 2020 19:45,4387,All Island
2 October 2020 20:00,4241,All Island
2 October 2020 20:15,4128,All Island
2 October 2020 20:30,3997,All Island
2 October 2020 20:45,3915,All Island
2 October 2020 21:00,3969,All Island
2 October 2020 21:15,4005,All Island
2 October 2020 21:30,3828,All Island
2 October 2020 21:45,3625,All Island
2 October 2020 22:00,3589,All Island
2 October 2020 22:15,3584,All Island
2 October 2020 22:30,3545,All Island
2 October 2020 22:45,3429,All Island
2 October 2020 23:00,3363,All Island
2 October 2020 23:15,3448,All Island
2 October 2020 23:30,3498,All Island
2 October 2020 23:45,3568,All Island
3 October 2020 00:00,3571,All Island
3 October 2020 00:15,3580,All Island
3 October 2020 00:30,3531,All Island
3 October 2020 00:45,3456,All Island
3 October 2020 01:00,3403,All Island
3 October 2020 01:15,3363,All Island
3 October 2020 01:30,3246,All Island
3 October 2020 01:45,3045,All Island
3 October 2020 02:00,2852,All Island
3 October 2020 02:15,2687,All Island
3 October 2020 02:30,2512,All Island
3 October 2020 02:45,2361,All Island
3 October 2020 03:00,2304,All Island
3 October 2020 03:15,2298,All Island
3 October 2020 03:30,2261,All Island
3 October 2020 03:45,2285,All Island
3 October 2020 04:00,2366,All Island
3 October 2020 04:15,2463,All Island
3 October 2020 04:30,2415,All Island
3 October 2020 04:45,2483,All Island
3 October 2020 05:00,2624,All Island
3 October 2020 05:15,2822,All Island
3 October 2020 05:30,2990,All Island
3 October 2020 05:45,3163,All Island
3 October 2020 06:00,3374,All Island
3 October 2020 06:15,3657,All Island
3 October 2020 06:30,3878,All Island
3 October 2020 06:45,4048,All Island
3 October 2020 07:00,4108,All Island
3 October 2020 07:15,3920,All Island
3 October 2020 07:30,4024,All Island
3 October 2020 07:45,4152,All Island
3 October 2020 08:00,4104,All Island
3 October 2020 08:15,4108,All Island
3 October 2020 08:30,4140,All Island
3 October 2020 08:45,4286,All Island
3 October 2020 09:00,4267,All Island
3 October 2020 09:15,4252,All Island
3 October 2020 09:30,4220,All Island
3 October 2020 09:45,4183,All Island
3 October 2020 10:00,4201,All Island
3 October 2020 10:15,4297,All Island
3 October 2020 10:30,4362,All Island
3 October 2020 10:45,4442,All Island
3 October 2020 11:00,4533,All Island
3 October 2020 11:15,4481,All Island
3 October 2020 11:30,4504,All Island
3 October 2020 11:45,4571,All Island
3 October 2020 12:00,4563,All Island
3 October 2020 12:15,4640,All Island
3 October 2020 12:30,4618,All Island
3 October 2020 12:45,4553,All Island
3 October 2020 13:00,4452,All Island
3 October 2020 13:15,4337,All Island
3 October 2020 13:30,4340,All Island
3 October 2020 13:45,4344,All Island
3 October 2020 14:00,4233,All Island
3 October 2020 14:15,4110,All Island
3 October 2020 14:30,4101,All Island
3 October 2020 14:45,4151,All Island
3 October 2020 15:00,4124,All Island
3 October 2020 15:15,4084,All Island
3 October 2020 15:30,4061,All Island
3 October 2020 15:45,4046,All Island
3 October 2020 16:00,3988,All Island
3 October 2020 16:15,3979,All Island
3 October 2020 16:30,4090,All Island
3 October 2020 16:45,4179,All Island
3 October 2020 17:00,4172,All Island
3 October 2020 17:15,4147,All Island
3 October 2020 17:30,4218,All Island
3 October 2020 17:45,4266,All Island
3 October 2020 18:00,4280,All Island
3 October 2020 18:15,4179,All Island
3 October 2020 18:30,4170,All Island
3 October 2020 18:45,4214,All Island
3 October 2020 19:00,4211,All Island
3 October 2020 19:15,4268,All Island
3 October 2020 19:30,4325,All Island
3 October 2020 19:45,4334,All Island
3 October 2020 20:00,4289,All Island
3 October 2020 20:15,4181,All Island
3 October 2020 20:30,4211,All Island
3 October 2020 20:45,4273,All Island
3 October 2020 21:00,4347,All Island
3 October 2020 21:15,4358,All Island
3 October 2020 21:30,4325,All Island
3 October 2020 21:45,4284,All Island
3 October 2020 22:00,4147,All Island
3 October 2020 22:15,3982,All Island
3 October 2020 22:30,3825,All Island
3 October 2020 22:45,3639,All Island
3 October 2020 23:00,3500,All Island
3 October 2020 23:15,3573,All Island
3 October 2020 23:30,3487,All Island
3 October 2020 23:45,3343,All Island
4 October 2020 00:00,3272,All Island
4 October 2020 00:15,3318,All Island
4 October 2020 00:30,3329,All Island
4 October 2020 00:45,3403,All Island
4 October 2020 01:00,3531,All Island
4 October 2020 01:15,3726,All Island
4 October 2020 01:30,3800,All Island
4 October 2020 01:45,3831,All Island
4 October 2020 02:00,3840,All Island
4 October 2020 02:15,3896,All Island
4 October 2020 02:30,3870,All Island
4 October 2020 02:45,3843,All Island
4 October 2020 03:00,3801,All Island
