DATE & TIME, ACTUAL DEMAND(MW), FORECAST DEMAND(MW), REGION
1 June 2020 00:00,3065,-,All Island
1 June 2020 00:15,3024,-,All Island
1 June 2020 00:30,2968,-,All Island
1 June 2020 00:45,2914,-,All Island
1 June 2020 01:00,2860,-,All Island
1 June 2020 01:15,2823,-,All Island
1 June 2020 01:30,2778,-,All Island
1 June 2020 01:45,2748,-,All Island
1 June 2020 02:00,2729,-,All Island
1 June 2020 02:15,2723,-,All Island
1 June 2020 02:30,2694,-,All Island
1 June 2020 02:45,2681,-,All Island
1 June 2020 03:00,2661,-,All Island
1 June 2020 03:15,2660,-,All Island
1 June 2020 03:30,2646,-,All Island
1 June 2020 03:45,2635,-,All Island
1 June 2020 04:00,2629,-,All Island
1 June 2020 04:15,2633,-,All Island
1 June 2020 04:30,2619,-,All Island
1 June 2020 04:45,2592,-,All Island
1 June 2020 05:00,2565,-,All Island
1 June 2020 05:15,2567,-,All Island
1 June 2020 05:30,2573,-,All Island
1 June 2020 05:45,2594,-,All Island
1 June 2020 06:00,2647,-,All Island
1 June 2020 06:15,2726,-,All Island
1 June 2020 06:30,2765,-,All Island
1 June 2020 06:45,2819,-,All Island
1 June 2020 07:00,2896,-,All Island
1 June 2020 07:15,2982,-,All Island
1 June 2020 07:30,3057,-,All Island
1 June 2020 07:45,3156,-,All Island
1 June 2020 08:00,3246,-,All Island
1 June 2020 08:15,3354,-,All Island
1 June 2020 08:30,3431,-,All Island
1 June 2020 08:45,3517,-,All Island
1 June 2020 09:00,3591,-,All Island
1 June 2020 09:15,3660,-,All Island
1 June 2020 09:30,3719,-,All Island
1 June 2020 09:45,3779,-,All Island
1 June 2020 10:00,3813,-,All Island
1 June 2020 10:15,3843,-,All Island
1 June 2020 10:30,3877,-,All Island
1 June 2020 10:45,3898,-,All Island
1 June 2020 11:00,3929,-,All Island
1 June 2020 11:15,3942,-,All Island
1 June 2020 11:30,3937,-,All Island
1 June 2020 11:45,3937,-,All Island
1 June 2020 12:00,3953,-,All Island
1 June 2020 12:15,3960,-,All Island
1 June 2020 12:30,3965,-,All Island
1 June 2020 12:45,3974,-,All Island
1 June 2020 13:00,3966,-,All Island
1 June 2020 13:15,3933,-,All Island
1 June 2020 13:30,3886,-,All Island
1 June 2020 13:45,3831,-,All Island
1 June 2020 14:00,3800,-,All Island
1 June 2020 14:15,3759,-,All Island
1 June 2020 14:30,3731,-,All Island
1 June 2020 14:45,3708,-,All Island
1 June 2020 15:00,3679,-,All Island
1 June 2020 15:15,3670,-,All Island
1 June 2020 15:30,3652,-,All Island
1 June 2020 15:45,3660,-,All Island
1 June 2020 16:00,3679,-,All Island
1 June 2020 16:15,3728,-,All Island
1 June 2020 16:30,3767,-,All Island
1 June 2020 16:45,3844,-,All Island
1 June 2020 17:00,3908,-,All Island
1 June 2020 17:15,4001,-,All Island
1 June 2020 17:30,4064,-,All Island
1 June 2020 17:45,4097,-,All Island
1 June 2020 18:00,4110,-,All Island
1 June 2020 18:15,4084,-,All Island
1 June 2020 18:30,4057,-,All Island
1 June 2020 18:45,4003,-,All Island
1 June 2020 19:00,3955,-,All Island
1 June 2020 19:15,3902,-,All Island
1 June 2020 19:30,3869,-,All Island
1 June 2020 19:45,3836,-,All Island
1 June 2020 20:00,3804,-,All Island
1 June 2020 20:15,3770,-,All Island
1 June 2020 20:30,3751,-,All Island
1 June 2020 20:45,3744,-,All Island
1 June 2020 21:00,3722,-,All Island
1 June 2020 21:15,3679,-,All Island
1 June 2020 21:30,3655,-,All Island
1 June 2020 21:45,3627,-,All Island
1 June 2020 22:00,3631,-,All Island
1 June 2020 22:15,3694,-,All Island
1 June 2020 22:30,3673,-,All Island
1 June 2020 22:45,3606,-,All Island
1 June 2020 23:00,3522,-,All Island
1 June 2020 23:15,3434,-,All Island
1 June 2020 23:30,3329,-,All Island
1 June 2020 23:45,3240,-,All Island
2 June 2020 00:00,3159,-,All Island
2 June 2020 00:15,3108,-,All Island
2 June 2020 00:30,3034,-,All Island
2 June 2020 00:45,2987,-,All Island
2 June 2020 01:00,2948,-,All Island
2 June 2020 01:15,2910,-,All Island
2 June 2020 01:30,2871,-,All Island
2 June 2020 01:45,2842,-,All Island
2 June 2020 02:00,2827,-,All Island
2 June 2020 02:15,2807,-,All Island
2 June 2020 02:30,2775,-,All Island
2 June 2020 02:45,2757,-,All Island
2 June 2020 03:00,2753,-,All Island
2 June 2020 03:15,2744,-,All Island
2 June 2020 03:30,2728,-,All Island
2 June 2020 03:45,2715,-,All Island
2 June 2020 04:00,2718,-,All Island
2 June 2020 04:15,2729,-,All Island
2 June 2020 04:30,2718,-,All Island
2 June 2020 04:45,2706,-,All Island
