DATE & TIME, ACTUAL DEMAND(MW), FORECAST DEMAND(MW), REGION
1 August 2021 00:00,3360,-,All Island
1 August 2021 00:15,3302,-,All Island
1 August 2021 00:30,3253,-,All Island
1 August 2021 00:45,3195,-,All Island
1 August 2021 01:00,3144,-,All Island
1 August 2021 01:15,3096,-,All Island
1 August 2021 01:30,3055,-,All Island
1 August 2021 01:45,2998,-,All Island
1 August 2021 02:00,2975,-,All Island
1 August 2021 02:15,2977,-,All Island
1 August 2021 02:30,2954,-,All Island
1 August 2021 02:45,2922,-,All Island
1 August 2021 03:00,2889,-,All Island
1 August 2021 03:15,2873,-,All Island
1 August 2021 03:30,2858,-,All Island
1 August 2021 03:45,2841,-,All Island
1 August 2021 04:00,2838,-,All Island
1 August 2021 04:15,2844,-,All Island
1 August 2021 04:30,2842,-,All Island
1 August 2021 04:45,2845,-,All Island
1 August 2021 05:00,2861,-,All Island
1 August 2021 05:15,2875,-,All Island
1 August 2021 05:30,2860,-,All Island
1 August 2021 05:45,2820,-,All Island
1 August 2021 06:00,2832,-,All Island
1 August 2021 06:15,2859,-,All Island
1 August 2021 06:30,2872,-,All Island
1 August 2021 06:45,2904,-,All Island
1 August 2021 07:00,2975,-,All Island
1 August 2021 07:15,3049,-,All Island
1 August 2021 07:30,3112,-,All Island
1 August 2021 07:45,3183,-,All Island
1 August 2021 08:00,3256,-,All Island
1 August 2021 08:15,3372,-,All Island
1 August 2021 08:30,3442,-,All Island
1 August 2021 08:45,3525,-,All Island
1 August 2021 09:00,3615,-,All Island
1 August 2021 09:15,3695,-,All Island
1 August 2021 09:30,3791,-,All Island
1 August 2021 09:45,3853,-,All Island
1 August 2021 10:00,3920,-,All Island
1 August 2021 10:15,4008,-,All Island
1 August 2021 10:30,4031,-,All Island
1 August 2021 10:45,4069,-,All Island
1 August 2021 11:00,4090,-,All Island
1 August 2021 11:15,4108,-,All Island
1 August 2021 11:30,4140,-,All Island
1 August 2021 11:45,4156,-,All Island
1 August 2021 12:00,4184,-,All Island
1 August 2021 12:15,4242,-,All Island
1 August 2021 12:30,4252,-,All Island
1 August 2021 12:45,4256,-,All Island
1 August 2021 13:00,4255,-,All Island
1 August 2021 13:15,4225,-,All Island
1 August 2021 13:30,4205,-,All Island
1 August 2021 13:45,4175,-,All Island
1 August 2021 14:00,4109,-,All Island
1 August 2021 14:15,4092,-,All Island
1 August 2021 14:30,4049,-,All Island
1 August 2021 14:45,4022,-,All Island
1 August 2021 15:00,3996,-,All Island
1 August 2021 15:15,3986,-,All Island
1 August 2021 15:30,3984,-,All Island
1 August 2021 15:45,3988,-,All Island
1 August 2021 16:00,3981,-,All Island
1 August 2021 16:15,3994,-,All Island
1 August 2021 16:30,4012,-,All Island
1 August 2021 16:45,4060,-,All Island
