ROW,StartTime,EndTime,ImbalanceVolume,ImbalancePrice,ImbalanceCost
1,2024-08-30T22:00:00,2024-08-30T22:30:00,-7.274,90.02,-654.80548
1,2024-08-30T23:00:00,2024-08-30T23:30:00,-15.264,92.09,-1405.66176
